Gene = GCC1
index = 579
Annotated 5SS: [1457]
Annotated 3SS: [2297]
SMsplice 5SS: [ 759 2133]
SMsplice 3SS: [2000 2297]
top_k =  500
Partition function (log Z): -6.350173608057717

Sorted 5' Splice Sites (High to Low Probability):
Position 3875: 0.7313855535348979
Position 2133: 0.6213823321565697
Position 759: 0.5199469316220406
Position 1760: 0.32665052658551497
Position 2619: 0.27390990825661604
Position 1457: 0.27209079135297953
Position 2510: 0.21421660809449178
Position 2337: 0.16907546188987574
Position 2747: 0.13464005401609588
Position 1895: 0.1282580624807414
Position 2598: 0.10699846595095638
Position 2797: 0.09444699359761517
Position 596: 0.06411935795109636
Position 1778: 0.05782163153901945
Position 4130: 0.0565469522383214
Position 876: 0.04127758695039408
Position 605: 0.040197504275519505
Position 303: 0.036084562360923944
Position 539: 0.02690767859480523
Position 2085: 0.02217487062706042
Position 307: 0.01901073828127308
Position 283: 0.018394358379732186
Position 1225: 0.015221901349135558
Position 2382: 0.01392790994654471
Position 3352: 0.01378903344033452
Position 3841: 0.013500109237222332
Position 636: 0.01302256880559901
Position 128: 0.013000725976451985
Position 169: 0.01181351943690333
Position 2766: 0.009661290427548718
Position 182: 0.009228911154078692
Position 3306: 0.007253075450612977
Position 207: 0.005768098784022682
Position 1314: 0.004898013862247257
Position 1661: 0.004399424716839951
Position 4577: 0.002882817823184173
Position 62: 0.002850381963987089
Position 298: 0.0025587448061140986
Position 3129: 0.0015034590385733827
Position 4260: 0.0014987260562156948
Position 2855: 0.0012026586757975227
Position 1753: 0.001172180781889616
Position 1167: 0.001120025672512162
Position 1319: 0.001067540266964105
Position 829: 0.0007627756063733792
Position 79: 0.0007516985663461069
Position 1500: 0.0007498208528074082
Position 4349: 0.0006849732430234948
Position 601: 0.0004522968423952691
Position 259: 0.0003017768513316176
Position 4831: 0.0002928675160703928
Position 682: 0.00024310474256802945
Position 623: 0.00021891744015196116
Position 825: 0.0002138355508079681
Position 884: 0.00017790046204698242
Position 433: 0.00014721550571897434
Position 1828: 0.00012685455329742855
Position 309: 0.00012513481526721013
Position 400: 9.716694851809181e-05
Position 1984: 8.241672220714143e-05
Position 842: 7.620398235604567e-05
Position 412: 7.220625843584121e-05
Position 190: 7.194431184188684e-05
Position 3825: 6.752132344857746e-05
Position 770: 5.5347293509195935e-05
Position 263: 4.957956290537801e-05
Position 811: 3.2924634303332717e-05
Position 1026: 2.7936888613938005e-05
Position 536: 1.4406059724163961e-05
Position 514: 1.0540833336491595e-05
Position 42: 6.6062029350613545e-06
Position 31: 5.6744391329857485e-06
Position 188: 4.6601240509017075e-06
Position 39: 3.703152017044635e-06
Position 961: 2.644652600659736e-06
Position 855: 1.382541818188218e-06
Position 4438: 1.0187086853867912e-06
Position 340: 4.5368258277380085e-08
Position 14: 3.8509952732107196e-08
Position 108: 1.4304290477079123e-08
Position 271: 2.368528260581901e-09
Position 11: 4.743339094841671e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2297: 0.9131346727217939
Position 3774: 0.8217182862438863
Position 2000: 0.53788808461238
Position 4013: 0.2986532836560077
Position 1639: 0.24004122126280864
Position 4508: 0.23994600958300275
Position 2714: 0.21841520119663826
Position 4380: 0.20744221661567655
Position 1535: 0.1414652741681206
Position 1791: 0.094112736152866
Position 2121: 0.03139659345524248
Position 696: 0.027981014096202243
Position 1297: 0.02788340920768379
Position 1120: 0.02686519402091841
Position 2052: 0.024670247738572466
Position 4283: 0.02457295051628611
Position 1894: 0.018478712325760455
Position 4828: 0.015468419389065236
Position 2243: 0.015357516849275594
Position 1957: 0.015342698871116769
Position 4657: 0.013843880966313912
Position 3204: 0.013830583814426535
Position 1123: 0.012043762933735831
Position 1324: 0.012029990272848406
Position 1876: 0.009748463131423375
Position 1345: 0.008949527203309063
Position 4910: 0.00874494045023274
Position 1224: 0.008647882004807357
Position 3178: 0.00850891226089766
Position 1856: 0.0077201794210670594
Position 635: 0.0068475570440212725
Position 4618: 0.005259537849434917
Position 4218: 0.005087931342637926
Position 1539: 0.004663555269301132
Position 2301: 0.004622439063870883
Position 4858: 0.004512441822942968
Position 1581: 0.004162328344151204
Position 4753: 0.003496340131939849
Position 1318: 0.003233117181397771
Position 2597: 0.002855478057883285
Position 1578: 0.0028458798070040855
Position 4514: 0.002811973935603413
Position 2565: 0.00280320698804763
Position 3523: 0.002680805103512929
Position 947: 0.0023473401402438285
Position 4537: 0.0021892336013068833
