Gene = CRBN
index = 407
Annotated 5SS: [   90  4548  5652  6935 12077 23492 24964 25751 26287 27255]
Annotated 3SS: [ 4440  5448  6784 11916 23428 24878 25634 26221 27122 28664]
SMsplice 5SS: [   90  6935  7205 12077 22143 23492 25751 26287]
SMsplice 3SS: [ 6784  7063 11916 22089 23428 25647 26221 28664]
top_k =  500
Partition function (log Z): -1.3084566278524203

Sorted 5' Splice Sites (High to Low Probability):
Position 23492: 0.9959384930109884
Position 12077: 0.9934478899565385
Position 6935: 0.947961561456097
Position 26287: 0.8827307283933135
Position 4548: 0.7883833182304666
Position 7205: 0.7517739470156473
Position 25751: 0.7398877099927154
Position 22143: 0.5822240925570923
Position 90: 0.581337802032178
Position 6237: 0.5004250354347071
Position 24964: 0.49885319619054835
Position 5602: 0.4419358098347535
Position 5330: 0.4126885362365448
Position 5652: 0.3720914637813177
Position 26735: 0.35382270562579254
Position 26137: 0.26242816481478926
Position 295: 0.24984373392953332
Position 11731: 0.24653747359593028
Position 9153: 0.20913431705716293
Position 3725: 0.19546035282938465
Position 26492: 0.1684897551804158
Position 6164: 0.15076511537882328
Position 966: 0.14925092672794643
Position 3527: 0.14588069707133364
Position 7226: 0.12436082387216515
Position 13030: 0.12023606289119619
Position 9950: 0.11031241788941108
Position 12287: 0.10916377294377963
Position 5593: 0.05587733961698323
Position 5761: 0.05562961587542764
Position 647: 0.05295145707957022
Position 28284: 0.051663381545787965
Position 6502: 0.03982362058967546
Position 11601: 0.038960973247880344
Position 7787: 0.038220523761111576
Position 6899: 0.03673466898349504
Position 10913: 0.03645784566552894
Position 934: 0.03393976986189833
Position 5263: 0.028526748830733566
Position 9481: 0.0267439673572871
Position 2513: 0.024860680824606966
Position 27255: 0.02299552704241409
Position 11828: 0.022342647057293028
Position 3655: 0.021808915161100836
Position 3734: 0.016390333996608122
Position 1300: 0.015449207511655278
Position 3866: 0.015212391892419557
Position 10488: 0.013722671886031157
Position 4809: 0.013706077362538448
Position 26504: 0.012963215198822152
Position 5512: 0.012534587200935404
Position 5597: 0.012191897250299536
Position 3998: 0.011139148069666748
Position 9696: 0.010748940859488935
Position 1142: 0.010690972924174471
Position 3235: 0.009963699258371749
Position 11507: 0.009393167432101081
Position 5332: 0.009357935742396906
Position 5099: 0.009175008442774942
Position 4773: 0.008226929292489462
Position 1785: 0.008188439549034554
Position 27993: 0.006071810398671832
Position 5147: 0.004954980937111003
Position 12282: 0.0040816262953752925
Position 5288: 0.0040298323251115285
Position 4884: 0.0037551190818243163
Position 4552: 0.0036867123345165776
Position 410: 0.0036391668355113867
Position 3508: 0.0030464214333908086
Position 5195: 0.003040992249503771
Position 1206: 0.0028311957986474037
Position 718: 0.0026149158423154975
Position 23526: 0.0025871133844154316
Position 1474: 0.0024933836943807257
Position 5367: 0.0024184544056446468
Position 9725: 0.002308807068567703
Position 13: 0.0022610249036996615
Position 8199: 0.002154343156188469
Position 2791: 0.0018054630493286867
Position 762: 0.00159742830684222
Position 103: 0.0011082413366617662
Position 1380: 0.001064082138622108
Position 1852: 0.0010081337507765178
Position 6112: 0.000908608009840478
Position 7332: 0.0008000444524203804
Position 2848: 0.0007234816190557242
Position 6906: 0.00042424649666256045
Position 9750: 0.000347076678870426
Position 9748: 0.00027973532471894605
Position 616: 0.00022260822901113173
Position 307: 0.00016921867089671598
Position 150: 0.0001531618908328688
Position 6876: 0.00015151162084130424
Position 4699: 0.0001423245232825052
Position 305: 0.00012823908934070426
Position 6926: 0.00011314199149754216
Position 473: 6.403039884050245e-05
Position 882: 3.9646300358833365e-05
Position 425: 1.3422698861093608e-05
Position 234: 1.0462974692245125e-05
Position 903: 1.041504708260727e-05
Position 257: 9.909931124176642e-06
Position 1030: 6.085020437670869e-06
Position 990: 5.839324855229708e-06
Position 438: 5.088154405485228e-06
Position 1567: 4.124716732039074e-06
Position 1113: 3.7100205762826796e-06
Position 1102: 2.8165101007572808e-06
Position 371: 2.803065339298321e-06
Position 113: 2.0567474061701583e-06
Position 123: 1.6864825858295e-06
Position 943: 1.2535853749079404e-06
Position 7167: 1.2472401421102198e-06
Position 459: 2.9099494242523375e-07
Position 282: 2.468839430002646e-07
Position 506: 1.0908431238822099e-07
Position 116: 1.0905576640656712e-07
Position 364: 8.29666943361279e-08
Position 175: 7.016118278061797e-08
Position 1347: 4.953512060432425e-08
Position 578: 2.8745123136651424e-10
Position 629: 2.0912822777075841e-10
Position 106: 3.3984931370040234e-11
Position 5533: 2.497240807730996e-11
Position 651: 1.5133192759923647e-11
Position 362: 5.3488615276823294e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 23428: 0.9995762269690636
Position 11916: 0.991932836943581
Position 6784: 0.9781282341697347
Position 26221: 0.8769201988283966
Position 7063: 0.8625105482640457
Position 28664: 0.7704317608382236
Position 25647: 0.7409205363679409
Position 22089: 0.5822240925570923
Position 5448: 0.5200320095955552
Position 24878: 0.49947736849243984
Position 6048: 0.48633145060162253
Position 5072: 0.44442020746502203
Position 4440: 0.43014047176528825
Position 4443: 0.35714509394533805
Position 5483: 0.3326637251497994
Position 3591: 0.24447902842980174
Position 9016: 0.209110171776513
Position 26635: 0.17313695605422244
Position 26374: 0.16850374972839183
Position 26005: 0.1563095297750106
Position 3396: 0.1498520745617066
Position 26040: 0.13103711163327442
Position 11684: 0.1274345940252595
Position 11478: 0.11381144293156485
Position 9824: 0.1101669997501428
Position 12958: 0.10177213913736939
Position 5994: 0.10042690030630047
Position 26580: 0.09947281102189223
Position 26686: 0.08879776933366186
Position 12142: 0.08174020774598376
Position 27122: 0.07936748332548707
Position 11637: 0.07926625741808573
Position 27888: 0.07354260904262579
Position 28203: 0.05142789381308255
Position 5963: 0.04126942273771151
Position 6386: 0.039823620589675465
Position 7688: 0.03409506334769745
Position 9463: 0.03408630744148609
Position 881: 0.030678297937047985
Position 5068: 0.030659619666717878
Position 5504: 0.026144778050003467
Position 28250: 0.02508144141317031
Position 2387: 0.0239772237847462
Position 6070: 0.023647856365533997
Position 783: 0.022503688530598
Position 4641: 0.022042106247603794
Position 10688: 0.021427297829142933
Position 27863: 0.020154104607244473
Position 12175: 0.019310916590617816
Position 5455: 0.017583059897436512
Position 28226: 0.01673902347106658
Position 12961: 0.016704420646563172
Position 5511: 0.015449332765829056
Position 551: 0.01544456663119767
Position 10748: 0.015030547836386007
Position 5705: 0.014684694631895572
Position 5651: 0.01454261622041585
Position 10239: 0.01372267188603116
Position 28283: 0.010785445414733221
Position 1002: 0.009739512827131586
Position 2977: 0.009041417024366743
Position 1722: 0.008633608758836038
Position 1249: 0.006291133621032713
Position 7100: 0.006174329920451192
Position 26909: 0.006053383590092749
Position 9215: 0.0057486595112554275
Position 713: 0.005425793102678197
Position 12146: 0.0052962815874235455
Position 12199: 0.005000437948714093
Position 5559: 0.004747106453639448
Position 28686: 0.004709864755878854
Position 1093: 0.0045658149052928655
Position 865: 0.004100902421210032
Position 7042: 0.004004180578622195
Position 3360: 0.003660878758690219
Position 376: 0.0035891615350245086
Position 4327: 0.0035748366267324976
Position 7069: 0.0035691708676683516
Position 6794: 0.003431059737293402
Position 4808: 0.0033840021356889107
Position 7553: 0.0031870993526084087
Position 6822: 0.0029693197142166253
Position 3653: 0.0028046223680967333
Position 3875: 0.00265144739061988
Position 558: 0.0021715468098370146
Position 5750: 0.0021094187164044397
Position 592: 0.001997686930818807
Position 3817: 0.0019927751775503377
Position 27714: 0.0019677392196046617
Position 26447: 0.0018937271890981974
Position 12870: 0.0018154317310521664
Position 3464: 0.0017097359445844083
Position 2628: 0.001674942271184886
Position 4246: 0.0014293006175462894
Position 5233: 0.001416634141791605
Position 26719: 0.0012871632628972862
Position 903: 0.000964694579118656
Position 8125: 0.0009523137298575765
Position 457: 0.0009399911764470393
Position 3621: 0.0008685006241508383
Position 6825: 0.0008565169273495477
Position 2663: 0.0008540023971995242
Position 3331: 0.000831001173428066
Position 3001: 0.0007689558791980246
Position 8190: 0.0006805352085689274
Position 2194: 0.0006785700355172292
Position 7284: 0.0006573976535484639
Position 1196: 0.000595039350500955
Position 7578: 0.0005733487432052245
Position 1558: 0.000563137100441169
Position 9337: 0.00048387804525002495
Position 5939: 0.0004231288122023215
Position 24165: 0.000414129600236149
Position 1141: 0.00038881981795296463
Position 1044: 0.0003861305124199496
Position 8044: 0.0003620144887070694
Position 1350: 0.000359940085308313
Position 934: 0.0003396470550995715
Position 867: 0.00028859450318275066
Position 737: 0.00025437202509384724
Position 7163: 0.00020519581884340766
Position 1353: 0.0002021744008048305
Position 4710: 0.0001731614854279513
Position 12228: 0.000172094332312928
Position 371: 0.00016241942724391743
Position 8137: 0.0001595881584924439
Position 506: 0.00015782954974511278
Position 3138: 0.00015332635480696112
Position 9839: 0.00015006736386689192
Position 7225: 0.00011835608431052399
Position 9418: 0.00011112566715025414
Position 1280: 0.00010430466941057845
Position 17000: 9.773492478553295e-05
Position 3347: 8.819602527555124e-05
Position 1398: 7.369667643377555e-05
Position 14814: 7.232585780129353e-05
Position 2318: 6.950121423761979e-05
Position 7468: 6.423640891282865e-05
Position 2095: 6.073653460329937e-05
Position 2215: 5.671779452516083e-05
Position 15900: 4.6513769831638025e-05
Position 1059: 4.487629631522822e-05
Position 1299: 4.3979982278590925e-05
Position 18773: 4.1559677107456265e-05
Position 1175: 3.86343225508268e-05
Position 914: 3.592343357637864e-05
Position 9144: 2.490856298364586e-05
Position 2473: 1.7653146289266046e-05
Position 12483: 1.7447699883004363e-05
Position 1330: 1.2952325351732972e-05
Position 14789: 1.2908311426426155e-05
Position 7204: 1.2157064386369604e-05
Position 4734: 1.1508001491817551e-05
Position 942: 9.263241506957911e-06
Position 14304: 6.394334565294763e-06
Position 188: 5.259012834617562e-06
Position 16543: 4.097669826663172e-06
Position 16213: 3.8909986960964805e-06
Position 13452: 3.741980332278904e-06
Position 224: 2.2114331829663557e-06
Position 14638: 2.023694746206468e-06
Position 574: 1.4321958733104043e-06
Position 401: 1.4303728293697141e-06
Position 201: 1.3621406933860058e-06
Position 597: 9.526041695829054e-07
Position 615: 9.37199770821742e-07
Position 249: 9.046532780638741e-07
Position 209: 6.787307594126355e-07
Position 206: 5.174252628855342e-07
Position 292: 4.725274096704509e-07
Position 155: 3.9529259314288114e-07
Position 459: 3.6988543342512916e-07
Position 465: 3.657683378487758e-07
Position 1448: 3.140677569589566e-07
Position 2306: 2.783146881990137e-07
Position 336: 2.2779962976852386e-07
Position 383: 2.0296395162521212e-07
Position 422: 1.6983004795807803e-07
Position 414: 1.6431296938055773e-07
Position 480: 1.4824754605125437e-07
Position 403: 1.4161048840038078e-07
Position 498: 1.1404410507554248e-07
Position 627: 9.373933132710431e-08
Position 7581: 8.21865604620383e-08
Position 7599: 8.095488102803151e-08
Position 739: 7.813274528766338e-08
Position 1095: 7.200233339460073e-08
Position 7129: 6.127666691101891e-08
Position 1065: 4.5102178802396375e-08
Position 168: 3.801370779188516e-08
Position 624: 3.149411922930143e-08
Position 1099: 3.110263581854649e-08
Position 989: 3.0174865165508495e-08
Position 1457: 2.446521158052182e-08
Position 953: 1.3723315702570889e-08
Position 1429: 1.1488753543113642e-08
Position 1517: 1.1233361911492444e-08
Position 331: 1.0996903060180175e-08
Position 116: 1.0130904657410428e-08
Position 257: 4.185379214127932e-09
Position 578: 4.072880618419346e-09
Position 303: 3.0362881116753515e-09
