Gene = CASR
index = 282
Annotated 5SS: [  130 70692 73705 78730 92360 98554]
Annotated 3SS: [ 70264  73397  77844  92128  98429 100003]
SMsplice 5SS: [  847 48425 55061 64668 70692 76494 79636 80900 83604 92360 98554]
SMsplice 3SS: [ 48290  54952  64507  70420  76371  79508  80617  83449  92246  98429
 100262]
top_k =  500
Partition function (log Z): -48.29697996029466

Sorted 5' Splice Sites (High to Low Probability):
Position 847: 0.9453838366844249
Position 5891: 0.4709881872921533
Position 130: 0.1773221336461921
Position 5594: 0.1069677326589589
Position 2356: 0.08142549079729156
Position 2775: 0.0706910833486316
Position 5500: 0.06688263107490482
Position 500: 0.054784518499605576
Position 476: 0.04806584594875386
Position 1729: 0.037857659891736166
Position 2786: 0.025930684160709115
Position 4496: 0.017279985199669647
Position 238: 0.01722480491120859
Position 3429: 0.016059014679838363
Position 2879: 0.011195170291837371
Position 4533: 0.011082671557382455
Position 2779: 0.010122415578690619
Position 3527: 0.009916013768259216
Position 1717: 0.00876521257782708
Position 5964: 0.008501785445065366
Position 506: 0.004363795763312501
Position 278: 0.004278430009573487
Position 86: 0.00413717211316505
Position 3890: 0.0040424034057474365
Position 3966: 0.002359075136257648
Position 4747: 0.002310589767503482
Position 6370: 0.002070439869571205
Position 4026: 0.0019104910710635162
Position 4815: 0.001873394364492327
Position 3853: 0.0017894695055314606
Position 5945: 0.001312924647203355
Position 4155: 0.0008937685412839432
Position 2734: 0.000867898024930693
Position 272: 0.0006312412290566098
Position 5993: 0.00045370471747548243
Position 1208: 0.00023873220916451307
Position 525: 0.00021679059263965045
Position 444: 0.00016513914946129755
Position 4009: 0.00013275680567600002
Position 3738: 7.440105907431833e-05
Position 1878: 5.490739982546159e-05
Position 136: 5.084647925285523e-05
Position 1352: 4.895451473494013e-05
Position 1001: 4.597740996964676e-05
Position 167: 4.028703048165844e-05
Position 819: 2.8109773272582256e-05
Position 644: 1.2847493229046822e-05
Position 3294: 1.1449227786665925e-05
Position 226: 9.959838829222258e-06
Position 153: 9.36191779123353e-06
Position 554: 8.887073265966878e-06
Position 891: 8.829860875643806e-06
Position 1126: 5.268465790969748e-06
Position 116: 5.258572610436162e-06
Position 1544: 2.129109810948691e-06
Position 230: 1.7162449992450998e-06
Position 1387: 1.6783364665692282e-06
Position 1122: 8.636209096659583e-08
Position 70: 3.4622727349357794e-08
Position 54: 2.5523823478325227e-09
Position 203: 1.8044111455486956e-09
Position 235: 5.554641354684792e-10
Position 374: 4.778775909165888e-11
Position 399: 4.341908266556639e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5859: 0.31109745319238025
Position 5830: 0.25774201143370196
Position 18869: 0.2163916769839293
Position 13946: 0.1316025049298589
Position 629: 0.1304707645039902
Position 11639: 0.12707118439033185
Position 2685: 0.11380363751274661
Position 14053: 0.09032383471304302
Position 675: 0.07190612526947664
Position 7649: 0.0661563938216811
Position 16244: 0.06609447516797186
Position 5314: 0.06576305541293319
Position 4384: 0.05739218022244555
Position 6077: 0.05512762978357304
Position 5525: 0.05393554132751817
Position 1578: 0.036277573596106755
Position 2098: 0.028809809301955522
Position 735: 0.025272002013409945
Position 2060: 0.023405758697861125
Position 5359: 0.02321044219101956
Position 3393: 0.021712737554932554
Position 5414: 0.01737211586969627
Position 5389: 0.015217506671443285
Position 1524: 0.01346511300811738
Position 7315: 0.012264295500820628
Position 2256: 0.011974243065515412
Position 7297: 0.010873642974621664
Position 640: 0.01076056026852991
Position 11608: 0.010759601956149265
Position 2310: 0.010452844043776211
Position 8210: 0.01035642737677475
Position 1627: 0.008514773529160594
Position 8841: 0.008324154333274342
Position 3119: 0.007093038454641478
Position 2021: 0.0070103647324484064
Position 8858: 0.006952114151153865
Position 3557: 0.0055724714148403225
Position 3852: 0.005319329027442043
Position 7206: 0.0049850370248672666
Position 717: 0.0049417931585518365
Position 7342: 0.00467987741910129
Position 6138: 0.00437170524827343
Position 6264: 0.004333705391955474
Position 754: 0.003921033766905294
Position 9067: 0.0038448473538964956
Position 6169: 0.0036896964003736766
Position 4722: 0.0035905896193560447
Position 6286: 0.003397247284639846
Position 3720: 0.0029696625225450724
Position 642: 0.0029258329536271297
Position 1494: 0.0028705817027453707
Position 1973: 0.0026787135795519894
