Gene = HACD4
index = 637
Annotated 5SS: [   84  2342  5041 15739 20048 23616]
Annotated 3SS: [ 2237  4912 15625 19940 23489 24516]
SMsplice 5SS: [   84  1814  2342  5041 13688 13828 15739 20048 23616]
SMsplice 3SS: [ 1726  2150  4912 13633 13756 15625 19940 23489 24516]
top_k =  500
Partition function (log Z): 0.5531014251039941

Sorted 5' Splice Sites (High to Low Probability):
Position 2342: 0.9910217545299174
Position 20048: 0.9855003373119572
Position 15739: 0.9699239425195745
Position 23616: 0.8934273582379537
Position 13688: 0.8779038244006352
Position 84: 0.7907057055960965
Position 5041: 0.7405044617764821
Position 1814: 0.618736153636213
Position 13828: 0.5288216839157003
Position 508: 0.3965329828451975
Position 237: 0.31962646866742767
Position 20912: 0.2786598685971091
Position 22311: 0.2311335318634707
Position 13859: 0.23097661691904897
Position 873: 0.20545790392042565
Position 21402: 0.1881301217001055
Position 547: 0.15290479823248893
Position 24885: 0.15189184261842728
Position 20293: 0.14285555948868645
Position 5328: 0.13561444634913136
Position 2974: 0.12225526688263239
Position 1868: 0.11989227053136756
Position 1902: 0.11596939517761579
Position 2061: 0.11445464076229177
Position 19588: 0.11095774016283919
Position 23900: 0.09722515138518215
Position 16818: 0.0754824740405958
Position 1878: 0.05960266616933507
Position 2753: 0.05850053260801711
Position 9671: 0.051981157223856614
Position 16436: 0.04711450808374882
Position 20410: 0.04578466902060707
Position 24202: 0.04006744589335021
Position 2056: 0.03385187566081907
Position 999: 0.032102022864258624
Position 21725: 0.02944460403834405
Position 1825: 0.028020837804058587
Position 24652: 0.027543239765676283
Position 16691: 0.023927887804768202
Position 20632: 0.022615668737731427
Position 24321: 0.01985921546945098
Position 24270: 0.01884744159343769
Position 20304: 0.01652320339180856
Position 2151: 0.01594748081994454
Position 1538: 0.01378802776011426
Position 21067: 0.011887516508022933
Position 1550: 0.01053500900829211
Position 24670: 0.009630429038557856
Position 16299: 0.00908584010766337
Position 21759: 0.008255985935635627
Position 415: 0.00810654434208888
Position 24054: 0.007602127017554708
Position 344: 0.006391404387938622
Position 23301: 0.0056970092220268035
Position 2065: 0.004308295918953646
Position 1367: 0.003030002127733091
Position 23769: 0.0029186430528655746
Position 20778: 0.002437196935761402
Position 1742: 0.0022031700465232644
Position 456: 0.00214932217691108
Position 2102: 0.0019395340781028516
Position 2736: 0.0019110701341857207
Position 2238: 0.0018337015193589398
Position 901: 0.0016386800523286588
Position 5031: 0.0015899478118870825
Position 428: 0.0014284417981968128
Position 21473: 0.0013512459370151693
Position 2218: 0.0011103658394094607
Position 15824: 0.0010197405391136798
Position 2011: 0.00072893228230966
Position 16400: 0.0006150511731162461
Position 937: 0.000593577479327045
Position 1272: 0.0005241300503217135
Position 5045: 0.0004947698114127052
Position 3276: 0.0004361181030584043
Position 407: 0.0004180759384435748
Position 21970: 0.0003293259309518581
Position 767: 0.0002209340787344748
Position 359: 0.00018922639459548942
Position 1312: 0.00016886856800512983
Position 23754: 0.0001391928567633683
Position 4406: 9.998019836092715e-05
Position 1882: 8.603518837222893e-05
Position 2587: 3.531575262457057e-05
Position 2508: 3.159360973653457e-05
Position 521: 1.9205380771973214e-05
Position 698: 1.1005446549132384e-05
