Gene = IQUB
index = 717
Annotated 5SS: [  573 21005 23048 29747 30005 30352 36253 53154 63735 68116 71592 75568]
Annotated 3SS: [20603 22912 29584 29831 30195 36041 52977 63563 67938 71342 75381 80022]
SMsplice 5SS: [  573 29747 30005 30352 39627 53154 63735 71592 75568]
SMsplice 3SS: [29584 29831 30195 39413 52977 63563 71418 75381 80022]
top_k =  500
Partition function (log Z): -41.142054997310886

Sorted 5' Splice Sites (High to Low Probability):
Position 573: 0.6156265796732545
Position 637: 0.20334301961574755
Position 5298: 0.15273644990054722
Position 4704: 0.11452659711543127
Position 11427: 0.10305702068927484
Position 585: 0.07405267475844285
Position 398: 0.06954621417796683
Position 160: 0.03797526667779344
Position 8864: 0.025421402725878853
Position 632: 0.019745695368135252
Position 1310: 0.01914476899378197
Position 4748: 0.018047316849808454
Position 5864: 0.012102005165546367
Position 871: 0.01014433942649384
Position 7653: 0.006925950731276574
Position 10967: 0.006856462816304991
Position 10183: 0.00672329215531576
Position 10534: 0.005438826038057024
Position 4680: 0.004585355925108634
Position 247: 0.0030623854638709706
Position 5075: 0.0029384155545232123
Position 10017: 0.0016810637743616566
Position 5495: 0.0012377782449634058
Position 4390: 0.0006254114736550735
Position 4756: 0.000544659899673719
Position 4660: 0.000494121988084394
Position 2638: 0.00037129981670100696
Position 286: 0.00035452123493827587
Position 6142: 0.0002786712358120827
Position 165: 0.0002284327283346489
Position 252: 0.00011482235820639537
Position 80: 0.00010952909617404434
Position 3842: 9.370211141004089e-05
Position 35: 7.900151794969112e-05
Position 1956: 6.670396705906774e-05
Position 404: 3.546511715311309e-05
Position 387: 8.573545158451792e-06
Position 249: 8.24132194191366e-06
Position 179: 3.970774640307693e-06
Position 747: 3.68035762429072e-06
Position 264: 3.5864275241880324e-06
Position 1108: 2.679977058161926e-06
Position 419: 8.947733264541469e-07
Position 416: 8.735679040548891e-07
Position 2291: 5.034511878528795e-07
Position 323: 3.021637206491087e-07
Position 1249: 2.286321875949496e-07
Position 167: 2.0853556663633808e-07
Position 527: 1.3237165382824687e-07
Position 402: 9.85198209296705e-08
Position 577: 6.741180224916482e-08
Position 409: 5.252659927868435e-08
Position 624: 3.586354852201829e-08
Position 579: 2.2836027970652488e-08
Position 379: 1.2326206395244501e-08
Position 442: 4.703950863400225e-09
Position 489: 1.0382463414344634e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 20603: 0.4869806144778699
Position 5228: 0.1650274127090647
Position 11858: 0.15387096224618216
Position 4596: 0.14134771987404482
Position 12632: 0.09035174638739021
Position 19956: 0.06516423598664056
Position 11308: 0.053992858409440285
Position 5576: 0.052003237828661036
Position 11304: 0.05187154243073772
Position 8715: 0.05153787449638643
Position 503: 0.03462993541796563
Position 12657: 0.03077915851055963
Position 9797: 0.017290801368304725
Position 7420: 0.009888326099939166
Position 4913: 0.008678731942353392
Position 10888: 0.008662704044828008
Position 6058: 0.008270246169550232
Position 5392: 0.007012343875959038
Position 10387: 0.006688361441786126
Position 14914: 0.0056988504383452855
Position 489: 0.005037894677695865
Position 2520: 0.004909641744305662
Position 4295: 0.004264824551044938
Position 6664: 0.004235815733400318
Position 5423: 0.004160662722063979
Position 1248: 0.004131463341578298
Position 9932: 0.003973050569450713
Position 10016: 0.0033287239777544295
Position 416: 0.0033110882886181856
Position 13308: 0.0032448281726374624
Position 4615: 0.0030529704518609136
Position 2818: 0.0023445175337235427
Position 6024: 0.002204580868224452
Position 4632: 0.002125471348995418
Position 12168: 0.0017214431229165016
Position 387: 0.0015186306347930974
Position 2919: 0.0012741974050203054
Position 1105: 0.0011469467250123171
Position 1245: 0.0011258403515436801
Position 284: 0.0010926287267677668
Position 11084: 0.0010817402570012734
Position 11007: 0.00106472429201609
Position 728: 0.0010028461370922663
Position 3725: 0.0009709757818348861
Position 4330: 0.0007857333462141357
Position 762: 0.0006769498752948706
Position 678: 0.0006313089622318826
Position 2589: 0.00044627343386542944
Position 5603: 0.0003815907652107334
Position 8308: 0.000331865677923778
Position 5578: 0.0002751789931294457
Position 3830: 0.0002716209682069084
Position 1927: 0.000269427786763031
Position 6072: 0.0002182603006730842
Position 455: 0.00021824566754915289
Position 5167: 0.00015158545797847506
Position 3508: 0.0001372547756272933
Position 750: 0.00013611182451360988
Position 2539: 0.0001278708646895315
Position 804: 0.00012543191874118031
Position 4161: 9.92840779890605e-05
Position 5800: 8.069894721494651e-05
Position 5148: 7.054473936616414e-05
Position 732: 6.868825904688566e-05
Position 3082: 6.51653488231853e-05
Position 397: 6.51460128686301e-05
Position 3931: 6.461824477452341e-05
Position 568: 5.775092804382531e-05
Position 4179: 5.632444107872048e-05
Position 4018: 5.5285367681495964e-05
Position 1891: 5.328289858746159e-05
Position 3842: 4.778610883029979e-05
Position 1912: 4.2160995826575826e-05
Position 2768: 3.929552780336617e-05
Position 442: 3.464192664275148e-05
Position 1614: 2.9340092021725357e-05
Position 2522: 2.9013672172034434e-05
