Gene = POLR3C
index = 1053
Annotated 5SS: [  141  1695  2481  2777  4610  9137  9355 12349 12641 13371 13981 15766
 15940 16846]
Annotated 3SS: [ 1527  2224  2590  4520  9031  9261 12267 12588 13309 13829 15663 15889
 16695 18112]
SMsplice 5SS: [  141  1695  2481  2777  4610  9137  9355 12349 13981 16846]
SMsplice 3SS: [ 1527  2224  2590  4520  9031  9245 12267 13829 16695 18112]
top_k =  500
Partition function (log Z): 9.166190397268691

Sorted 5' Splice Sites (High to Low Probability):
Position 4610: 0.9950436825855076
Position 1695: 0.9713266580270804
Position 9355: 0.9586590917541
Position 9137: 0.9206293014066133
Position 141: 0.897785614111575
Position 13981: 0.8969017631833428
Position 2777: 0.8810151476060473
Position 12349: 0.8654610230483414
Position 16846: 0.7222017370533199
Position 15766: 0.5582367080065924
Position 15940: 0.3868106999138103
Position 2481: 0.33438664442015903
Position 2347: 0.2647617317463254
Position 12720: 0.24975950680346273
Position 1993: 0.1883159502554742
Position 2264: 0.16237968810143752
Position 13728: 0.16188645022270176
Position 2321: 0.13787302455183123
Position 15482: 0.12857174130186255
Position 12856: 0.12675084956353183
Position 18013: 0.08758404743050455
Position 4179: 0.08435474806420308
Position 10546: 0.07405273946980018
Position 2674: 0.07282064772026689
Position 17957: 0.06879681212936614
Position 15531: 0.05859563710299149
Position 2490: 0.04925676271481813
Position 13023: 0.04352422433048045
Position 9979: 0.03251492150710196
Position 326: 0.03154650821276792
Position 319: 0.028838857371500163
Position 12630: 0.02822047274265506
Position 14030: 0.02567552770325344
Position 16606: 0.022881897839413825
Position 12697: 0.02232109132640244
Position 1258: 0.017560640001862565
Position 692: 0.016761863804048812
Position 15756: 0.014733985755012667
Position 6152: 0.014599089982232374
Position 12985: 0.01458684282702507
Position 16641: 0.014153505322277417
Position 15559: 0.013833986916197659
Position 9107: 0.013551624843597856
Position 16833: 0.01353067957509724
Position 13371: 0.011974084056125074
Position 9152: 0.011107988279386503
Position 518: 0.008806711060759658
Position 5379: 0.008263594627245897
Position 9148: 0.007131299790330075
Position 1962: 0.006785659820515044
Position 2485: 0.006324900858031296
Position 16101: 0.0059156306597571776
Position 2989: 0.00585781952344419
Position 12641: 0.005226273927124767
Position 37: 0.004932158838089353
Position 8382: 0.00447239774898473
Position 6437: 0.004060764048113315
Position 4978: 0.003808845365774027
Position 342: 0.003521114894699722
Position 12943: 0.003278028655358233
Position 8093: 0.003089967897688747
Position 9995: 0.0022642448009046606
Position 15810: 0.002249033396035886
Position 2299: 0.00223192939001533
Position 5746: 0.002160973132651937
Position 214: 0.0021078342441470514
Position 4231: 0.0020820701064103112
Position 8253: 0.002042337360141677
Position 15319: 0.002021722335134886
Position 4218: 0.0018963773978651502
Position 74: 0.001674085779645268
Position 9582: 0.00146414899131923
Position 1875: 0.0014377902912683165
Position 2056: 0.0014266553815953835
Position 1659: 0.0013999007976771153
Position 11990: 0.001218329811381734
Position 3822: 0.0011647806954162238
Position 1233: 0.0011542537848012327
Position 3940: 0.001085591702496638
Position 2996: 0.0009312480224106004
Position 2371: 0.0008836972152044067
Position 1884: 0.0008683676529476123
Position 1242: 0.0008344984837192626
Position 1948: 0.000825000664507343
Position 1926: 0.0007853650250287863
Position 225: 0.0007507493213721009
Position 1821: 0.0007357394797451936
Position 2064: 0.0007103237251910958
Position 195: 0.0006667826066331741
Position 12757: 0.0006659964481810434
Position 2431: 0.0006404082914688102
Position 2748: 0.0006120308370055601
Position 1252: 0.0005891558121267367
Position 392: 0.0005639810547344187
Position 12516: 0.0005621983466330445
Position 2188: 0.0005408399574598871
Position 3559: 0.0005225878303489943
Position 12217: 0.0004422184242194783
Position 2286: 0.0004310191131698326
Position 2289: 0.00040993621463206127
Position 427: 0.00039920171779737743
Position 13997: 0.00039760666732298447
Position 3110: 0.0003953826886286299
Position 2066: 0.0003705543605301787
Position 17699: 0.0003698824453894664
Position 4249: 0.0003519074274211795
Position 14225: 0.0003413633040743801
Position 4268: 0.00033079648565256207
Position 3247: 0.0003139016989628311
Position 1305: 0.0003052544841885833
Position 2225: 0.00024082447332077447
Position 3072: 0.00021977546584238134
Position 2617: 0.00021145684104835203
Position 2105: 0.00019021221636611902
Position 3035: 0.0001849176770989701
Position 547: 0.00017078898656307866
Position 14769: 0.00015867194176422144
Position 2396: 0.00015703285262971218
Position 447: 0.0001281958888851562
Position 2842: 0.0001277797635604701
Position 406: 0.00011290326753463202
Position 3087: 0.0001090253020340423
Position 4340: 0.0001016688447915368
Position 3945: 9.230366994743005e-05
Position 3316: 8.444457856716062e-05
Position 4040: 8.355766136020381e-05
Position 2656: 7.825497209118637e-05
Position 2918: 6.96624421854015e-05
Position 12667: 6.883195414259568e-05
Position 2851: 6.648533492036845e-05
Position 2868: 6.298809396208959e-05
Position 1865: 5.028929298649089e-05
Position 3300: 5.006745108364584e-05
Position 2755: 4.71919391319128e-05
Position 2168: 4.6911144766653064e-05
Position 3685: 4.667859089343765e-05
Position 3389: 4.2902061097206575e-05
Position 3855: 4.255506367160211e-05
Position 1275: 4.0931518591159346e-05
Position 2276: 3.6041808085243485e-05
Position 11800: 3.398748691435376e-05
Position 1877: 3.272176544192035e-05
Position 2239: 2.6710262099223486e-05
Position 2311: 1.8816637850382424e-05
Position 2438: 1.8334815332278954e-05
Position 2294: 1.5302147196146456e-05
Position 4816: 1.1679748172921855e-05
Position 10433: 9.899273365176257e-06
Position 4714: 7.421813391615877e-06
Position 4527: 6.426206547787158e-06
Position 4974: 4.337651946825774e-06
Position 2000: 2.092506142461839e-06
Position 9299: 1.8603223690639736e-06
Position 2376: 8.985194844925595e-07
Position 302: 8.520697270404745e-07
Position 10778: 5.820511040877568e-07
Position 223: 4.52377217562644e-07
Position 5083: 4.384211399644995e-07
Position 401: 2.7409011885917685e-07
Position 9443: 2.3419537207247067e-07
Position 10: 1.365180354786649e-07
Position 416: 1.2611246326943157e-07
Position 1054: 1.0003027096412644e-07
Position 1623: 8.126607621379888e-08
Position 651: 7.91305641955813e-08
Position 925: 7.687795412075267e-08
Position 1282: 5.719878540786141e-08
Position 110: 5.349608840560526e-08
Position 157: 2.234034294241847e-08
Position 486: 2.6674008546471524e-09
Position 145: 2.065148988430753e-09
Position 165: 1.3217828561622355e-09
Position 1007: 6.785827831676563e-10
Position 9923: 4.31162221834927e-10
Position 212: 2.972164967223727e-10
Position 1239: 1.3781022284801486e-10
Position 3472: 8.020787750935106e-11
Position 3117: 7.966321199079907e-11
Position 84: 4.889907080927971e-11
Position 680: 7.695160107267933e-13
Position 22: 4.1961317619059925e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4520: 0.9753634388928579
Position 2590: 0.948889970941916
Position 2224: 0.9014774805229441
Position 13829: 0.8974207704454585
Position 1527: 0.8918325000212014
Position 9245: 0.8362863938282611
Position 12267: 0.8327796682911172
Position 18112: 0.7691497571951446
Position 9031: 0.6816152865433458
Position 16695: 0.40878722824223596
Position 15889: 0.383088688570146
Position 15663: 0.37240190189944194
Position 16747: 0.3408030241620661
Position 12588: 0.2587513251738139
Position 15144: 0.2287441042498635
Position 1778: 0.20160015630028452
Position 12791: 0.1791992303398292
Position 15698: 0.1747590668705636
Position 13603: 0.1248533064615697
Position 9061: 0.11263614446420217
Position 9261: 0.10262944337491073
Position 9041: 0.09960532558480757
Position 17827: 0.09063766277523143
Position 17921: 0.086332393688137
Position 10479: 0.04109428029120323
Position 13656: 0.04090708138141442
Position 12490: 0.04019350957744434
Position 17669: 0.039366053390620416
Position 4154: 0.03794744333121515
Position 16457: 0.03792967642435958
Position 4075: 0.03585198837592034
Position 1443: 0.03445986788534965
Position 17561: 0.03426085604638953
Position 8944: 0.034256041990295416
Position 2376: 0.031640603526288225
Position 15755: 0.03042722752404313
Position 15614: 0.02790154832788949
Position 9002: 0.022973144531492438
Position 4526: 0.018201925614333973
Position 9808: 0.018056039989532747
Position 10334: 0.01758938096705377
Position 13850: 0.016317702057251908
Position 9211: 0.013958265946853128
Position 12212: 0.01288059698410407
Position 17892: 0.011606365296709501
Position 16960: 0.011525500794106214
Position 10419: 0.010870037774526338
Position 1590: 0.010559881724574144
Position 4139: 0.010453019317156849
Position 9830: 0.009976117016621178
Position 17727: 0.009774423569788845
Position 2079: 0.009740121022127422
Position 12250: 0.009132571441167156
Position 1483: 0.008950165912040902
Position 11914: 0.00843212578128804
Position 12562: 0.008133966071894858
Position 1145: 0.008041423302475651
Position 17129: 0.007766573697505143
Position 17924: 0.0072962317800650735
Position 13234: 0.006775404045476117
Position 13872: 0.006480155900959679
Position 1814: 0.006468760676243172
Position 12439: 0.006042137680722263
Position 477: 0.0056338433221257
Position 5952: 0.004873016713789451
Position 904: 0.004743423027871408
Position 17001: 0.004662438698044974
Position 2644: 0.004198769236847704
Position 9779: 0.0039779382704965005
Position 5366: 0.0038498486839502726
Position 8289: 0.0038072326415577234
Position 13309: 0.003753133870495059
Position 9191: 0.0037410417947655226
Position 6079: 0.003737124341566789
Position 1534: 0.003679204212269328
Position 4813: 0.0035933193074176497
Position 1468: 0.0035090129711189025
Position 6322: 0.003426104431133185
Position 2938: 0.003078859231702115
Position 16972: 0.003021686396896237
Position 12275: 0.002997573223884848
Position 17471: 0.0029556138836246085
Position 1471: 0.0028625114833258124
Position 1560: 0.0027937051236951987
Position 1783: 0.0027374311697916896
Position 2337: 0.0025979140615783524
Position 4106: 0.0025092423675327977
Position 5916: 0.0024187786030487072
Position 12540: 0.0023688148180301236
Position 2143: 0.002345098111843084
Position 2840: 0.002300220351613053
Position 2885: 0.0022637881854570205
Position 15348: 0.0021249722507026636
Position 15149: 0.002029908918443851
Position 12592: 0.0019582973891716596
Position 17110: 0.001924717402718157
Position 1391: 0.001914091602360209
Position 9075: 0.001895357734832217
Position 2187: 0.0018948955140715674
Position 10190: 0.001888408561881976
Position 8010: 0.0017922505478715615
Position 7903: 0.001767828016032095
Position 5369: 0.0017468207456157415
Position 18011: 0.001687828322467219
Position 5261: 0.0016851252800682485
Position 1341: 0.0016163266073809244
Position 17509: 0.0015883611764873455
Position 9722: 0.0015766795752183095
Position 5566: 0.0015110458210305926
Position 10374: 0.0015073016478201141
Position 219: 0.0014975665161469837
Position 5827: 0.0014898500907263954
Position 3779: 0.0014491512617277784
Position 17277: 0.0013811293255261811
Position 5884: 0.0013793710972332374
Position 9423: 0.0013777173403348338
Position 17292: 0.0012985184305268622
Position 7952: 0.0011527806452022928
Position 4383: 0.0010995116629030695
Position 4158: 0.0010492427035648834
Position 8829: 0.0010481063248496598
Position 2435: 0.001040754399305769
Position 12456: 0.0010178212572703673
Position 1065: 0.0009932714035916408
Position 9748: 0.0008889681121984001
Position 17373: 0.0008745969196989024
Position 1409: 0.0008029200199103299
Position 15733: 0.0007192779160687824
Position 1592: 0.0007110436710437185
Position 1068: 0.0007012069332844911
Position 8309: 0.0006651651074270061
Position 1875: 0.0006269316870117281
Position 12340: 0.0006122466597458319
Position 4053: 0.0005948960938600286
Position 16922: 0.0005838329633258811
Position 10512: 0.0005599832278980435
Position 1279: 0.0005452647110731808
Position 1447: 0.0005081518482545288
Position 900: 0.0005054197227332671
Position 2768: 0.0005028645340595686
Position 5623: 0.0004920000391163209
Position 2742: 0.00048646375835401985
Position 2555: 0.0004826661893671104
Position 1611: 0.00043850759651805157
Position 8042: 0.0004194460487244727
Position 3282: 0.00040977599284763893
Position 6060: 0.00039518722171305283
Position 1543: 0.000391413766745151
Position 841: 0.00037538305959581143
Position 10052: 0.00035622996358489493
Position 555: 0.0003547868365932079
Position 13980: 0.00033698172925408245
Position 375: 0.00033102089810850305
Position 1645: 0.0003270943055013272
Position 5281: 0.0003200227970578863
Position 2868: 0.000319679838424476
Position 6339: 0.00030993353826181427
Position 5971: 0.00030171454312812924
Position 4077: 0.0002906204317292718
Position 4005: 0.00028710698290389567
Position 3586: 0.00028668859219313926
Position 409: 0.0002821463038607626
Position 673: 0.00025766244445237033
Position 2617: 0.0002523615416569094
Position 9266: 0.0002448898473186393
Position 5765: 0.00023796849436759493
Position 2230: 0.0002265898586214295
Position 2446: 0.0002255452988914247
Position 1151: 0.0002161810577138111
Position 670: 0.00021402037786193923
Position 17062: 0.0002016013457342472
Position 10025: 0.00019594371987739176
Position 4486: 0.00019495285161242584
Position 2450: 0.0001908043632055711
Position 1094: 0.00018628367123017784
Position 5152: 0.0001719332972588572
Position 5349: 0.00017136572952961316
Position 9269: 0.0001709257395038216
Position 223: 0.00016514785676186386
Position 11989: 0.00016456676089271022
Position 14085: 0.0001642974385594164
Position 14615: 0.00015867194176422144
Position 3776: 0.0001576754892220994
Position 4843: 0.00015552539370215988
Position 2404: 0.000149650471779379
Position 3758: 0.00014752294070874975
Position 1557: 0.0001455081789243569
Position 3626: 0.00014481779452477127
Position 3629: 0.00014434144139945448
Position 9884: 0.00014058124086611866
Position 2088: 0.00014024054327380813
Position 1568: 0.0001388337455300632
Position 3979: 0.00013860831697086752
Position 9751: 0.00012080578277456716
Position 5336: 0.00011951397489581915
Position 9526: 0.00011745013896273589
Position 3671: 0.00011537669634099015
Position 5066: 0.00011449345640401953
