Gene = SPATA31D3
index = 1302
Annotated 5SS: [ 272 1074 1733 5757]
Annotated 3SS: [ 1027  1671  2046 50920]
SMsplice 5SS: [  272 15891 21658 34369 35330 42688 44115]
SMsplice 3SS: [15662 21574 34082 35245 42588 44035 44195]
top_k =  500
Partition function (log Z): -26.887758382061087

Sorted 5' Splice Sites (High to Low Probability):
Position 272: 0.9301842634707386
Position 1947: 0.6768199024290619
Position 2138: 0.48666646249090895
Position 1733: 0.4864636554270321
Position 1074: 0.22134892452538396
Position 544: 0.18482275484278418
Position 3791: 0.05777526575340814
Position 1422: 0.05406587155962529
Position 6941: 0.05206642850720939
Position 7689: 0.04715955663184064
Position 1966: 0.018734995042828675
Position 989: 0.008660871452807776
Position 183: 0.008620704338113244
Position 8375: 0.008532177982380477
Position 526: 0.007391557694211939
Position 354: 0.006243613495028836
Position 7907: 0.00530203624597793
Position 282: 0.003349529291202325
Position 221: 0.002332148223359703
Position 29: 0.0023062188731533383
Position 6626: 0.0021795615232240643
Position 672: 0.0010583627778626814
Position 187: 0.0006752260731102436
Position 286: 0.0006341091042983342
Position 457: 0.0005727885450278186
Position 1106: 0.0005030691078512211
Position 424: 0.0003962959180177238
Position 735: 0.0003956749202776356
Position 1288: 0.00030592407260349007
Position 1158: 0.00025457991110313315
Position 1342: 0.00022971366130757602
Position 1927: 0.00021023352194700059
Position 1922: 0.00018756030636176774
Position 1384: 0.00017426210328818094
Position 1477: 6.322050497750016e-05
Position 1275: 5.391785480502208e-05
Position 809: 3.239928187967743e-05
Position 1447: 2.8814355292964502e-05
Position 1079: 2.8210075610892746e-05
Position 205: 2.0912581156105934e-05
Position 150: 2.0314887467224823e-05
Position 193: 1.3960243046149364e-05
Position 435: 1.0668663804491736e-05
Position 5686: 8.13348926021157e-06
Position 5587: 6.186192393893928e-06
Position 358: 3.4555851646022514e-06
Position 20: 3.180861349331891e-06
Position 7: 2.71654392773948e-06
Position 349: 2.6487633644943187e-06
Position 316: 8.792252852449101e-07
Position 232: 7.417314986747317e-07
Position 49: 6.766123889098445e-07
Position 56: 4.547129234012105e-08
Position 196: 3.163200885675066e-08
Position 211: 2.3885941941015045e-08
Position 441: 1.6721930800199073e-08
Position 310: 1.025803690578931e-08
Position 384: 9.187202930065697e-09
Position 467: 1.5449311217689793e-09
Position 102: 1.755325057620983e-10
Position 654: 1.1897100327241707e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1671: 0.6140983592272807
Position 2046: 0.5141771766208638
Position 1837: 0.5112126791783148
Position 423: 0.17356202706175128
Position 7602: 0.17329990199805523
Position 1027: 0.1557098587161624
Position 8270: 0.11791988456441367
