Gene = TRAT1
index = 1479
Annotated 5SS: [  237  8083 16270 24432 26557]
Annotated 3SS: [ 7971 16235 24369 26467 30921]
SMsplice 5SS: [  237  2174  2369  8083 16270 24432 26557]
SMsplice 3SS: [ 2035  2289  7971 16235 24369 26467 30079]
top_k =  500
Partition function (log Z): -15.348611763069183

Sorted 5' Splice Sites (High to Low Probability):
Position 237: 0.8989111293465344
Position 8083: 0.8941594639209423
Position 2369: 0.8128046489530767
Position 2174: 0.576942619109023
Position 473: 0.5034662135460536
Position 6422: 0.31398142479822777
Position 9637: 0.30210086125901464
Position 3904: 0.1904083605213144
Position 16270: 0.17387147956604654
Position 3689: 0.09524266176387747
Position 6250: 0.08127290328305332
Position 7928: 0.08010493493805593
Position 16387: 0.048915572369546786
Position 7363: 0.03891085255315461
Position 2446: 0.035799668395746956
Position 3314: 0.03222470238355534
Position 10030: 0.017724309304118405
Position 715: 0.008218642427096011
Position 4659: 0.006093171853727991
Position 1452: 0.005658474520773134
Position 8110: 0.005591563972657277
Position 8836: 0.00496966400537487
Position 697: 0.003277306952756025
Position 505: 0.0029444973962473135
Position 450: 0.002363241733829195
Position 1542: 0.0010678380758712474
Position 2894: 0.0009225765066028656
Position 159: 0.0008524324158985723
Position 1770: 0.0007627310854226148
Position 2233: 0.0007301029543241459
Position 748: 0.0005729877517647587
Position 330: 0.00046200495741788246
Position 4669: 0.0003845667265935704
Position 500: 0.00038143032481911023
Position 3191: 0.00035478696081663107
Position 44: 0.00033849792417986436
Position 1849: 0.00019882192145423693
Position 1269: 0.0001370942487711595
Position 3725: 9.118570924104478e-05
Position 364: 8.906292325316879e-05
Position 163: 6.683752533290078e-05
Position 585: 6.591801672244271e-05
Position 468: 6.189355413883471e-05
Position 2824: 3.873448602243875e-05
Position 232: 3.468307028539838e-05
Position 30: 2.6785312742854917e-05
Position 269: 2.459862687541694e-05
Position 2350: 1.7519732363173703e-05
Position 319: 1.3904195838544577e-05
Position 2307: 9.57993613636881e-06
Position 347: 9.09001362735107e-06
Position 105: 8.618899748789923e-06
Position 2593: 7.428910841258317e-06
Position 298: 6.831516756918315e-06
Position 26: 5.165225725580187e-06
Position 271: 2.099794000958276e-06
Position 333: 9.245624604409007e-07
Position 790: 3.346218101893708e-07
Position 113: 3.2031928251366676e-07
Position 479: 2.382304593656245e-07
Position 273: 2.211218852990954e-07
Position 815: 2.0750013343680065e-07
Position 2654: 1.8524147617093648e-07
Position 556: 1.649688593431108e-07
Position 543: 1.5068965624607692e-07
Position 561: 1.3697056313526695e-07
Position 1019: 9.086184720274739e-08
Position 389: 4.7705770549443416e-08
Position 241: 4.571942935422971e-08
Position 511: 4.151375948424801e-08
Position 770: 3.025293809483254e-08
Position 477: 2.812867354701679e-08
Position 737: 2.6130800634652664e-08
Position 397: 2.202304198918928e-08
Position 803: 2.0894327317863993e-08
Position 190: 1.3395071047094365e-08
Position 2114: 6.017001559970039e-09
Position 403: 5.928225754817165e-09
Position 541: 3.6370979096880245e-09
Position 260: 3.2233174596639288e-09
Position 362: 2.8995653967829196e-09
Position 878: 1.8071882387057604e-09
Position 431: 4.690200527008074e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2035: 0.47992028515347923
Position 7971: 0.4675010579650815
Position 2289: 0.46339653096684613
Position 8010: 0.43858300209472156
Position 16235: 0.42886618061068815
Position 424: 0.35999441175256514
Position 6109: 0.3387530701139322
Position 2260: 0.31670910179978207
Position 9534: 0.31441298580255017
Position 19700: 0.1539015616286669
Position 3625: 0.1015657157157181
Position 2081: 0.09899716194247478
Position 3571: 0.08741661698751474
Position 7713: 0.08031048751731384
Position 15489: 0.07197494440732834
Position 13998: 0.06807358473982053
Position 6309: 0.06691794537899892
Position 3679: 0.06284210576816464
Position 11786: 0.06253513134211279
Position 16451: 0.06089762702333112
Position 11766: 0.05772465317859389
Position 14392: 0.04656762727344542
Position 7201: 0.03891085255315463
Position 2200: 0.0383051131085326
Position 362: 0.03538910009498911
Position 8359: 0.029931818976320985
Position 10767: 0.0260883223636272
Position 12275: 0.025535585878251974
Position 10124: 0.023488783601951925
Position 2893: 0.015648446622133435
Position 10946: 0.015460766491896682
Position 3740: 0.014987043407412593
Position 12488: 0.014782969497060641
Position 9417: 0.014391085321227681
Position 465: 0.01424587673634521
Position 8866: 0.014054256375417956
Position 10999: 0.013370270827691665
Position 3838: 0.010784674256297734
Position 9787: 0.009828198305394954
Position 2265: 0.009636713935946723
Position 9872: 0.009345569056567119
Position 9573: 0.008870423384113505
Position 8481: 0.008435362916202577
Position 16419: 0.00798786328359543
Position 8733: 0.007945081278910832
Position 3176: 0.0066703565807084446
Position 2222: 0.0063995852718466235
Position 602: 0.006115724224848898
Position 1199: 0.005373103091226565
Position 6243: 0.005051676269940716
Position 8308: 0.00502307562062971
Position 3119: 0.005006160945316209
Position 4435: 0.004089316944411855
Position 12982: 0.004013591811775622
Position 3720: 0.0037778835395660157
Position 2047: 0.0036639206779690374
Position 3030: 0.003302360021907655
Position 8862: 0.0027557077079361906
Position 2331: 0.0026355439795123304
Position 446: 0.0025005771172856256
Position 3075: 0.0022532247914457716
Position 3486: 0.0021768974151442884
Position 11562: 0.0020734674865624607
Position 9771: 0.0017414214337649362
Position 2307: 0.0016840739529367138
Position 3886: 0.0016713785680803654
Position 1849: 0.0013958691204053709
Position 1986: 0.0013417161109487983
Position 3059: 0.0013307546430143845
Position 12352: 0.0013047961751770946
Position 8187: 0.0012549487959889185
Position 4561: 0.0012438357734025354
Position 1882: 0.0011972880103550655
Position 11803: 0.0011189688891904458
Position 8886: 0.0011135262880084614
Position 438: 0.0011054252509613823
Position 3703: 0.001104188546022775
Position 2759: 0.0010637698775759576
Position 2227: 0.0010053260339568393
Position 556: 0.0009808738928286755
Position 1662: 0.000955274603145291
Position 3190: 0.0009362925201425396
Position 4942: 0.000910136324922618
Position 8236: 0.0008656737861335289
Position 2092: 0.0008064994193765526
Position 9237: 0.0007803219041002794
Position 1268: 0.0007349761574859294
Position 397: 0.0006945578800797947
Position 4577: 0.000647475936003322
Position 4532: 0.000548880379360275
Position 1195: 0.0005269853576232632
Position 3150: 0.0004759511255779293
Position 4026: 0.00044477707789940013
Position 403: 0.000441497679148356
Position 654: 0.00043578002184690957
Position 1681: 0.00038107644155780166
Position 3522: 0.0003702955020119195
Position 1218: 0.0003005938759540936
Position 1358: 0.00023110485125870563
Position 5249: 0.00018192179688612583
Position 5275: 0.00017717557922784764
Position 2737: 0.0001735010454384993
Position 1807: 0.00014443691333160778
Position 628: 0.00013843739075727524
Position 2368: 0.00011376230953124277
Position 311: 0.00011339044926002141
Position 5440: 0.00010296844231240993
Position 3098: 0.0001000439204407715
Position 1665: 9.810657772867116e-05
Position 5914: 9.490419014069418e-05
Position 561: 8.673611500632497e-05
Position 5643: 8.12958669398097e-05
Position 1435: 8.12283944769694e-05
Position 4735: 8.087830659570552e-05
Position 1384: 7.57527152688436e-05
Position 604: 7.535709735690114e-05
Position 3288: 7.136271820669458e-05
Position 326: 6.122571152483143e-05
Position 136: 5.099000686901612e-05
Position 2924: 4.128649760346095e-05
Position 319: 3.869724169337321e-05
Position 4243: 3.773976708886356e-05
Position 2500: 3.193248910307725e-05
Position 330: 2.446802571662378e-05
Position 577: 2.090176849759856e-05
Position 2104: 2.0357208857304175e-05
Position 2816: 1.9319009043926784e-05
Position 333: 1.4583791970953366e-05
Position 609: 1.0041440892562641e-05
Position 3582: 9.745421317108214e-06
Position 523: 7.531256460471063e-06
Position 632: 5.035055855497845e-06
Position 2292: 3.825155297559475e-06
Position 2706: 3.6031682958216723e-06
Position 2334: 8.522731777139877e-08
Position 526: 6.968683080251872e-08
Position 2567: 6.027439974303249e-08
Position 1364: 5.267988405124393e-08
Position 1170: 4.8897190405126454e-08
Position 202: 3.834225123514603e-08
Position 566: 1.826836482267167e-08
Position 675: 1.8027970810663812e-08
Position 1510: 1.0849402188812128e-08
Position 1484: 9.341133098052208e-09
Position 151: 8.901401204518794e-09
Position 298: 8.76749226936305e-09
Position 1222: 8.458492831518571e-09
Position 618: 8.097352527589125e-09
Position 746: 3.008651326293877e-09
Position 583: 2.9646568753523713e-09
Position 308: 1.5104392226347024e-09
Position 228: 1.430627607930807e-09
Position 225: 6.184983362248814e-10
Position 473: 4.220889456986033e-10
