Gene = PCSK9
index = 1005
Annotated 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116 22009]
Annotated 3SS: [ 4294  6974 12729 13101 16444 17782 18487 18950 19937 21826 23820]
SMsplice 5SS: [  497  4487  7099 12864 13244 16642 17967 18662 19100 20116]
SMsplice 3SS: [ 4384  6974 12762 13101 16444 17782 18487 18950 20008 24242]
top_k =  500
Partition function (log Z): 7.679115450608672

Sorted 5' Splice Sites (High to Low Probability):
Position 19100: 0.9484028262946503
Position 17967: 0.9397873523676197
Position 497: 0.9178588743372004
Position 13244: 0.907493331403016
Position 16642: 0.9036710566571734
Position 18662: 0.8949799220510062
Position 7099: 0.8909431897524378
Position 4487: 0.8792644673405017
Position 20116: 0.8667632496781101
Position 10348: 0.6268252401449937
Position 9237: 0.4511931342461979
Position 3612: 0.3876918489319238
Position 3065: 0.21647037371321973
Position 22009: 0.2059353951526653
Position 12037: 0.17310888584090112
Position 13456: 0.15160127564571965
Position 21959: 0.11913449709141158
Position 6897: 0.11162674275178712
Position 7070: 0.10848620380700977
Position 856: 0.1054534316841313
Position 5600: 0.09810206924717652
Position 8318: 0.09469055169442749
Position 8172: 0.0699989083416797
Position 22031: 0.05211954315600623
Position 13225: 0.05186231868297657
Position 3151: 0.051384649273994616
Position 12864: 0.050008868139616275
Position 16674: 0.04850547708195548
Position 11366: 0.04848686310523626
Position 9742: 0.0478267934277395
Position 3891: 0.04722446424300354
Position 8842: 0.045512276503850785
Position 8150: 0.04523675151759539
Position 3075: 0.04246601797095775
Position 1931: 0.04228524228965151
Position 22125: 0.03883710635792704
Position 7708: 0.036406630998277144
Position 6854: 0.03550846888830152
Position 24484: 0.03391669692534725
Position 4020: 0.02791200540169783
Position 11082: 0.02511049408076248
Position 756: 0.02504943949080291
Position 252: 0.024723459386411052
Position 24604: 0.02449434565448548
Position 10650: 0.022537302063840966
Position 22221: 0.022147190433960157
Position 544: 0.020872058525835298
Position 14265: 0.01942529528102167
Position 15681: 0.018804883738426603
Position 21893: 0.01864548217676101
Position 18610: 0.01813253555255688
Position 2985: 0.01673550310795826
Position 24404: 0.016589229954718777
Position 16378: 0.016530573022853955
Position 21906: 0.016190149376585472
Position 14279: 0.01607389168222848
Position 19106: 0.01464211252271441
Position 21313: 0.014511893826896613
Position 1141: 0.013048765871885812
Position 3817: 0.01159852870879355
Position 6122: 0.011583806889051198
Position 12362: 0.01014785836178191
Position 8825: 0.010043734576959451
Position 19121: 0.009947440560017904
Position 17580: 0.009178005659404631
Position 68: 0.008238603399749408
Position 2693: 0.007353817881016974
Position 5902: 0.007045579941103338
Position 3789: 0.006979887096196455
Position 3358: 0.006960568080067736
Position 8228: 0.006886225391530325
Position 80: 0.006757838993019785
Position 8476: 0.006603203615089954
Position 8216: 0.006467808684401375
Position 7682: 0.006383483584715287
Position 6007: 0.006171012933468703
Position 7793: 0.005440932860569052
Position 3593: 0.005431730401049498
Position 299: 0.0046448306505245136
Position 16646: 0.00441093724669344
Position 2542: 0.004001857850384698
Position 7842: 0.003979363110914049
Position 19232: 0.00383775965411051
Position 18849: 0.0037853750732778136
Position 24990: 0.0036655423513269336
Position 16958: 0.0035478474201111735
Position 8159: 0.0033803094017150668
Position 16950: 0.002798517941793449
Position 7809: 0.0025578210789461322
Position 20140: 0.002520489130129339
Position 4685: 0.002518824763431879
Position 17258: 0.002293175335768344
Position 23916: 0.0021910422070299217
Position 20704: 0.002167597086453989
Position 19401: 0.0021375282347003807
Position 52: 0.001916345872741174
Position 18679: 0.0017452955385439193
Position 2954: 0.0016532404894260546
Position 45: 0.0013247596569624029
Position 2331: 0.001300888124373915
Position 1910: 0.0011811329711514317
Position 584: 0.0011418403063685504
Position 10246: 0.0010247434690154674
Position 8812: 0.0009928708734484389
Position 1283: 0.0008686290859664296
Position 1224: 0.0007480308643822587
Position 505: 0.0005873206459475932
Position 8060: 0.0005806765701348288
Position 7882: 0.0004663777354230122
Position 24452: 0.0004469419803447524
Position 672: 0.00036914133752176257
Position 18708: 0.0003583407631152396
Position 1935: 0.0003390936880749763
Position 7802: 0.00028133998492051014
Position 607: 0.0002595744726361999
Position 10498: 0.0002554083706155666
Position 18951: 0.000252626258233882
Position 1215: 0.00023118547996601622
Position 1523: 0.00023051977971937145
Position 10843: 0.00021102739437072105
Position 313: 0.00017531588446917222
Position 7410: 0.0001498552629248538
Position 18149: 0.00012276143777619804
Position 7804: 0.00010974115851280059
Position 2695: 0.00010630532352318457
Position 22021: 8.184899675540416e-05
Position 6441: 7.393850451135078e-05
Position 413: 7.019777627491365e-05
Position 7765: 7.001987347587519e-05
Position 7908: 6.645371143679052e-05
Position 7860: 5.853302332014421e-05
Position 20009: 4.7476707330046345e-05
Position 319: 4.519492002341021e-05
Position 503: 4.1275759748192114e-05
Position 7633: 3.274389838197261e-05
Position 930: 2.1392978393659318e-05
