Gene = CCL19
index = 313
Annotated 5SS: [ 187 1068 1348]
Annotated 3SS: [ 934 1253 1437]
SMsplice 5SS: [ 187  493 1068 1348]
SMsplice 3SS: [ 404  934 1253 1437]
top_k =  500
Partition function (log Z): -3.2437216098939805

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.9530731804550571
Position 1068: 0.782954931398668
Position 493: 0.62906765713995
Position 1600: 0.04924201980246615
Position 1012: 0.020740946909074166
Position 1005: 0.015403240302121526
Position 285: 0.015212386214682025
Position 321: 0.014632738866075506
Position 1054: 0.006108226932029067
Position 1254: 0.0025067248614190673
Position 352: 0.0022768184621252967
Position 1187: 0.0019991777466431583
Position 643: 0.0019710890853198515
Position 1606: 0.0018143657290143659
Position 1306: 0.0014514159414737164
Position 273: 0.0010739838505777796
Position 1602: 0.0010059118322905379
Position 210: 0.0009486102864440639
Position 238: 0.0007701617225678393
Position 1612: 0.0006697408396198479
Position 307: 0.0005968530976396154
Position 1063: 0.0005211288456075325
Position 1072: 0.000390210126363773
Position 392: 0.00034247521838858734
Position 1084: 0.00017771379066348203
Position 334: 0.0001379862830713784
Position 1502: 0.00012760248464048412
Position 854: 8.987452499591714e-05
Position 782: 8.284219017047689e-05
Position 649: 6.582529626720244e-05
Position 716: 5.824611590391327e-05
Position 234: 5.356868624808515e-05
Position 597: 4.870243140619528e-05
Position 1618: 2.4657076239748294e-05
Position 358: 1.0447976771467124e-05
Position 204: 8.251940200737556e-06
Position 760: 6.29890674448623e-06
Position 168: 6.084538419867137e-06
Position 289: 5.233806824551318e-06
Position 344: 3.937749945038335e-06
Position 668: 3.334645700462051e-06
Position 708: 3.0930408962882893e-06
Position 1200: 2.4693167045785966e-06
Position 311: 1.1855463173034331e-06
Position 220: 1.0264831153422393e-06
Position 1372: 1.013791041523377e-06
Position 982: 4.2489183736291866e-07
Position 127: 2.856640747152494e-07
Position 1066: 1.9602524008984379e-07
Position 113: 1.5626840967831736e-07
Position 693: 7.07905176816588e-08
Position 740: 7.033813696277592e-08
Position 243: 2.7873387952805295e-08
Position 356: 1.3905874817269761e-08
Position 362: 1.272281277351787e-08
Position 394: 8.774388718061798e-09
Position 370: 4.221490154764878e-09
Position 50: 1.9430749649380244e-09
Position 346: 1.914411411981623e-09
Position 426: 1.2768198647665116e-09
Position 463: 3.76914713766726e-10
Position 364: 7.390515438614638e-11
Position 432: 6.171801660376249e-11
Position 396: 5.780233410895467e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 934: 0.7862578357664862
Position 1437: 0.7492076526109811
Position 404: 0.6034086073631798
Position 1253: 0.07653106415208621
Position 1294: 0.07636352965539904
Position 1665: 0.06726622845522151
Position 990: 0.04202826803940023
Position 1109: 0.02018861454534966
Position 1155: 0.019804990492132354
Position 471: 0.014492465670467178
Position 1170: 0.012825136258595047
Position 897: 0.005862869525885304
Position 853: 0.00541837372474872
Position 967: 0.003571579542032737
Position 807: 0.003448771479693521
Position 1686: 0.0034084477663743422
Position 333: 0.002716572521574215
Position 947: 0.0015348670914454193
Position 356: 0.001527884142736188
Position 1186: 0.0014976860399091598
Position 442: 0.0011192206582794153
Position 1207: 0.0009719892936743488
Position 708: 0.0008712126972489875
Position 1299: 0.0008128707764277096
Position 277: 0.0007467942323109195
Position 1473: 0.0007290179656285358
Position 1278: 0.0006451286444976768
Position 542: 0.00041604110430188676
Position 873: 0.0002486440113884063
Position 1194: 0.00019708901840425014
Position 733: 0.00019319071841194716
Position 475: 0.00019044240491086022
Position 1572: 0.00016699584131202517
Position 1443: 0.00015593017245755286
Position 1399: 0.00014398181501302528
Position 685: 0.0001285957362076882
Position 1387: 0.00011424112558776044
Position 1041: 8.7401327330534e-05
Position 1406: 7.943956093332986e-05
Position 306: 7.590570815105162e-05
Position 1309: 5.7946751676387885e-05
Position 255: 4.2833936508936035e-05
Position 294: 3.94574470995225e-05
Position 869: 2.3741775818644203e-05
Position 1531: 1.549988450825619e-05
Position 567: 1.0562391161813907e-05
Position 325: 9.400606833556522e-06
Position 1052: 9.354870034234768e-06
Position 642: 8.115292682632292e-06
Position 478: 6.275579631133838e-06
Position 289: 3.6247436313378922e-06
Position 1454: 2.572105606655111e-06
Position 492: 2.2621373284046914e-06
Position 713: 1.7089755007957054e-06
Position 496: 1.2080573446303337e-06
Position 740: 1.1195208894941494e-06
Position 553: 8.541415714022134e-07
Position 743: 8.244018624170753e-07
Position 781: 6.465813988431898e-07
Position 1066: 6.395465457811296e-07
Position 690: 2.0812113749828225e-07
Position 481: 1.1218681105556181e-07
Position 1475: 5.0890800181465207e-08
Position 1451: 2.8162094709524637e-08
Position 1016: 2.6304424851770328e-08
Position 186: 8.8002503886085e-09
Position 248: 7.862194598581672e-09
Position 508: 4.824115558261338e-10
Position 234: 1.627673430092557e-10
Position 191: 5.6138533475179246e-11
Position 521: 1.476426805652443e-11
Position 208: 6.0994420994118985e-12
Position 160: 5.467817490979666e-12
Position 638: 4.050807979201895e-12
Position 500: 2.703790918469814e-12
Position 198: 1.2219673247746145e-12
Position 220: 9.029512168844414e-13
Position 204: 6.128867420617427e-13
Position 214: 3.467231800717888e-14
Position 202: 1.5882455767123272e-14
Position 216: 8.525693112920789e-15
