Gene = DMAP1
index = 450
Annotated 5SS: [  73  404  987 1444 5015 5301 5787 6023 6424 6855]
Annotated 3SS: [ 293  894 1247 4855 5132 5600 5950 6350 6561 7103]
SMsplice 5SS: [  73  404 5015 5301 5787 6023 6424 6855]
SMsplice 3SS: [ 293 4855 5132 5600 5950 6350 6561 7103]
top_k =  500
Partition function (log Z): 17.52517656193441

Sorted 5' Splice Sites (High to Low Probability):
Position 5301: 0.9969304848650412
Position 6424: 0.9967024929344561
Position 5787: 0.8976821977714687
Position 73: 0.7766616287161501
Position 1444: 0.7595718055036194
Position 6855: 0.7525410164498944
Position 6023: 0.5954570617285385
Position 404: 0.5908151998471164
Position 5015: 0.49740079257065517
Position 6027: 0.3932369774739669
Position 1865: 0.3608572426439091
Position 1851: 0.24953647981283117
Position 2044: 0.23318776161592242
Position 1162: 0.17814132373186314
Position 1015: 0.16858589098387014
Position 440: 0.14277353644596968
Position 6665: 0.13321479600632002
Position 3974: 0.1211657037532593
Position 5795: 0.07108837677672132
Position 3722: 0.05480017920075359
Position 604: 0.04750586281640826
Position 991: 0.04649151639300217
Position 6989: 0.04226010840276052
Position 6715: 0.04098263615202262
Position 499: 0.03962323472278712
Position 208: 0.039302183916629554
Position 95: 0.033579053650498375
Position 1324: 0.018662163687533106
Position 3773: 0.01802947297851768
Position 4993: 0.01749512797994465
Position 128: 0.012538466873796582
Position 4865: 0.009542530973608195
Position 2687: 0.007412717285164875
Position 317: 0.006894219462937105
Position 1167: 0.006842563574714391
Position 6102: 0.006038857179462578
Position 3931: 0.005879032605362775
Position 1869: 0.00423251063505325
Position 1434: 0.0032415265939035615
Position 6624: 0.0031369950760808973
Position 3215: 0.0025338589409242074
Position 2671: 0.0025026670612377715
Position 2069: 0.0022711124770217342
Position 802: 0.002047860112275045
Position 6180: 0.0016616504794679746
Position 6898: 0.0016249574787514296
Position 3197: 0.0016153591813028666
Position 6828: 0.001440036580660092
Position 81: 0.0013820750944233445
Position 6420: 0.0012307569628351985
Position 590: 0.001164848395994217
Position 6418: 0.0009090645778303098
Position 6995: 0.0008216031259099952
Position 1006: 0.0007051849550388771
Position 5193: 0.0006017817494144808
Position 44: 0.0005763800378925884
Position 806: 0.0004787289420981584
Position 639: 0.0004616414292502447
Position 110: 0.00045556046834728346
Position 6000: 0.00030192574018222
Position 5162: 0.00029773283004647224
Position 1703: 0.00027981897738053256
Position 5816: 0.00026190924578169144
Position 6141: 0.00023890224300580548
Position 425: 0.00023042462214159124
Position 641: 0.00019282321147714638
Position 6969: 0.00015940970639995525
Position 6048: 0.00015430728260632917
Position 5867: 0.0001474296708903852
Position 700: 0.00014635062108713507
Position 5389: 0.00013985368596982587
Position 7007: 0.0001150724468862962
Position 5858: 8.881411766238834e-05
