Gene = OSTN
index = 988
Annotated 5SS: [ 102 6429]
Annotated 3SS: [ 6213 37503]
SMsplice 5SS: [  102  6429 10429]
SMsplice 3SS: [ 6213 10219 37503]
top_k =  500
Partition function (log Z): -15.839620768858765

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.9950302415895642
Position 10429: 0.8876486152343517
Position 6429: 0.7269281063116237
Position 10261: 0.4023342955305878
Position 6419: 0.23791180965063272
Position 5858: 0.04281834387395989
Position 3209: 0.04068739361958656
Position 9822: 0.0316448569746641
Position 3517: 0.02970534173531072
Position 8640: 0.02896292139722312
Position 10179: 0.027952737795625935
Position 8100: 0.02451256402326737
Position 6782: 0.02005309172241584
Position 6550: 0.019188007414515488
Position 7016: 0.019030337908868204
Position 7761: 0.019024120215151
Position 6100: 0.014867330081124576
Position 5151: 0.012462587019697317
Position 4283: 0.009884614448734902
Position 9002: 0.009678418138367437
Position 8472: 0.00899784902903488
Position 676: 0.007562385336415369
Position 5876: 0.0066217810786531875
Position 10310: 0.005522156578177648
Position 6119: 0.005318653371025978
Position 5908: 0.004055789129798071
Position 10965: 0.003671239705170429
Position 616: 0.0036599115913437453
Position 5583: 0.0034617937209285208
Position 6032: 0.003182146312725095
Position 10314: 0.003015596378224792
Position 5370: 0.002647465404088323
Position 9534: 0.0025419152426853523
Position 3466: 0.002477192834674
Position 205: 0.0023840608267095727
Position 13785: 0.002151218226816315
Position 1615: 0.0021014032420051555
Position 1188: 0.0016904062887246696
Position 8524: 0.0014785130540552432
Position 1552: 0.0014173667462790357
Position 1108: 0.0012326695708359
Position 1500: 0.0012166216753085426
Position 5255: 0.0011523072604168283
Position 1635: 0.0011043570836153684
Position 433: 0.0010294838800312144
Position 1734: 0.00099339811574478
Position 2803: 0.000973173559686452
Position 2629: 0.0008693110774556315
Position 2680: 0.0008260406343394119
Position 3664: 0.0008051578142566325
Position 3032: 0.0008012884362756278
Position 687: 0.0007421318659669983
Position 8676: 0.0007265334045924376
Position 5477: 0.0007225822402900672
Position 81: 0.0007186421851514325
Position 87: 0.0006204900481615985
Position 2603: 0.0005597997059000416
Position 7417: 0.000556353703010727
Position 3256: 0.0005170055402568059
Position 2512: 0.0005034614629585213
Position 8721: 0.0004994135515194781
Position 3493: 0.0004751302047293296
Position 9053: 0.00044131076474144903
Position 8750: 0.00043300545835300397
Position 10087: 0.0004291460128583696
Position 1630: 0.0004235891314828891
Position 5659: 0.0003647475507657378
Position 3406: 0.00036292227428546436
Position 5813: 0.0002799534507757554
Position 754: 0.00026413514336463633
Position 8966: 0.0002460409151922078
Position 8815: 3.84021682780827e-05
Position 3191: 3.9579961850911925e-06
Position 3005: 3.454831047353618e-06
Position 162: 2.9433690841220457e-06
Position 2597: 2.8317728089110362e-06
Position 971: 2.6108807707997814e-06
Position 465: 2.5103082416196987e-06
Position 72: 2.242879751965771e-06
Position 166: 1.2990782973862207e-06
Position 22: 4.883742940066079e-07
Position 137: 4.4230904246522677e-07
Position 878: 2.7470388904184763e-07
Position 276: 2.3962265219729754e-07
Position 799: 1.3166494248556588e-07
Position 653: 9.711674396127392e-08
Position 709: 5.991550729881717e-08
Position 56: 2.448253350988708e-08
Position 42: 1.2466545652148152e-08
Position 599: 7.854761213123215e-09
Position 309: 9.142894087066758e-10
Position 397: 3.4087629048379445e-11
Position 519: 1.1781423642284327e-11
Position 315: 7.76011741643775e-12
Position 485: 5.970681685402627e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6213: 0.9110068150764699
Position 10348: 0.47193330656054855
Position 10219: 0.46673731681188046
Position 23098: 0.22355746876855673
Position 10070: 0.21825367821226047
Position 10012: 0.17908984385122437
Position 21641: 0.14958171909494677
Position 20928: 0.09988242320673096
Position 5754: 0.0761083726790338
Position 22796: 0.07428081592295778
Position 13894: 0.0663419980887726
Position 23273: 0.051297634402674624
Position 25567: 0.0469527555581012
Position 6325: 0.0466596622542279
Position 13772: 0.036146455381666415
Position 22900: 0.0324205365840878
Position 9727: 0.031446990879739074
Position 24495: 0.024849894349506532
Position 3315: 0.02285657115126645
Position 20343: 0.020161653524049732
Position 20022: 0.017584840687401026
Position 8429: 0.01658841228390956
Position 6389: 0.01614331909972172
Position 20760: 0.014598535648125157
Position 20405: 0.014407830944453973
Position 6676: 0.013877941989658627
Position 8454: 0.013860253935028342
Position 7600: 0.013079726264767295
Position 6951: 0.012373880095683661
Position 3020: 0.012155685466143111
Position 19040: 0.01188075029515213
Position 16403: 0.0118254502287534
Position 20087: 0.0113235557938986
Position 8912: 0.01110885037386307
Position 17673: 0.010776364585147259
Position 362: 0.010105501830802725
Position 19165: 0.008739452094318992
Position 3097: 0.00830826238128132
Position 7800: 0.00793034352181027
Position 5075: 0.007747965805319246
Position 3190: 0.0076243117385025065
Position 6656: 0.007440722233170424
Position 7859: 0.007268690682350794
Position 3385: 0.006730472380927497
Position 18583: 0.0064172928342171535
Position 8311: 0.005893413007450839
Position 3113: 0.005578897867268754
Position 10938: 0.005147271361680912
Position 7700: 0.005115242033319325
Position 6235: 0.00500318828347831
Position 8084: 0.004941799818745352
Position 8508: 0.004528108602705807
Position 16238: 0.004267730952770734
Position 5427: 0.0041478066377001535
Position 4080: 0.003995115493060535
Position 6779: 0.003909684438252609
Position 16523: 0.003762201846863229
Position 2856: 0.003527879736730987
Position 17795: 0.0032885059637086764
Position 19549: 0.003219558165983412
Position 12812: 0.0031867280025165276
Position 2895: 0.003119472148181919
Position 1372: 0.00310082792676827
Position 6256: 0.003056575172649879
Position 10964: 0.0030349237826606122
Position 5020: 0.002941788165951805
Position 7662: 0.0026772879999978788
Position 16769: 0.002469738334714984
Position 4991: 0.002431654549345747
Position 14950: 0.0024297903738828616
Position 16918: 0.0023765121210373163
Position 3460: 0.002264464182977746
Position 9370: 0.001966752454712237
Position 6289: 0.0019657813276876763
Position 4120: 0.0019514968135620283
Position 8029: 0.0019226877065883516
Position 1059: 0.0018532543572340665
Position 10548: 0.001847006840494444
Position 12897: 0.0018205043399957346
