Gene = INSL5
index = 703
Annotated 5SS: [210]
Annotated 3SS: [3010]
SMsplice 5SS: [210]
SMsplice 3SS: [3010]
top_k =  500
Partition function (log Z): -7.276137378108988

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.951789632604817
Position 488: 0.29423156956721025
Position 779: 0.164869506542757
Position 1333: 0.07080488103139351
Position 1059: 0.06119699891370248
Position 3047: 0.06023093650676944
Position 968: 0.037726176296370206
Position 815: 0.02365576577205419
Position 1321: 0.022669622025933603
Position 2726: 0.011575700797433024
Position 1158: 0.007821079479416569
Position 169: 0.007731584614111501
Position 984: 0.0074321893710817665
Position 216: 0.006901887339749696
Position 514: 0.006644596827464966
Position 1151: 0.0062561615830401705
Position 1317: 0.006101983395392188
Position 3088: 0.005026355453555262
Position 774: 0.0028702009285270502
Position 2896: 0.0023387836501382485
Position 2212: 0.0019715497874915515
Position 971: 0.0017098405503010977
Position 2810: 0.0010938628461893002
Position 2518: 0.0007710806808661071
Position 763: 0.0006211904191600603
Position 110: 0.0005041337099689402
Position 537: 0.00039278898420439824
Position 579: 0.0002777139970428234
Position 565: 0.00026590735116131266
Position 771: 0.00013602150631192
Position 844: 9.308200861254338e-05
Position 225: 7.403806035844753e-05
Position 921: 5.987657250114198e-05
Position 92: 5.1616895150869426e-05
Position 227: 5.138475125623822e-05
Position 1879: 4.177136400293195e-05
Position 531: 4.124879219862671e-05
Position 310: 3.728639372099217e-05
Position 1134: 3.344459820256602e-05
Position 791: 3.284504836343899e-05
Position 999: 2.844694875271699e-05
Position 1523: 2.432590233186474e-05
Position 1377: 2.281631397530456e-05
Position 315: 1.4857289159470887e-05
Position 106: 9.904092808375269e-06
Position 837: 7.557377027737163e-06
Position 996: 4.160515681886302e-06
Position 382: 3.923370137206151e-06
Position 120: 3.8036163897256107e-06
Position 664: 3.697347114220777e-06
Position 647: 3.389685884138636e-06
Position 904: 2.643542922935276e-06
Position 156: 2.615355333751736e-06
Position 594: 2.4507822178952046e-06
Position 251: 8.022215931442215e-07
Position 529: 5.595960833032611e-07
Position 597: 5.246156236320189e-07
Position 298: 1.656675799297104e-07
Position 273: 8.75218187401165e-08
Position 300: 8.744402480404156e-08
Position 23: 6.06764862687505e-08
Position 332: 3.838384379706139e-08
Position 143: 3.040903920308259e-08
Position 71: 8.71796169949424e-09
Position 275: 4.564288378555741e-09
Position 58: 5.539673492424243e-10
Position 427: 1.322978237166288e-10
Position 657: 9.50401863949641e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3010: 0.45067788079805937
Position 427: 0.18225149408130892
Position 903: 0.1692602151801357
Position 681: 0.1572921003774365
Position 2685: 0.15529530865001903
Position 342: 0.13200665660348135
Position 2917: 0.12601176314829965
Position 1224: 0.10569269467516999
Position 2969: 0.07058558252655407
Position 3377: 0.04037706133029132
Position 2591: 0.02932799083766683
Position 3126: 0.026422912782046344
Position 3430: 0.014033551543063016
Position 1053: 0.012268464874235134
Position 1570: 0.011047957650888753
Position 2140: 0.010516771889541327
Position 1244: 0.009921167117444708
Position 693: 0.008579185283088675
Position 1186: 0.007409941092025437
Position 1017: 0.00581437207894506
Position 3297: 0.004484488900188962
Position 2938: 0.003463431352887476
Position 2385: 0.0027443067937123087
Position 3033: 0.0022701437418543562
Position 647: 0.0021384376427100917
Position 2723: 0.0020128406595015034
Position 1679: 0.0017719981735439994
Position 3403: 0.0016805510989269835
Position 3087: 0.0014734912811001026
Position 1220: 0.001459692836370391
Position 3356: 0.00143404131125962
Position 475: 0.001396616363102453
Position 743: 0.0013639515099883196
Position 298: 0.0013555543144065459
Position 2457: 0.0012475725342591107
Position 2442: 0.0011648409987231629
Position 614: 0.001135357345276749
Position 740: 0.0011233081786829228
Position 382: 0.0009400282229492402
Position 2026: 0.0008969764757582197
Position 1374: 0.0007835675129462532
Position 3383: 0.0007394578425923492
Position 2208: 0.0006269158113204232
Position 1716: 0.00045205838292839865
Position 2798: 0.0004224151356687167
Position 2872: 0.00039030050297135966
Position 310: 0.00037107380415947277
Position 2393: 0.00030276720826319294
Position 759: 0.0002922290785786955
Position 2305: 0.00022691010108124413
Position 1735: 0.0002140742816346628
Position 2071: 0.00018500765411545155
Position 1865: 0.00017022124732238433
Position 1400: 0.00016559404027272545
Position 1450: 0.00014110726641613605
Position 594: 5.548473946366549e-05
Position 320: 5.4368529237908847e-05
Position 579: 4.091681764241294e-05
Position 910: 3.721506787192313e-05
Position 1027: 3.225852119692697e-05
Position 778: 3.000840110856353e-05
Position 524: 2.228616206303685e-05
Position 583: 2.115861061853229e-05
Position 705: 2.0172164902873833e-05
Position 637: 1.7982246292003927e-05
Position 270: 1.7592365572517347e-05
Position 487: 1.7210121055578582e-05
Position 709: 1.6507507638712156e-05
Position 619: 1.543257949096349e-05
Position 657: 1.0684439703240414e-05
Position 967: 8.174261787184348e-06
Position 937: 4.4216821033207565e-06
Position 996: 4.264598305614013e-06
Position 622: 4.159302641142541e-06
Position 540: 3.593875778192688e-06
Position 510: 1.2663538609314893e-06
Position 389: 1.1118910215150276e-06
Position 807: 6.80308109681699e-07
Position 498: 6.273385700751645e-07
Position 837: 4.632967386065074e-07
Position 544: 3.1120575605671346e-07
Position 537: 3.089860993623961e-07
Position 527: 1.897825010119029e-07
Position 168: 3.886539330341873e-09
Position 162: 2.3030247236820048e-09
Position 89: 2.0389906709586015e-10
Position 200: 4.04578107781277e-11
Position 205: 1.6075049600011742e-11
Position 92: 1.0836275201552644e-11
Position 128: 1.0325185589870121e-11
Position 184: 3.9024799720230046e-12
