Gene = AIDA
index = 43
Annotated 5SS: [  317  9377 18315 18736 24930 25595 36429 39212 42392]
Annotated 3SS: [ 9306 18260 18680 24865 25487 36305 39088 42273 42534]
SMsplice 5SS: [  317  9377 18315 18736 25595 26835 33677 36429 39212 42392]
SMsplice 3SS: [ 9306 18260 18680 25487 26743 33569 36305 39088 42273 42534]
top_k =  500
Partition function (log Z): 2.432588517910327

Sorted 5' Splice Sites (High to Low Probability):
Position 9377: 0.9966673304402567
Position 18315: 0.9884404485252284
Position 25595: 0.9814103195328956
Position 36429: 0.9768022536355434
Position 42392: 0.9068564627669568
Position 317: 0.8436199791422181
Position 39212: 0.7532694093256308
Position 18736: 0.6483487473691592
Position 33677: 0.6143114049434818
Position 26835: 0.601983711872736
Position 915: 0.5712318165871955
Position 24930: 0.4556111792565696
Position 2773: 0.4502110371564486
Position 2147: 0.3256688285178172
Position 9933: 0.2888180690062621
Position 38311: 0.25547282673811167
Position 1146: 0.1914012737988676
Position 41850: 0.19023670678512639
Position 31919: 0.1868739872985167
Position 4800: 0.11572807681261477
Position 30609: 0.09797983353937992
Position 40540: 0.08267550880244101
Position 10272: 0.0781720335009259
Position 14507: 0.07193286473197172
Position 562: 0.06369270657058927
Position 34087: 0.06162963136916211
Position 42120: 0.049228700484098595
Position 27588: 0.04730748653338694
Position 173: 0.03616329350353594
Position 27700: 0.03440266101489098
Position 29336: 0.0337208268912711
Position 35291: 0.03095610747186767
Position 7483: 0.029304792223731814
Position 9749: 0.0273926010748978
Position 982: 0.027115615052179118
Position 1859: 0.02388997057420484
Position 1476: 0.023801258670856494
Position 27520: 0.018593813407287427
Position 16380: 0.01506473408501926
Position 29877: 0.01421241133846364
Position 36461: 0.013874097203111533
Position 37500: 0.013086846681281537
Position 40582: 0.012904704578180241
Position 5638: 0.012716750660585386
Position 26583: 0.012700310181680613
Position 25599: 0.010789092043857163
Position 36416: 0.009308914839535377
Position 122: 0.004950090933299197
Position 399: 0.004540986055607567
Position 42836: 0.004251370187522966
Position 26272: 0.004226205766088619
Position 308: 0.003325641450235542
Position 5004: 0.0032745641181141467
Position 26524: 0.0032621288007945747
Position 26651: 0.0031403815093873372
Position 42430: 0.0030377240261642933
Position 3040: 0.0030000119088198544
Position 9711: 0.0029909717510133217
Position 36953: 0.002937854052750629
Position 31937: 0.0027498350257503953
Position 4787: 0.002557787525479126
Position 1140: 0.0023043440883695047
Position 101: 0.0022360146037655603
Position 975: 0.002089028862009987
Position 26441: 0.0019485661161647168
Position 42381: 0.0015153711598919956
Position 216: 0.0014843452800399621
Position 26490: 0.0014577363667151752
Position 116: 0.001264081398694637
Position 424: 0.001204483494858866
Position 9745: 0.001163874208936255
Position 675: 0.0011263753498009345
Position 646: 0.0011197851923226982
Position 4859: 0.0010930553008161137
Position 380: 0.000841290068639639
Position 1556: 0.0007833567864589267
Position 1502: 0.000748242758649278
Position 787: 0.0006968222176958336
Position 80: 0.0006935269436313663
Position 27398: 0.0006867656812599626
Position 26809: 0.0006170947646951964
Position 510: 0.0006167029810455128
Position 26888: 0.000576560547323377
Position 41469: 0.0005512502147923383
Position 86: 0.0005432922085361636
Position 2762: 0.0005008183416609877
Position 26211: 0.000482242134316595
Position 4983: 0.0004755482227733241
Position 9938: 0.00045775557097746297
Position 42659: 0.0002236353411617662
Position 359: 0.00021456888981215313
Position 41745: 0.00018939027318486134
Position 26794: 0.00012145395419060261
Position 37: 0.00012064743946652339
Position 291: 0.00010211027076572555
Position 89: 9.310175891396648e-05
Position 384: 8.021765593272546e-05
Position 765: 4.1315015627676995e-05
Position 631: 3.848819055331439e-05
Position 650: 3.744225326889138e-05
Position 27889: 3.591028239379215e-05
Position 720: 3.194210265015588e-05
Position 194: 2.3669841130382135e-05
Position 321: 2.3392240405051825e-05
Position 95: 2.328151284335435e-05
Position 4: 1.8906633763957833e-05
Position 763: 1.8220031732448292e-05
Position 25748: 4.196523535771532e-06
Position 209: 2.2662749833982184e-06
Position 386: 1.7990802140161096e-06
Position 18: 1.5275350683256182e-06
Position 374: 1.2703505300078199e-06
