Gene = ZNHIT6
index = 1626
Annotated 5SS: [  790  1977  2170  2341  6262 27583 29718 31183 50572]
Annotated 3SS: [ 1910  2062  2254  6157 27513 29636 31104 50446 54319]
SMsplice 5SS: [  126  1977  2170  2341  6262 29046 29358 29718 31183 37913 50572 54442]
SMsplice 3SS: [ 1910  2062  2254  6157 28969 29132 29636 31104 37775 50446 54319 54681]
top_k =  500
Partition function (log Z): -12.711652604285584

Sorted 5' Splice Sites (High to Low Probability):
Position 2170: 0.997859325655856
Position 6262: 0.986139962795074
Position 1977: 0.9637840950012145
Position 2341: 0.9340393040885588
Position 790: 0.3308231565704358
Position 126: 0.31608971122592955
Position 5249: 0.3147730254630823
Position 2764: 0.18852357731512345
Position 4301: 0.17993048001192818
Position 393: 0.16399815342925503
Position 557: 0.0838623612937059
Position 2840: 0.08292172516002434
Position 527: 0.0626605266778621
Position 569: 0.04385996125882272
Position 5262: 0.041950189484934695
Position 542: 0.039970417540082806
Position 4114: 0.03393965365435365
Position 8814: 0.030756024717875387
Position 758: 0.027876822822346138
Position 3210: 0.02464836481867625
Position 60: 0.02151886954946636
Position 362: 0.014317270356492546
Position 728: 0.012525362134450178
Position 6290: 0.011870917865034289
Position 2854: 0.011541473112680826
Position 4978: 0.011029920738719135
Position 4059: 0.010998844267341067
Position 935: 0.006659653472718045
Position 4497: 0.005811795941670229
Position 1985: 0.005610539279984606
Position 7149: 0.005470333472143474
Position 406: 0.005109564292949503
Position 197: 0.005021574216600798
Position 3593: 0.004516924355699207
Position 1524: 0.004465712169985793
Position 2897: 0.004416140001520132
Position 174: 0.004309757852402469
Position 4176: 0.003939995212339097
Position 44: 0.0027344921382920673
Position 2489: 0.002646156182875592
Position 3371: 0.0023885054577888446
Position 512: 0.0020160745888024795
Position 10310: 0.0018772710542763454
Position 48: 0.0017694303907989913
Position 4118: 0.0016719207820509807
Position 2550: 0.0013896257551518413
Position 1105: 0.0011677908978784837
Position 10: 0.0011408920415305044
Position 1958: 0.0011088910051502265
Position 2698: 0.0010837265996179795
Position 8546: 0.0010662005552262448
Position 5341: 0.0010498946300852988
Position 230: 0.0010211882145280318
Position 4544: 0.00082257605467799
Position 4475: 0.0008085428716074841
Position 482: 0.0007850012199117432
Position 1346: 0.0006398426726052723
Position 2367: 0.0005833318626095091
Position 6543: 0.0005514576174494725
Position 7453: 0.0005329133731037568
Position 1016: 0.0005049824213909876
Position 5070: 0.0004439251357261329
Position 5764: 0.0004216934447312341
Position 580: 0.00040656297668618225
Position 3172: 0.00037169484243955084
Position 452: 0.0003161075770283911
Position 6322: 0.00030191579478168354
