Gene = GUCA2A
index = 632
Annotated 5SS: [  81 1316]
Annotated 3SS: [1107 1747]
SMsplice 5SS: [81]
SMsplice 3SS: [1107]
top_k =  500
Partition function (log Z): -8.641889478339747

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9517087760566445
Position 1316: 0.32511316488466074
Position 1013: 0.05058709884499666
Position 565: 0.045562295189629745
Position 135: 0.014499352793353449
Position 181: 0.0075075322853762295
Position 444: 0.0032401099842919783
Position 551: 0.0028732706061359568
Position 1214: 0.0013869678196285486
Position 1180: 0.0012430734507857374
Position 1457: 0.0011486199634005315
Position 518: 0.0011341592834128221
Position 1348: 0.0007083457097023686
Position 1134: 0.0006349481816703032
Position 1343: 0.0006034958790788789
Position 1619: 0.0004106924716077849
Position 1504: 0.00037557948101434133
Position 1461: 0.00014921122964825232
Position 778: 0.00010438916901352245
Position 1396: 9.358326922817559e-05
Position 1623: 8.836199442771441e-05
Position 183: 7.5468676562483e-05
Position 784: 6.590566183591329e-05
Position 706: 5.799792545129265e-05
Position 939: 5.573110719570185e-05
Position 1799: 3.732053610661895e-05
Position 1138: 1.366624246548558e-05
Position 449: 1.3645593700607808e-05
Position 85: 1.256747316154123e-05
Position 90: 9.397103436992361e-06
Position 332: 9.089317241048757e-06
Position 153: 9.015027413960676e-06
Position 140: 7.818438039225166e-06
Position 185: 5.9832912938047444e-06
Position 901: 5.649555055622433e-06
Position 522: 5.327274313114365e-06
Position 315: 2.735967916649227e-06
Position 334: 2.130057744834877e-06
Position 224: 2.1038072424153336e-06
Position 841: 1.982097725941832e-06
Position 975: 1.8962905331651443e-06
Position 480: 1.7395200550533015e-06
Position 276: 2.514163541144927e-07
Position 32: 1.3385278134065045e-07
Position 75: 1.3339317409542303e-07
Position 69: 1.2424750172368238e-07
Position 341: 6.71170349078157e-08
Position 127: 4.67677334414294e-08
Position 369: 2.494111880889528e-08
Position 965: 1.1275565934516536e-08
Position 406: 5.4932664716567826e-09
Position 473: 2.712583795068678e-09
Position 187: 2.433461777888307e-09
Position 92: 8.747441251556841e-10
Position 909: 3.5188829170806463e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1107: 0.6100673037065002
Position 1870: 0.20434262798952224
Position 1846: 0.1649966702571008
Position 1241: 0.05975960962236609
Position 965: 0.05095775936105566
Position 193: 0.038305956512536085
Position 1747: 0.032523137323961705
Position 359: 0.030636256791343002
Position 1903: 0.029319827707965918
Position 518: 0.028081271459674866
Position 831: 0.016255064968827664
Position 1900: 0.014973236772304239
Position 891: 0.013768910739783266
Position 1849: 0.011715403307782264
Position 1134: 0.011333762505918787
Position 2005: 0.010830313214657048
Position 1138: 0.006830284264368187
Position 907: 0.006734235881951786
Position 1923: 0.006649147915387187
Position 560: 0.006494228902438678
Position 1536: 0.006256044631124495
Position 419: 0.00615829949302971
Position 1261: 0.004720687571704635
Position 455: 0.00440484464080078
Position 1258: 0.003658739185509814
Position 728: 0.0028417611357658963
Position 528: 0.002754145753308528
Position 1874: 0.0027361555679830383
Position 809: 0.002613460090151792
Position 1438: 0.002568842564485543
Position 504: 0.002480164301670354
Position 680: 0.0015730422294343552
Position 1489: 0.001564156184806754
Position 1812: 0.0013707343356437452
Position 213: 0.0011915490866600072
Position 210: 0.0008936674233727614
Position 636: 0.0006895014088652948
Position 595: 0.0006431638715434773
Position 1193: 0.0004899742814334652
Position 1408: 0.0004773738411097083
Position 1749: 0.0004338450217705145
Position 550: 0.00038843484352824747
Position 261: 0.00036204434656744966
Position 640: 0.00035713762714821096
Position 392: 0.0003554797193315065
Position 577: 0.0002485618877712531
Position 1695: 0.000241393974574836
Position 1614: 0.00023418897063542384
Position 852: 0.00023220649032593357
Position 485: 0.0002117558724340802
Position 1412: 0.0001655609250350817
Position 1675: 0.00015401252272242112
Position 1281: 0.00013864557492980272
Position 1727: 0.00013602088766128816
Position 2017: 0.00012068564340814047
Position 732: 0.00011156435286444733
Position 179: 8.832021145671173e-05
Position 224: 8.448108870545733e-05
Position 909: 8.336656200837327e-05
Position 1042: 7.026440603495874e-05
Position 443: 6.520739019350125e-05
Position 480: 6.410462016592939e-05
Position 1583: 6.357996478771994e-05
Position 1687: 5.576963392818431e-05
Position 1517: 4.7991375462562146e-05
Position 1419: 4.651117382088675e-05
Position 687: 4.246011379340727e-05
Position 264: 4.245166716494388e-05
Position 1170: 4.1324431932939474e-05
Position 1056: 3.921316241826988e-05
Position 1375: 3.551407812414573e-05
Position 1161: 2.8790950268742943e-05
Position 268: 2.3297229565496547e-05
Position 1936: 1.8724572294941196e-05
Position 151: 1.8620430363511722e-05
Position 396: 1.2748200966302628e-05
Position 931: 1.068195360203306e-05
Position 935: 9.338164053474828e-06
Position 1178: 7.755393383771892e-06
Position 421: 4.286734813332962e-06
Position 307: 3.0499434351418386e-06
Position 916: 2.958265375953826e-06
Position 706: 2.143604584495822e-06
Position 1143: 2.1294083194144144e-06
Position 332: 1.3071207675988906e-06
Position 406: 1.068086583609748e-06
Position 229: 6.31807719146708e-07
Position 488: 4.903678348519936e-08
Position 153: 2.8409042637125888e-09
Position 288: 2.0362478140923593e-09
Position 149: 1.3239450875484083e-09
Position 315: 6.776679208525378e-10
Position 286: 6.107502947824938e-10
Position 276: 5.703288977204936e-10
Position 281: 7.205295393733626e-11
Position 127: 7.242499578377286e-12
Position 109: 2.8446004761825424e-12
