Gene = CARTPT
index = 280
Annotated 5SS: [290 801]
Annotated 3SS: [ 716 1344]
SMsplice 5SS: [ 290  801 1141]
SMsplice 3SS: [ 716 1012 1344]
top_k =  500
Partition function (log Z): -4.688570881650042

Sorted 5' Splice Sites (High to Low Probability):
Position 801: 0.7274996678355251
Position 290: 0.5145712501978315
Position 1141: 0.43747198245223556
Position 537: 0.4135145458782632
Position 294: 0.40004314410793135
Position 806: 0.2271179996264172
Position 612: 0.07535918621400196
Position 146: 0.07494617246380207
Position 989: 0.06011169327856818
Position 1355: 0.045950557812209025
Position 948: 0.02876441529903346
Position 1112: 0.022324602026593525
Position 89: 0.019184764098561662
Position 618: 0.009622539217827365
Position 1279: 0.006978546278648899
Position 904: 0.006357178224897993
Position 1210: 0.006031094634323024
Position 782: 0.005862741660579906
Position 201: 0.003614731275324089
Position 622: 0.00333796103779886
Position 754: 0.0026224921747615934
Position 1020: 0.0016562560298370031
Position 472: 0.0014220609815425002
Position 979: 0.0013743668719580593
Position 1231: 0.0013164541063591067
Position 1305: 0.0005841172846673121
Position 468: 0.0004195573759911989
Position 555: 0.0004069892860309858
Position 564: 0.0003806661841003866
Position 590: 0.00030271028690588456
Position 1369: 0.00030234420321105103
Position 1174: 0.00027689055629366517
Position 5: 0.00027499280734866974
Position 588: 0.0002449589828958372
Position 652: 0.0002050138540150051
Position 541: 0.0001982985192126869
Position 706: 6.948563847367335e-05
Position 102: 3.346202487496795e-05
Position 196: 3.072029358513735e-05
Position 443: 1.9007666555172558e-05
Position 120: 1.8280163203574113e-05
Position 99: 9.789782009331879e-06
Position 792: 2.899715790353985e-06
Position 260: 2.1146506556566596e-07
Position 325: 4.5180538618297805e-08
Position 333: 4.1764402009323125e-08
Position 845: 3.503455209454441e-08
Position 616: 3.371018744013676e-08
Position 880: 3.348749654432783e-08
Position 207: 1.969517486647757e-08
Position 387: 1.5139051060307492e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.62204626506498
Position 1344: 0.5867403828645095
Position 385: 0.48416040277956135
Position 1012: 0.2852879154819752
Position 1201: 0.2608856836700952
Position 1042: 0.1911764209521852
Position 676: 0.1583727226532824
Position 643: 0.1521805224963282
Position 883: 0.10069635326591557
Position 1501: 0.07007669336913755
Position 214: 0.05381470034616771
Position 1567: 0.03262475156300238
Position 1217: 0.021918432873593408
Position 217: 0.009663170782632666
Position 1044: 0.007696548712549603
Position 387: 0.006478654856458765
Position 1762: 0.005824864201376201
Position 1111: 0.005631446846525163
Position 1443: 0.005423844805296512
Position 903: 0.004712646526739896
Position 918: 0.004117965469796588
Position 1019: 0.0038904204971345903
Position 510: 0.0035651045059730967
Position 1258: 0.0024960811130329214
Position 610: 0.0020685209703462546
Position 1362: 0.0020592705306033215
Position 694: 0.0018970979781348695
Position 439: 0.0016373656969859607
Position 1715: 0.001575944745647012
Position 1503: 0.0015167095292100883
Position 871: 0.0013825170798536478
Position 1414: 0.0011292679642689529
Position 391: 0.0011289244521860166
Position 1260: 0.0009931074086145862
Position 1264: 0.0009176724276623907
Position 599: 0.0008299633698084605
Position 1050: 0.0008109768558885242
Position 839: 0.0007538897798373222
Position 468: 0.0005712888300631473
Position 952: 0.0004400260288466088
Position 681: 0.00035285689556485364
Position 419: 0.00033951659745204513
Position 703: 0.00031261496816514827
Position 441: 0.00010145379423374963
Position 987: 7.520190715793596e-05
Position 652: 7.163687497995948e-05
Position 967: 6.055904195877293e-05
Position 232: 5.8833990537205783e-05
Position 779: 5.579812693419378e-05
Position 519: 4.046522648580313e-05
Position 283: 2.6816159341447682e-05
Position 541: 2.4982526856034564e-05
Position 239: 1.870413265381413e-05
Position 841: 1.766313253416215e-05
Position 723: 1.3584495335815644e-05
Position 110: 1.2998643717915885e-05
Position 126: 1.2359675278316647e-05
Position 553: 8.088505844493986e-06
Position 226: 7.216471243207125e-06
Position 504: 6.520671101189797e-06
Position 527: 5.188244208336238e-06
Position 735: 4.1853961563331235e-06
Position 407: 3.3649607537634374e-06
Position 88: 2.463499631447114e-06
Position 402: 1.820084671982904e-06
Position 782: 1.818459165362351e-06
Position 612: 1.3383026402177777e-06
Position 322: 1.210924143470389e-06
Position 564: 1.0477559208926981e-06
Position 450: 8.723772180221645e-07
Position 776: 5.230171683366097e-07
Position 280: 4.2751734466437475e-07
Position 286: 3.0983913730557377e-07
Position 477: 1.6817390346860276e-08
Position 150: 1.4455341754094663e-08
Position 138: 5.479332832754078e-09
Position 120: 3.1312258042423993e-09
Position 95: 2.0821338057050507e-09
Position 136: 2.956619706566314e-10
Position 529: 6.363586071061896e-11
