Gene = EXD3
index = 513
Annotated 5SS: [   149  27960  39950  49837  50358  55327  56770  66995  68563  68924
  70643  71197  71945  72225  73894  74153  75192  99173  99538 113656
 115655]
Annotated 3SS: [ 27857  39884  49662  50189  55272  56629  66893  68488  68884  70475
  71060  71733  72114  73730  73979  75023  99118  99405 113561 115615
 115998]
SMsplice 5SS: [   149    504  11713  25845  27960  39950  49837  51791  56770  66995
  68563  68924  70643  71945  72225  73894  74153  75192  99538 113656]
SMsplice 3SS: [   417  11597  25745  27857  39884  49662  51666  56629  66893  68488
  68884  70537  71733  72114  73808  73979  75065  99405 113561 116060]
top_k =  500
Partition function (log Z): 14.349134060214832

Sorted 5' Splice Sites (High to Low Probability):
Position 72225: 0.9999999999999949
Position 56770: 0.9999976749156048
Position 39950: 0.9976151551270738
Position 49837: 0.995160199973337
Position 75192: 0.9937288414506708
Position 27960: 0.9931778761366304
Position 11713: 0.9909416850731961
Position 70643: 0.9617443575998624
Position 68924: 0.9332014928366174
Position 66995: 0.9158257068899076
Position 71945: 0.9097923878117257
Position 504: 0.8711202339249872
Position 25845: 0.8567405401930618
Position 68563: 0.7708958710769418
Position 74153: 0.6775950105162664
Position 149: 0.6484140191502592
Position 14029: 0.5380056919491988
Position 51791: 0.45818691242141546
Position 73894: 0.4349941137100498
Position 51799: 0.4347635646894709
Position 73901: 0.4101194571530956
Position 49350: 0.3683573697617745
Position 40522: 0.32821246701504037
Position 52787: 0.3190120675231163
Position 67278: 0.3187054347132702
Position 50358: 0.31186351232783704
Position 50164: 0.2863168132831593
Position 37937: 0.23664577567333542
Position 17762: 0.21314487852996522
Position 233: 0.19797506329310638
Position 43088: 0.16553354665420816
Position 19526: 0.15949442044708242
Position 56570: 0.1449300894039442
Position 42510: 0.1448426643581621
Position 57859: 0.13842118664266048
Position 6798: 0.13750909171740214
Position 51462: 0.13198112369177076
Position 57511: 0.12742301580027882
Position 6558: 0.12408625031370622
Position 71197: 0.12137983500844628
Position 177: 0.10584687633542275
Position 53865: 0.10254627375280635
