Gene = SQSTM1
index = 1327
Annotated 5SS: [  383  2295  3329  3565  4468 12488 13024]
Annotated 3SS: [ 2198  3098  3422  4386 12272 12827 15676]
SMsplice 5SS: [  383  2295  3329  3565 15611]
SMsplice 3SS: [ 2198  3098  3422 15518 15711]
top_k =  500
Partition function (log Z): -1.1424846518856728

Sorted 5' Splice Sites (High to Low Probability):
Position 2295: 0.9991850085874368
Position 3565: 0.9978688493833419
Position 383: 0.9821392966125769
Position 3329: 0.9354566464218871
Position 15611: 0.6804593657898429
Position 12910: 0.35161451158733076
Position 4468: 0.17455495638896973
Position 8228: 0.08879260788757667
Position 2078: 0.044569136137606796
Position 3203: 0.04064173936853282
Position 12408: 0.02542281693696999
Position 2102: 0.014506443163926037
Position 4337: 0.013110356738954361
Position 8203: 0.012481892937444013
Position 2082: 0.012262150931083318
Position 2025: 0.006568950823952078
Position 12812: 0.006219120101156281
Position 2001: 0.0056963395539608806
Position 296: 0.005647894880402185
Position 1418: 0.004443679521209469
Position 949: 0.004199878552594393
Position 6336: 0.0038829364147266367
Position 411: 0.0031339502955544376
Position 5241: 0.002955652757704753
Position 7136: 0.002777356342175618
Position 795: 0.0015333343576026967
Position 1003: 0.0014288310228099956
Position 13971: 0.001385198226362707
Position 13155: 0.001380856833805151
Position 563: 0.001372064712941641
Position 1042: 0.00123068546894087
Position 4957: 0.001156293740388417
Position 2041: 0.0010845574782061133
Position 858: 0.0009227430832783359
Position 3357: 0.0009033082721465375
Position 575: 0.0008631310161051951
Position 2932: 0.0007917187773218798
Position 3249: 0.0007850223123977223
Position 1064: 0.0007708686914635053
Position 3826: 0.0007702767448974623
Position 1069: 0.0006982219210328029
Position 5012: 0.0005040527133975553
Position 1468: 0.000497793034281796
Position 792: 0.0004969860296870547
Position 484: 0.00046944449119434444
Position 1384: 0.00045121294595918955
Position 621: 0.0004167716827050412
Position 954: 0.0004089134361543817
Position 3220: 0.00040703916668561257
Position 4999: 0.0003930291413534359
Position 328: 0.00037370796911557217
Position 5003: 0.00025820953905827655
Position 1885: 0.00021242930182804819
Position 492: 0.00016402723643921057
Position 3173: 0.0001541487152322768
Position 2434: 0.00012786891004557362
Position 1449: 0.000125540089992208
Position 604: 0.00011249593772945597
Position 4319: 0.00010996917011761641
Position 749: 0.00010721428314310013
Position 3161: 0.00010714260209284424
Position 3453: 9.507276076103875e-05
Position 48: 9.246462794202169e-05
Position 658: 8.929809815464992e-05
Position 1281: 8.586307763439135e-05
Position 1078: 8.266167940161052e-05
Position 7986: 8.181733065955486e-05
Position 2494: 7.588689615485677e-05
Position 1823: 7.390559972218529e-05
Position 2566: 6.869160846652369e-05
Position 8435: 6.123918619254057e-05
Position 1868: 6.08991374912967e-05
Position 5022: 5.9351063227551546e-05
Position 1301: 5.811258166774527e-05
Position 2392: 5.4670759673993636e-05
Position 2574: 4.5374900603553514e-05
Position 3254: 3.95352943545451e-05
Position 1677: 3.9114193757829055e-05
Position 1437: 3.807485620521054e-05
Position 2526: 3.7955089289400504e-05
Position 3227: 3.1169915238681195e-05
Position 2641: 2.0708389209261038e-05
Position 4991: 1.943509765212788e-05
Position 3344: 1.5277773984227732e-05
Position 3: 1.4463531207325018e-05
Position 3200: 1.4246012857873968e-05
Position 4947: 9.273767997155303e-06
Position 4101: 9.20694911994846e-06
Position 2356: 6.8621293082627055e-06
Position 5016: 6.434265994264957e-06
Position 2668: 5.895027994343569e-06
Position 193: 3.5226881456885593e-06
Position 2261: 3.2634056302468545e-06
Position 3133: 3.250502087569291e-06
Position 3034: 2.7907524183607043e-06
Position 2804: 2.703212802461732e-06
Position 2337: 2.609256705563425e-06
Position 4713: 2.112936399286691e-06
Position 2484: 1.9781873621399524e-06
Position 3322: 1.80145621177937e-06
Position 4575: 9.535605476222564e-07
Position 5533: 6.596169147240932e-07
Position 4744: 5.911913878474983e-07
Position 6: 4.807750850747001e-07
Position 445: 3.376431527822643e-07
Position 3836: 2.6613474635865977e-07
Position 1103: 1.828651348935527e-07
Position 978: 1.8013081006138108e-07
Position 1044: 1.683975238920554e-07
Position 110: 1.6277678880560396e-07
Position 540: 1.6205267467292176e-07
Position 1007: 1.3748266520798065e-07
Position 687: 8.951259018619733e-08
Position 874: 7.659911659098923e-08
Position 3715: 7.626810354193868e-08
Position 1026: 5.526272808697183e-08
Position 1001: 5.254904373494942e-08
Position 799: 4.508190809412628e-08
Position 4723: 4.239173885088224e-08
Position 3493: 4.193233588804387e-08
Position 1255: 2.548261333646286e-08
Position 3597: 2.4228999989211167e-08
Position 183: 1.8788285723670702e-08
Position 533: 1.3996534350727998e-08
Position 3473: 1.291469170697396e-08
Position 3642: 1.2834220855198024e-08
Position 520: 1.0018543178249589e-08
Position 339: 8.72364379720005e-09
Position 746: 6.329487687860332e-09
Position 3684: 4.382858438597097e-09
Position 572: 3.640091278930967e-09
Position 766: 3.234070850673074e-09
Position 3720: 2.4584440934653155e-09
Position 3603: 2.1271119952430732e-09
Position 3756: 9.689442374176323e-10
Position 1128: 3.509112918911116e-10
Position 2837: 9.299232261167618e-11
Position 153: 8.630809023466379e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3422: 0.9578641749967923
Position 3098: 0.9341595187157707
Position 2198: 0.7326339374757098
Position 15518: 0.7150825678725152
Position 15711: 0.4082659707322214
Position 12827: 0.3373602542295222
Position 2229: 0.25663481025453716
Position 8046: 0.09071228421704818
Position 4285: 0.07437580391202141
Position 12272: 0.07432300448023077
Position 1960: 0.07302000232789305
Position 15739: 0.07207948442737269
Position 14055: 0.06446937848386962
Position 4386: 0.06256359119264898
Position 15676: 0.060919713945008336
Position 15942: 0.05047114160994392
Position 16055: 0.03975399255587826
Position 3142: 0.037185780077069984
Position 3436: 0.026011637148997305
Position 4210: 0.02511667866724795
Position 16957: 0.023846791595082253
Position 16553: 0.02243893288297244
Position 12756: 0.017239529278323156
Position 3452: 0.01571033085069622
Position 17114: 0.015624493819251552
Position 12702: 0.014068072505842818
Position 15699: 0.012734991613141972
Position 12338: 0.01224903325641053
Position 7638: 0.011089246840034121
Position 12891: 0.010894274103217107
Position 16224: 0.010827250242510508
Position 4883: 0.009615132646518795
Position 16734: 0.009145352590144398
Position 13070: 0.009062806281628534
Position 13600: 0.006166134472428518
Position 8193: 0.006003757280900394
Position 15036: 0.005717676785655422
Position 13096: 0.005385861019507171
Position 2129: 0.005233556468756588
Position 1280: 0.005216964201548181
Position 16246: 0.00464318996700157
Position 4216: 0.004469227549424891
Position 8383: 0.0044148489666531905
Position 4336: 0.004317342362044227
Position 791: 0.004277996273631934
Position 7979: 0.004097257270179389
Position 13785: 0.004004974855402766
Position 4302: 0.003975424545095507
Position 1993: 0.0038543015589818405
Position 15755: 0.0035344513701371623
Position 13242: 0.0034398549356178805
Position 5126: 0.003256202526812624
Position 4318: 0.0031667255384438407
Position 1816: 0.003150281883681451
Position 4403: 0.0028548023340246196
Position 7659: 0.002738429969782484
Position 540: 0.0024509164186264426
Position 6890: 0.0023668082246501884
Position 6150: 0.0023235270992634435
Position 7509: 0.0023019447880461186
Position 9425: 0.0021968055728709608
Position 8188: 0.0019269808501425356
Position 8627: 0.0018941321054995646
Position 4427: 0.0017480311795132525
Position 5865: 0.001744975921771985
Position 2097: 0.0017063258917929575
Position 3074: 0.0016692276615314387
Position 1721: 0.0014481527428264961
Position 8955: 0.0014139073303203068
Position 3206: 0.0014129507320769098
Position 4097: 0.0013067791438348872
Position 1775: 0.0012813687392001993
Position 3100: 0.0012084989887995363
Position 6481: 0.0011997717455992265
