Gene = CHDH
index = 369
Annotated 5SS: [  308  5462 23085 23900 24744 25917 26859 27453]
Annotated 3SS: [ 5390 22322 23747 24613 25781 26715 27349 28194]
SMsplice 5SS: [  308 23900 24744 25126 25917 26859 27276 27453 33448]
SMsplice 3SS: [23747 24667 25095 25781 26745 27002 27349 33334 33608]
top_k =  500
Partition function (log Z): -21.78131252444218

Sorted 5' Splice Sites (High to Low Probability):
Position 308: 0.7315065407270575
Position 720: 0.5092486358897366
Position 4527: 0.2657776457260627
Position 6810: 0.10486063374700748
Position 1678: 0.07992911270362014
Position 2946: 0.06052416209277878
Position 77: 0.045199176863634144
Position 217: 0.03820719292717205
Position 4360: 0.037393315474120024
Position 534: 0.03372898758085087
Position 726: 0.029365085725745338
Position 5462: 0.022182794131870652
Position 9088: 0.022043003234326137
Position 157: 0.02196222251385312
Position 7268: 0.013673626027398914
Position 3488: 0.011522537033350553
Position 782: 0.010103315755521104
Position 1548: 0.008909864993570663
Position 388: 0.008767237432925887
Position 2846: 0.0084169056288098
Position 590: 0.00826989383153981
Position 68: 0.008063548114982671
Position 3910: 0.007748855281652925
Position 1030: 0.006034693184803613
Position 3441: 0.0031653172339339026
Position 4011: 0.0029791855231568972
Position 2355: 0.0026366547457762255
Position 1000: 0.0017327019931440584
Position 525: 0.0012141057650716422
Position 3008: 0.0009998187427302666
Position 2343: 0.000970066458312265
Position 569: 0.0008462523989674903
Position 4849: 0.0005194542822785405
Position 1377: 0.0003704582505821998
Position 223: 0.0002991641005081039
Position 1180: 0.00027981979817279283
Position 460: 0.00020306892274468306
Position 1532: 0.0001195428158985415
Position 59: 0.00011604064864239887
Position 272: 5.381193239677223e-05
Position 312: 4.897055097983639e-05
Position 281: 1.5896257462264448e-05
Position 815: 9.57551829120189e-06
Position 3: 8.771105541152645e-06
Position 778: 3.077553707525007e-06
Position 1809: 2.7058183321164785e-06
Position 667: 2.223431599750556e-06
Position 298: 1.918886066385596e-06
Position 898: 5.73905741171987e-07
Position 171: 2.3572313664930712e-07
Position 540: 2.0744063015281215e-07
Position 1015: 1.7577284941955832e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 15209: 0.34619579812390044
Position 4272: 0.3208619064758225
Position 560: 0.3004557517208388
Position 9197: 0.17189058360198942
Position 590: 0.13271076448435534
Position 14853: 0.11863364654616057
Position 6757: 0.09451454688914049
Position 8340: 0.05469736926371068
Position 5036: 0.04783856210147509
Position 4410: 0.046806553482916145
Position 1608: 0.04208823670556171
Position 2835: 0.04193136212612109
Position 8861: 0.03825532846424752
Position 6724: 0.036857255986968956
Position 1583: 0.031468414793959086
Position 5390: 0.02858284965362064
Position 4755: 0.027742063600694613
Position 7202: 0.026930495142579322
Position 4268: 0.025542467091455884
Position 624: 0.021025059085383616
Position 2838: 0.019332669266183017
Position 3359: 0.017762863576694463
Position 1449: 0.012124751902525334
Position 2715: 0.009918558453350863
Position 3767: 0.009089391858576611
Position 5302: 0.008793516911754532
Position 2798: 0.006346419216350224
Position 5890: 0.006313216298178961
Position 3476: 0.005564676012988926
Position 2090: 0.0055319112610802655
Position 5824: 0.005511595919414462
Position 594: 0.005412862199896948
Position 1354: 0.004760736142634189
Position 2639: 0.004411030171296838
Position 2392: 0.003436506769030407
Position 3932: 0.0034056058502676028
Position 2219: 0.002125472749623002
Position 912: 0.002122860674584689
Position 6185: 0.0021007542325472547
Position 3223: 0.0019456076820690842
Position 3373: 0.001795977293245396
Position 603: 0.00161440492550009
Position 1329: 0.0014710035372365034
Position 4100: 0.0013907448243459387
Position 950: 0.0013596527965816026
Position 1783: 0.001264522029764337
Position 3080: 0.0010909471585612972
Position 973: 0.0010651393415952106
Position 1732: 0.0009020490862915112
Position 1217: 0.0008331546970472701
Position 3686: 0.0008213403802776747
Position 2250: 0.0007393650013058891
Position 4225: 0.000698738140562029
Position 3564: 0.0006780364895469594
Position 815: 0.0006000152038578476
Position 4679: 0.00043671013530001776
Position 1477: 0.0004350000958870154
Position 3083: 0.0004062939500672104
Position 1087: 0.0003554094787786041
Position 1587: 0.00023438304979590444
Position 831: 0.00021772214352772432
Position 932: 0.00015207265960258238
Position 343: 0.00012403738751233718
Position 451: 6.147749919481146e-05
Position 690: 4.8784309648668786e-05
Position 2906: 3.9510200346479166e-05
Position 630: 3.579522594271919e-05
Position 1026: 1.5729036080005118e-05
Position 857: 1.352430873767012e-05
Position 1179: 1.2349089995436501e-05
Position 346: 9.949185042593841e-06
Position 1292: 9.724151401913784e-06
Position 845: 9.464298559757391e-06
Position 889: 8.908295823220832e-06
Position 2772: 8.647111184460083e-06
Position 637: 6.4479086454460955e-06
Position 954: 6.410797708170869e-06
Position 1376: 5.372233979616632e-06
Position 1105: 4.706185427872611e-06
Position 667: 3.5884409833488386e-06
Position 653: 3.301596571575634e-06
Position 1482: 2.086860012430478e-06
Position 498: 1.4684350852143822e-06
Position 515: 1.393598161164516e-06
Position 189: 1.2803878963101392e-06
Position 794: 5.617018945609451e-07
Position 1457: 3.7778844867705507e-07
Position 363: 2.7194589232013666e-07
Position 470: 2.2831005700247943e-07
Position 1707: 1.9266307838890176e-07
Position 809: 1.2364654634452723e-07
Position 387: 7.9201275801985e-08
Position 223: 7.495640791115637e-08
Position 412: 6.961999323982091e-08
Position 529: 5.179325866670626e-08
Position 712: 2.786182006269638e-08
Position 537: 2.2240586697156258e-08
Position 191: 1.811361993072072e-08
Position 298: 5.9980125796361294e-09
Position 502: 5.661984669427791e-09
Position 315: 5.610861436315045e-09
Position 480: 1.3214502850081692e-09
Position 370: 9.633063070464627e-10
Position 372: 7.147960251206055e-10
Position 193: 6.218504354958739e-10
Position 132: 6.2216370454619955e-12
Position 236: 5.1127400135283255e-12
