Gene = RGP1
index = 1135
Annotated 5SS: [ 122  585 1093 1455 1703 2126 2468 2859]
Annotated 3SS: [ 449  955 1370 1552 1978 2339 2668 3363]
SMsplice 5SS: [ 122 1093 1455 1703 2468 3516]
SMsplice 3SS: [ 955 1370 1552 2339 3363 3894]
top_k =  500
Partition function (log Z): -3.774661939678643

Sorted 5' Splice Sites (High to Low Probability):
Position 2468: 0.987433205628795
Position 1455: 0.8025832268293751
Position 1093: 0.6994743864519212
Position 3516: 0.6380204350476206
Position 122: 0.4627507961971694
Position 585: 0.44606148676277396
Position 1703: 0.4382869937553768
Position 2126: 0.3128674802373799
Position 2051: 0.26699490850232394
Position 2859: 0.2546126832520514
Position 1614: 0.18035537993863646
Position 61: 0.1277938648636039
Position 416: 0.11031057372181545
Position 5078: 0.0896584639412092
Position 1135: 0.06965350914284756
Position 1126: 0.06801171762567126
Position 6563: 0.06250318897567106
Position 4451: 0.06105556919991962
Position 606: 0.05630614773758398
Position 350: 0.0418071782398377
Position 751: 0.03130412157330991
Position 1371: 0.02475257372416914
Position 386: 0.02134533912972174
Position 135: 0.020098211040830493
Position 662: 0.01711492041481286
Position 3159: 0.015877487371248222
Position 1601: 0.0093918302667528
Position 4409: 0.006286869641526734
Position 3477: 0.005460422070809405
Position 205: 0.004762261162112999
Position 881: 0.0035022882051238997
Position 1006: 0.0034040777173950944
Position 4251: 0.002929629412185734
Position 3690: 0.0027525036570567258
Position 914: 0.0026955424366256033
Position 93: 0.002603632118879785
Position 4646: 0.002404224299833556
Position 868: 0.0020899948770337377
Position 531: 0.001999696463556301
Position 481: 0.001774084067022679
Position 1163: 0.0015010459352243204
Position 3151: 0.001310019449378723
Position 2847: 0.0011927956273032794
Position 1137: 0.001190940905958191
Position 815: 0.0009773295713310128
Position 242: 0.000947957632945702
Position 709: 0.0009067712452399697
Position 2699: 0.0008697224074607773
Position 670: 0.0007990839385511824
Position 186: 0.0006770401912353688
Position 872: 0.0006760959907038285
Position 2300: 0.0005279077172506757
Position 2756: 0.0005111466053946764
Position 1605: 0.00048459830215782126
Position 1459: 0.00043663488102901123
Position 535: 0.00040603084558720436
Position 2724: 0.00035779691838105617
Position 277: 0.000307660114378729
Position 2899: 0.00027493197501371285
Position 49: 0.00027249426679947295
Position 1042: 0.0002579364405996736
Position 500: 0.00018591895947699905
Position 505: 0.00015902696102742817
Position 2423: 0.0001276084629245482
Position 1386: 0.0001215318713254379
Position 1687: 9.056042636001419e-05
Position 698: 8.828045594285143e-05
Position 478: 8.199216236382148e-05
Position 609: 7.731473984842573e-05
Position 1241: 6.694491111201028e-05
Position 538: 6.18941744444171e-05
Position 955: 6.127631384938238e-05
Position 2420: 4.58838881910981e-05
Position 1516: 4.4907727080922096e-05
Position 793: 4.225878839409826e-05
Position 106: 2.175962264372557e-05
Position 438: 1.4517313494132394e-05
Position 736: 1.408527048304034e-05
Position 883: 1.327930129969387e-05
Position 1325: 1.2920925168668338e-05
Position 108: 8.463158347885048e-06
Position 284: 5.396994262567962e-06
Position 261: 5.321991021417501e-06
Position 153: 3.0470845644037496e-06
Position 291: 1.6543068054462284e-06
Position 2736: 1.3307121942616601e-06
Position 3806: 7.602442435122557e-07
Position 3194: 5.699989596651609e-07
Position 365: 2.7269763641904763e-07
Position 225: 4.231161095056639e-08
Position 410: 4.412440177614385e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2339: 0.9694174929198776
Position 955: 0.8232719601608632
Position 1370: 0.7820323145615228
Position 3363: 0.6232597641995552
Position 1978: 0.5359988200277016
Position 1552: 0.4797906605067532
Position 449: 0.30248943624021374
Position 5000: 0.16111260592148555
Position 4608: 0.15497890168753914
Position 2627: 0.15192682108183864
Position 2668: 0.1498567469862451
Position 3894: 0.1452794104862188
Position 6678: 0.11359070976402529
Position 7108: 0.09487343669625255
Position 6481: 0.07598944386326437
Position 7186: 0.05739241574814259
Position 4165: 0.052158474587527405
Position 1265: 0.04997669249531145
Position 6653: 0.0480077579986358
Position 1193: 0.040907371062038296
Position 3414: 0.03816138605554027
Position 3443: 0.037982223815452104
Position 1605: 0.03096522600405451
Position 1562: 0.02379284265621694
Position 2004: 0.023508628045415543
Position 329: 0.023376321572752542
Position 3024: 0.021287245073533686
Position 1268: 0.020737976602424203
Position 1949: 0.01929031200783351
Position 712: 0.018781790643387676
Position 4326: 0.018005628954491665
Position 5778: 0.017139702028921653
Position 7059: 0.017074511976892717
Position 4296: 0.016568633552728626
Position 4250: 0.014410972163644392
Position 6950: 0.013863812992823221
Position 277: 0.010878911872298565
Position 8863: 0.009688001887385167
Position 1491: 0.0094610855154667
Position 584: 0.008373728667299848
Position 5307: 0.008059276834711394
Position 415: 0.0077219123386887915
Position 3733: 0.007517626977524574
Position 6562: 0.007499533783506266
Position 5549: 0.007100078751239535
Position 3609: 0.006829699916550606
Position 4074: 0.006300596294207174
Position 372: 0.006046990069185319
Position 2406: 0.005686830989788748
Position 3326: 0.005677150710523576
Position 1579: 0.005550554519111272
Position 2957: 0.005115105926110583
Position 2185: 0.004990898010269475
Position 4210: 0.004924626939467192
Position 1238: 0.004882948071809969
Position 2644: 0.004832427098999066
Position 995: 0.004725295114821274
Position 4182: 0.0046883048150217895
Position 4088: 0.00462543753116408
Position 1986: 0.0038423881557567963
Position 6616: 0.003500645152482359
Position 3374: 0.0034817605566413025
Position 2283: 0.0030845180668244683
Position 6203: 0.0026696082099115876
Position 6817: 0.0026026583864839424
Position 4235: 0.0025360215642313442
Position 3899: 0.0023693358363734373
Position 3051: 0.002227820002387394
Position 2597: 0.0022211676945485975
Position 1673: 0.0022093046315846327
Position 2675: 0.0019838517291200374
Position 2251: 0.0019515727107417326
Position 3150: 0.0017398800659604247
Position 2829: 0.0016341754984487537
Position 3270: 0.0016093061448493294
Position 4339: 0.0014211618045894888
Position 2776: 0.001416132468644043
Position 5380: 0.0011374285303782778
Position 2631: 0.001062005011558766
Position 4384: 0.0010122203162277752
Position 4381: 0.0010013035812222234
Position 3558: 0.0009960023709224214
Position 3465: 0.0008391146525145392
Position 3408: 0.0007824705568152642
Position 1891: 0.0006674272540858517
Position 1567: 0.0006456872778175366
Position 3967: 0.0006262275698588228
Position 1315: 0.0006247275232703607
Position 1644: 0.0005289023838895512
Position 793: 0.00043649091898848626
Position 1006: 0.0004321062061197151
Position 1042: 0.00032486539152482415
Position 976: 0.0002720078540294717
Position 379: 0.0002485869913439225
Position 4397: 0.0002435089141868796
Position 3086: 0.0002288702389373128
Position 959: 0.00022030605689492055
Position 247: 0.0001946473532997618
Position 385: 0.00019300047261986797
Position 212: 0.0001757803232162789
Position 2990: 0.00016036760130319058
Position 673: 0.00013845454961359746
Position 850: 0.0001300661671208778
Position 2679: 0.00010485667401215025
Position 877: 9.476480208856561e-05
Position 3379: 8.917243502805686e-05
Position 1581: 8.823930968455931e-05
Position 2289: 8.091483860454847e-05
