Gene = GMPS
index = 603
Annotated 5SS: [  362 23164 27506 33425 35728 40350 40744 44035 45657 48803 51767 54831
 61345 64511 65975]
Annotated 3SS: [22981 27390 33326 35623 40155 40577 43882 45482 48696 51650 54704 61228
 64379 65801 67054]
SMsplice 5SS: [  362 14246 23062 27506 27699 28329 33425 40744 44035 44510 45657 48803
 49666 51767 54831 61345 64511 65975]
SMsplice 3SS: [14158 22981 27390 27589 28203 33326 40577 43882 44253 45482 48696 49595
 51650 54704 61228 64379 65801 67054]
top_k =  500
Partition function (log Z): -36.07846037468891

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.993789702104376
Position 14246: 0.8000185300641391
Position 16996: 0.4173393630385169
Position 23062: 0.2535747303964784
Position 23164: 0.18656645832163252
Position 23098: 0.17065854262163566
Position 23087: 0.10311311825127462
Position 14495: 0.07831245278376876
Position 12287: 0.06255192187822171
Position 18794: 0.038371561534093226
Position 2325: 0.03652714348616839
Position 687: 0.003541550771940947
Position 7203: 0.0009023505697485385
Position 1007: 0.0007592689847366042
Position 33: 0.0005346427630460547
Position 681: 0.00043164061817380057
Position 579: 0.0004267723209147873
Position 9844: 0.00020504979204067833
Position 5688: 0.00019580029502647714
Position 117: 0.0001940117661211579
Position 1076: 0.00018297681644946671
Position 4618: 0.00013784580488389116
Position 8281: 0.00012636466418314995
Position 1734: 0.00010317995204649468
Position 934: 9.506262772078311e-05
Position 1630: 7.013242921510508e-05
Position 1088: 3.1622488481328476e-05
Position 1686: 2.9426882657671443e-05
Position 512: 2.7787239191790086e-05
Position 12: 2.5703329302245026e-05
Position 130: 2.45268790928634e-05
Position 1485: 2.436368927942533e-05
Position 8329: 1.774054703705607e-05
Position 1249: 1.6807102226553513e-05
Position 725: 1.4231966270135757e-05
Position 1416: 1.2217803891582086e-05
Position 707: 1.1375951140378566e-05
Position 2195: 1.0671218297779682e-05
Position 2174: 9.83174944743531e-06
Position 2390: 9.532836467358023e-06
Position 5717: 9.50616352871007e-06
Position 2101: 7.115709078757212e-06
Position 2329: 4.4504140441711e-06
Position 3095: 4.192881040326053e-06
Position 368: 3.0279279856502554e-06
Position 1028: 2.6302533165802147e-06
Position 1137: 2.5954709304844916e-06
Position 374: 2.22553517837118e-06
Position 3760: 7.693101570036578e-08
Position 3057: 6.384944172566475e-08
Position 4294: 6.339691663237011e-08
Position 2347: 3.888734182587384e-08
Position 3826: 3.3139629432248995e-08
Position 813: 2.430570072084025e-08
Position 294: 2.3364960003568968e-08
Position 826: 7.310767426142921e-09
Position 719: 6.498500838343331e-09
Position 464: 6.1894031243177744e-09
Position 343: 4.319135836538136e-09
Position 943: 4.306961261672234e-09
Position 648: 2.6025373478143593e-09
Position 299: 1.2873931914900083e-09
Position 289: 1.133352458394663e-09
Position 170: 9.144644033720375e-10
Position 855: 6.552214518532746e-10
Position 709: 5.457339147906116e-10
Position 80: 3.4875993591285157e-10
Position 305: 1.270361912334271e-10
Position 573: 5.1934193197392125e-11
Position 711: 3.5357651834821954e-11
Position 505: 3.482171438805815e-11
Position 497: 8.412121991865744e-12
Position 565: 1.649300861635206e-12
Position 556: 8.51240625443442e-13
Position 587: 8.066555204962457e-13
Position 571: 1.9827116585031828e-13
Position 529: 7.967548472110653e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 22981: 0.9109406298504449
Position 25903: 0.7140296911607198
Position 14158: 0.6986405947674825
Position 16895: 0.22449525328717604
Position 16762: 0.1966568137631855
Position 14054: 0.10285816766839861
Position 12145: 0.06316712970482877
Position 14411: 0.05023855908112188
Position 18729: 0.041091478963803614
Position 23403: 0.03367820866004393
Position 14415: 0.02882403918050293
Position 25308: 0.023365471205034734
Position 2212: 0.02170686955081587
Position 2125: 0.011245038595273229
Position 17450: 0.004134577261806932
Position 2194: 0.003494967445906701
Position 10656: 0.002298974292173713
Position 12560: 0.0020421140257238903
Position 7286: 0.0020200409100377434
Position 19448: 0.00177474566855796
Position 4396: 0.001571428882681145
Position 8518: 0.0009504638856453945
Position 7065: 0.0008831573111544666
Position 2249: 0.0008545643397200978
Position 17202: 0.0006560107253445857
Position 2776: 0.0005834754573180125
Position 14998: 0.0004156859629163169
Position 460: 0.0003932404337104316
Position 9728: 0.0003596666379787679
Position 4258: 0.00034989070349617467
Position 13003: 0.000345973623493857
Position 15187: 0.0003132755180725853
Position 9761: 0.0002557390706557402
Position 12887: 0.0002394270544364835
Position 8027: 0.00023470532379994122
Position 10681: 0.00019516948202077147
Position 2268: 0.0001847584409268781
Position 9748: 0.00018335303098415283
Position 3709: 0.00017949639638753913
Position 9485: 0.0001771071008476889
Position 5587: 0.00016798952329625765
Position 1065: 0.0001657835809233947
Position 13601: 0.00014758984477615354
Position 2631: 0.0001466086008599464
Position 10236: 0.0001260504133932921
Position 6590: 0.00012260410760964895
Position 2772: 0.00011781396779940209
Position 4392: 0.00011391957212478074
Position 473: 0.00010122444195078793
Position 3119: 9.824433127734891e-05
Position 11990: 8.270007194522237e-05
Position 9215: 7.8655467044032e-05
Position 7282: 7.78383175203734e-05
Position 5642: 7.780752079917403e-05
Position 8760: 7.694259875980245e-05
Position 11665: 7.359028814436514e-05
Position 7668: 6.510778486900736e-05
Position 11954: 6.43133859674167e-05
Position 2797: 6.300518861802467e-05
Position 916: 5.6071384999952294e-05
Position 8091: 5.1610862792530416e-05
Position 3890: 4.072528983344772e-05
Position 9051: 3.723458315583093e-05
Position 1629: 3.308298233621182e-05
Position 3995: 3.276344989744105e-05
Position 6939: 3.089143018488412e-05
Position 6907: 3.057760145681633e-05
Position 7647: 2.7163319115499143e-05
Position 4030: 2.6797714421147398e-05
Position 490: 2.6400224097595303e-05
Position 6318: 2.6192806514319724e-05
Position 6007: 2.594835285645287e-05
Position 6990: 2.534675967290113e-05
Position 2572: 2.4134632719707766e-05
Position 1870: 2.1806075619144336e-05
Position 2493: 2.1033178046877124e-05
Position 4416: 1.8602535644353476e-05
Position 1000: 1.6085444988114942e-05
Position 1898: 1.604114623117437e-05
Position 7868: 1.5300075949102475e-05
Position 6499: 1.4940539705309348e-05
Position 2911: 1.4878700080616295e-05
Position 5318: 1.3967006746485413e-05
Position 6664: 1.3824396284674055e-05
Position 6415: 1.3713745133866627e-05
Position 7758: 1.3579567965321204e-05
Position 5687: 1.3473799443647391e-05
Position 5502: 1.3253814633458308e-05
Position 1852: 1.318947427708898e-05
Position 1583: 1.2459461524131164e-05
Position 6831: 1.208567827592201e-05
Position 4715: 1.1756471677095416e-05
Position 802: 1.1523432762505583e-05
Position 4125: 1.1128228072782446e-05
Position 3869: 1.1077231521052405e-05
Position 6713: 1.0441754117096857e-05
Position 5875: 1.0337234911916463e-05
Position 1104: 1.0329035310210309e-05
Position 6889: 1.0096697454112306e-05
Position 578: 9.538409535341151e-06
Position 2847: 9.471927282448266e-06
Position 4739: 8.86478945502363e-06
Position 4319: 8.820826271713277e-06
Position 4280: 8.656811129704903e-06
