Gene = AGMO
index = 38
Annotated 5SS: [   296   1875  17244 131011 143458 167903 171176 171345 174610 176570
 195876 196502]
Annotated 3SS: [  1743  17091 130906 143361 167835 171109 171264 174474 176452 195792
 196395 360655]
SMsplice 5SS: [   350   1875   2375  17244  45221  53682  53956  55364  63199  93286
 107115 123491 131011 143458 162399 167903 171345 174572 176570 195939
 196502 298170 344975 358987]
SMsplice 3SS: [  1743   2189  17091  45163  53542  53858  55180  63131  93151 106991
 123324 130906 143361 162325 167835 171228 174474 176452 195792 196395
 297960 344859 358746 360655]
top_k =  500
Partition function (log Z): -155.4054979529775

Sorted 5' Splice Sites (High to Low Probability):
Position 1875: 0.994750976379646
Position 2375: 0.962753678251547
Position 17244: 0.8498325610011965
Position 350: 0.4916923062890967
Position 296: 0.4555018504947087
Position 13725: 0.3035047554175385
Position 1320: 0.03209958876652945
Position 275: 0.01689879972165952
Position 3002: 0.013969413400437817
Position 9776: 0.004397645339445449
Position 355: 0.004086297458413071
Position 3163: 0.0039062176553823374
Position 740: 0.0025538024682378326
Position 2370: 0.002210199280477641
Position 13757: 0.001962874265398252
Position 1924: 0.001842402521686909
Position 5516: 0.0017151939221923837
Position 6622: 0.001436942124562896
Position 3908: 0.0014349673700228092
Position 2976: 0.0009507169468050328
Position 620: 0.0009089930154698355
Position 4680: 0.0004968961709765259
Position 1559: 0.0004350988845622942
Position 572: 0.0003921780266701487
Position 1817: 0.0003775029524818265
Position 1887: 0.0003706769924689936
Position 6418: 0.00036954904641665144
Position 1376: 0.0003397882902088186
Position 4147: 0.000325781808262661
Position 4588: 0.0002841871124675783
Position 494: 0.00027397363698188266
Position 896: 0.0002675401297128618
Position 3527: 0.00026357701554168423
Position 3840: 0.0002509579712967352
Position 7057: 0.00023975258687018708
Position 287: 0.00023915662258322648
Position 203: 0.000232570258437348
Position 1023: 0.00022394813216411452
Position 4324: 0.00022166513075436855
Position 3209: 0.0001394903991042888
Position 6500: 9.640174723831712e-05
Position 1879: 9.593239557118284e-05
Position 797: 9.224732530930314e-05
Position 4377: 7.780202273998201e-05
Position 578: 6.45140848179747e-05
Position 1839: 6.372292441612187e-05
Position 2757: 5.467759421768674e-05
Position 698: 4.80315170488141e-05
Position 25: 4.485457405044775e-05
Position 823: 2.9794436500472797e-05
Position 1241: 2.7505351874122127e-05
Position 974: 1.3504303491413432e-05
Position 2755: 1.3375572329077241e-05
Position 969: 1.2077712921341468e-05
Position 4910: 1.1328097791611308e-05
Position 777: 1.1254472065245027e-05
Position 1853: 9.287551525975036e-06
Position 760: 7.764131618692403e-06
Position 1014: 7.2881734871720654e-06
Position 4698: 5.618670778525941e-06
Position 878: 5.590561646540613e-06
Position 2886: 5.48018627629705e-06
Position 3024: 5.362447149162185e-06
Position 1436: 4.5150317801560875e-06
Position 1687: 3.192614032271937e-06
Position 918: 3.0546765743736962e-06
Position 629: 2.8889193283906984e-06
Position 1395: 2.515510504643965e-06
Position 1601: 2.0607114357869174e-06
Position 843: 1.8752896505453459e-06
Position 6494: 1.7036423254844963e-06
Position 703: 1.6586241750466972e-06
Position 3862: 1.422964059384717e-06
Position 2559: 1.261976035300918e-06
Position 20: 1.0640356106106181e-06
Position 2236: 6.148863470931037e-07
Position 3306: 3.094040116259805e-07
Position 3251: 3.093293116209441e-07
Position 3113: 1.5295076125438034e-07
Position 27: 1.427791892433857e-07
Position 3263: 1.0440123188641866e-07
Position 246: 6.443856723387677e-08
Position 47: 6.276053388966001e-08
Position 542: 5.4719244800652414e-08
Position 223: 4.7002978971348274e-08
Position 36: 3.783074558205822e-08
Position 446: 3.146971063755081e-08
Position 549: 2.7754797576005854e-08
Position 370: 2.127700221993979e-08
Position 103: 1.4182890058480973e-08
Position 1860: 1.352808332372218e-08
Position 197: 1.3382634341334208e-08
Position 75: 5.983079199462677e-09
Position 606: 5.784007564438826e-09
Position 2110: 4.234204913545779e-09
Position 56: 1.988249668386654e-09
Position 375: 2.1666247142439206e-10
Position 422: 2.135572906701329e-10
Position 435: 3.3372597738103604e-11
Position 226: 2.7944153120215925e-11
Position 514: 2.1485216400974942e-11
Position 94: 1.0687365087225558e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1743: 0.9302141798405964
Position 2189: 0.8789134374223332
Position 17091: 0.4706943518002362
Position 17103: 0.40196173616620723
Position 13644: 0.3170260828929957
Position 17654: 0.22669222302743136
Position 20309: 0.18167739864088245
Position 24641: 0.14655363405637778
Position 20236: 0.12810036582946757
Position 1790: 0.051818468335601574
Position 21883: 0.049817323265560445
Position 2290: 0.045041759173656645
Position 19206: 0.038582961150323794
Position 18348: 0.03069103662207279
Position 17802: 0.022024975589190365
Position 2307: 0.021386517878686628
Position 13890: 0.018678847549802775
Position 17383: 0.018088303106284363
Position 2915: 0.012005796273032816
Position 4232: 0.011856515926044729
Position 7000: 0.010595994010275691
Position 13035: 0.01015168638512997
Position 14161: 0.00929053026582866
Position 17848: 0.007604339713615099
Position 6490: 0.0070049818547677925
Position 1637: 0.0068971430913610755
Position 4488: 0.006877767126287221
Position 2265: 0.006397403512492789
Position 9629: 0.005975761919767529
Position 3095: 0.0055042767225953505
Position 2131: 0.005453020945477679
Position 5392: 0.0051229467059342336
Position 3373: 0.004220996050512379
Position 1597: 0.00414107117570575
Position 2219: 0.003969052441673636
Position 2235: 0.0037330847042823965
Position 7734: 0.0028939678825729244
Position 2919: 0.0028736406707601967
Position 14726: 0.0024299689784024756
Position 13814: 0.0023959108671532292
Position 11590: 0.002273010675128517
Position 1715: 0.002023577087662558
Position 11758: 0.0019043884102562364
Position 13467: 0.0017875495133181504
Position 3791: 0.0017762970088817194
Position 9968: 0.0017028689029882178
Position 701: 0.001610114434628767
Position 13683: 0.0016086926618091542
Position 2230: 0.0014264522129936474
Position 2505: 0.0013456875511652655
Position 5389: 0.0013077643781627013
Position 1156: 0.0012872760837231427
Position 10146: 0.0011863646757102164
Position 1804: 0.0010779868087985118
Position 673: 0.0010270950481942717
Position 7584: 0.0008837069688244679
Position 6878: 0.0008602512493833888
Position 9862: 0.0008513518010001535
Position 1849: 0.0007098609936084831
Position 7115: 0.0006925201348501621
Position 3062: 0.0006897057083514373
Position 2716: 0.0006561070003157297
Position 1274: 0.0006383221592747941
Position 1308: 0.0005959664829685866
Position 4304: 0.0005545291809925609
Position 1233: 0.0005293319324899668
Position 6379: 0.000477092116203091
Position 4535: 0.00047485288410602797
Position 8955: 0.0004678626324397142
Position 2811: 0.00044243292986546613
Position 4679: 0.0004173985105941244
Position 3746: 0.00035591523475547504
Position 6176: 0.00034194827216718003
Position 5892: 0.000330906860716116
Position 1681: 0.00028742985523899303
Position 2863: 0.000264653524837294
Position 4987: 0.00025048983275444185
Position 3817: 0.00023521759398339138
Position 6528: 0.00020119917670983404
Position 8477: 0.00018425492778532859
Position 8734: 0.0001839106351371794
Position 523: 0.00018204078943309521
Position 3492: 0.0001759101727540836
Position 1816: 0.00015826743409229845
Position 481: 0.00015216778324791348
Position 2670: 0.00014526670832647713
Position 8712: 0.00014088536289168815
Position 7902: 0.00013705063916104603
Position 2618: 0.00013695122854993441
Position 1271: 0.00012850743790691492
Position 1036: 0.00012814773008839193
Position 5186: 0.00012525229493227772
Position 4649: 0.00012477571227346288
Position 5417: 0.00012467975919492886
