Gene = RP11-484M3.5
index = 1173
Annotated 5SS: [213]
Annotated 3SS: [40399]
SMsplice 5SS: [  213 30979 39436]
SMsplice 3SS: [30814 39303 40399]
top_k =  500
Partition function (log Z): -21.362304937060184

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.5348003763454279
Position 611: 0.5152095704474103
Position 949: 0.423683563414278
Position 3996: 0.4215249690139272
Position 3912: 0.3582718019077173
Position 8924: 0.23214529459556943
Position 343: 0.20125059748793528
Position 3751: 0.16531553962717155
Position 8302: 0.12978714842275058
Position 1620: 0.11001257305846798
Position 3121: 0.01834316567426037
Position 1613: 0.017740690275940448
Position 3762: 0.014766946607738378
Position 630: 0.01166122310133046
Position 7758: 0.009894735326479063
Position 6649: 0.00753091601994804
Position 9662: 0.006427231929594103
Position 1143: 0.00630381145427288
Position 993: 0.006222752857326451
Position 201: 0.005100743208267441
Position 287: 0.004855943561272565
Position 2138: 0.003263599411960077
Position 730: 0.002840601552277065
Position 103: 0.002244473374797947
Position 3004: 0.0005266321720433496
Position 275: 0.00035293528290138105
Position 670: 0.00024989327570328274
Position 12: 0.00022238492241031618
Position 582: 0.00014843116940610246
Position 765: 7.802969911605298e-05
Position 217: 7.082830805450131e-05
Position 84: 5.867437299977515e-05
Position 337: 4.580750165401591e-05
Position 784: 3.1680440032327783e-05
Position 687: 2.4943402890484258e-05
Position 475: 2.202369415669156e-05
Position 347: 1.77534176683715e-05
Position 708: 9.681926537858492e-06
Position 349: 8.510560800620417e-06
Position 685: 7.582631348681746e-06
Position 591: 5.0431934791926305e-06
Position 36: 4.5402159327798335e-06
Position 340: 6.857053027068438e-07
Position 178: 4.75233633414089e-07
Position 306: 1.636490017769185e-07
Position 867: 1.5560179501898807e-08
Position 498: 8.954453109142676e-09
Position 481: 6.03529877175137e-09
Position 508: 5.854124124193564e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12517: 0.7237853622282456
Position 3851: 0.40373532571341075
Position 3848: 0.3472568274254891
Position 536: 0.29156665931566583
Position 804: 0.22518476626177686
Position 8737: 0.19292588171197786
Position 8146: 0.14607522431305198
Position 3544: 0.1391588204959676
Position 10677: 0.11880057511942838
Position 1505: 0.09087465353216517
Position 8844: 0.055294142886968434
Position 817: 0.0438734577300772
Position 424: 0.03717547755982749
Position 3813: 0.03704455124556173
Position 880: 0.03436858323492508
Position 3574: 0.03317414834225023
Position 365: 0.027347418412255114
Position 7656: 0.022782531225901157
Position 4111: 0.022157791617287804
Position 713: 0.020469136800256107
Position 3026: 0.013437944586632498
Position 863: 0.011718616795564471
Position 1462: 0.011610267896097495
Position 9566: 0.010353173372285944
Position 10745: 0.010322983271934606
Position 10567: 0.010104632201579332
Position 6533: 0.008817104695316486
Position 7887: 0.007689276219985014
Position 5747: 0.007185964654530809
Position 3370: 0.006797423822029853
Position 755: 0.0066353053333769
Position 13531: 0.00570471495563746
Position 508: 0.005328978697341515
Position 1586: 0.0047635515970879646
Position 729: 0.004587656615960443
Position 2994: 0.004290031531247076
Position 7137: 0.0042771574295386704
Position 1420: 0.004268606976737561
Position 866: 0.004224888979930591
Position 1970: 0.003924045721209442
Position 1367: 0.0034292006170590396
Position 3911: 0.003199945754999723
Position 10697: 0.002857341051838931
Position 8483: 0.002763775198093133
Position 8230: 0.0025353018080966883
Position 5842: 0.0025061504561806744
Position 764: 0.002286653792233517
Position 7859: 0.001973253413400362
Position 9721: 0.0018812432599467333
Position 7768: 0.0017396202982751707
Position 8012: 0.0016740837537313773
Position 1533: 0.0016701337293468068
Position 1392: 0.0016307563830964134
Position 9122: 0.0014914000255417184
Position 3515: 0.001429418667740309
Position 481: 0.0013861508639058352
Position 4226: 0.0013576660099701454
Position 539: 0.0012659816878627097
Position 981: 0.0009107995454893798
Position 889: 0.0009093933946528837
Position 5461: 0.0008967615144835604
Position 4543: 0.0007924187217866508
Position 2888: 0.0007836202656685418
Position 4523: 0.0007244266373068108
Position 475: 0.0007123483586792895
Position 829: 0.0007017963284756343
Position 1321: 0.0006768818461860562
Position 5389: 0.0006448143421963941
Position 774: 0.000629092655844055
Position 1042: 0.0005919189460321025
Position 948: 0.0005297988107580928
Position 4557: 0.0004986669131959656
Position 834: 0.0004377804968782803
Position 575: 0.00037821499610630696
Position 4823: 0.0003253381823054455
Position 3761: 0.00030255707496710583
Position 3073: 0.0003013010528269026
Position 2025: 0.000285927325108841
Position 1560: 0.0002766202360097883
Position 6174: 0.000262696628002169
Position 1348: 0.0002584031073357199
