Gene = PIP
index = 1032
Annotated 5SS: [ 135 3223 7113]
Annotated 3SS: [3116 6997 7440]
SMsplice 5SS: [ 135 3223 7113]
SMsplice 3SS: [3116 6997 7440]
top_k =  500
Partition function (log Z): -5.642208875770045

Sorted 5' Splice Sites (High to Low Probability):
Position 3223: 0.9844898978647951
Position 135: 0.8632279807830718
Position 7113: 0.5983750766445171
Position 3495: 0.389033951462343
Position 5276: 0.3507392757396554
Position 3815: 0.23402807851659063
Position 6064: 0.1678071060851011
Position 3468: 0.10855452852443821
Position 5533: 0.08721215117268541
Position 3833: 0.06334498542512906
Position 3612: 0.05989598099334613
Position 1197: 0.05646413392615615
Position 3658: 0.055789484087678455
Position 1048: 0.05056300008594637
Position 4523: 0.04439536250502387
Position 513: 0.044337099295289416
Position 278: 0.027296671250765122
Position 701: 0.023320687244570194
Position 2491: 0.02245212211887959
Position 394: 0.02047445801642737
Position 384: 0.020065691395522736
Position 2486: 0.018191721467625106
Position 3533: 0.017126273200744793
Position 2494: 0.016043465339542692
Position 6219: 0.014652603005876457
Position 4612: 0.014253620395233424
Position 2536: 0.012199438401385175
Position 1184: 0.01178166565761219
Position 6460: 0.009247609241621815
Position 4235: 0.0067375269849578095
Position 4464: 0.004967651454326811
Position 879: 0.004483533714147391
Position 759: 0.004088135788905837
Position 5997: 0.0023385577270210204
Position 3936: 0.0022884530990235304
Position 5271: 0.002012354818866641
Position 7035: 0.0012120491859118397
Position 3157: 0.0011845577951743783
Position 4379: 0.0006989883008201613
Position 3822: 0.0006326621837155451
Position 5975: 0.0005970093905349079
Position 3616: 0.0004074366641319077
Position 3220: 0.000203940216291319
Position 3505: 0.00018421628160848234
Position 3153: 0.0001750176887019274
Position 988: 0.00012322142880804007
Position 946: 0.00010936751301883786
Position 3227: 9.828677337941091e-05
Position 788: 9.102383128880907e-05
Position 371: 8.52270779275553e-05
Position 677: 5.320161538473718e-05
Position 391: 5.2745923263455255e-05
Position 1800: 5.18875629178174e-05
Position 923: 4.467476923757408e-05
Position 60: 4.0420756518204875e-05
Position 1427: 2.8519210111946483e-05
Position 896: 2.759666630357009e-05
Position 1276: 2.6029758144456286e-05
Position 837: 2.5067302169203503e-05
Position 1716: 2.3430143864168792e-05
Position 769: 2.2084935752975487e-05
Position 1555: 1.9130577367387798e-05
Position 2736: 1.8782749425649634e-05
Position 105: 1.6042340636513703e-05
Position 730: 1.5985329688882843e-05
Position 464: 1.3526422454544278e-05
Position 1725: 1.3102407036346559e-05
Position 593: 1.1688681588469674e-05
