Gene = PM20D1
index = 1044
Annotated 5SS: [  214  2233  4793  5307  6031  6451  7442  7964  8307  9866 17520 19838]
Annotated 3SS: [ 2145  4559  5219  5899  6330  7365  7901  8227  9793 17350 19737 21373]
SMsplice 5SS: [  214  2233  5307  6451  7442  8307  9401  9866 17520 17721 19838]
SMsplice 3SS: [ 2145  5219  6330  7365  8227  9332  9793 17433 17605 19737 20027]
top_k =  500
Partition function (log Z): 10.565469739225707

Sorted 5' Splice Sites (High to Low Probability):
Position 9866: 0.9982270055914438
Position 6451: 0.9683397926715932
Position 17520: 0.9510825130000343
Position 19838: 0.9482879980361018
Position 7442: 0.9303014680789609
Position 8307: 0.8739982961859466
Position 9401: 0.8273429948455706
Position 2233: 0.8059528968559505
Position 5307: 0.797189234736976
Position 17721: 0.7552815008605256
Position 214: 0.6536866777792536
Position 4715: 0.42273071738223666
Position 13229: 0.3625760496055939
Position 56: 0.3327639608728796
Position 19371: 0.2896288383598456
Position 20285: 0.2733566813252741
Position 6031: 0.18583402284433156
Position 19307: 0.16945779015065968
Position 18189: 0.14521299063059262
Position 21282: 0.1220529340470124
Position 7964: 0.11808171319318204
Position 9405: 0.09202063869310043
Position 20101: 0.07671974890201697
Position 21291: 0.066853185925048
Position 21278: 0.05945239509692723
Position 12708: 0.047068151181325846
Position 9009: 0.046760453465832345
Position 2258: 0.046415116047105985
Position 7512: 0.04318523333884605
Position 5351: 0.03732453687998405
Position 8563: 0.03433997190717602
Position 19435: 0.03209109283295468
Position 10574: 0.029285446617175304
Position 19864: 0.024495887640069557
Position 9581: 0.021597338151718538
Position 5165: 0.021115441916700853
Position 19045: 0.019637277279140504
Position 4793: 0.01762487902958721
Position 1557: 0.01663107147127314
Position 19498: 0.0158992258611746
Position 1548: 0.01580951618112984
Position 426: 0.013526130764066203
Position 19851: 0.012342892829608765
Position 7243: 0.010940867617671938
Position 19108: 0.009494528574342603
Position 15: 0.008838046632640767
Position 5039: 0.008097701474545287
Position 4883: 0.007278546542249245
Position 5711: 0.0068353963575958085
Position 7232: 0.0065562871738470965
Position 3055: 0.006154543973803067
Position 4870: 0.006090536453689818
Position 8158: 0.005694453314624141
Position 7500: 0.005635432269932133
Position 251: 0.005536580894770286
Position 21494: 0.005326259337560006
Position 8154: 0.004832001251489472
Position 5065: 0.004831761638227309
Position 9346: 0.004259393934665136
