Gene = RP4-613B23.5
index = 1185
Annotated 5SS: [   83 10362 18491 46394]
Annotated 3SS: [10242 18355 46166 47303]
SMsplice 5SS: [  347 10362 18491]
SMsplice 3SS: [10218 18355 47303]
top_k =  500
Partition function (log Z): -22.995919035872998

Sorted 5' Splice Sites (High to Low Probability):
Position 10362: 0.9337558587259775
Position 18491: 0.5037742598630074
Position 347: 0.4313576021926523
Position 19574: 0.30258430144580345
Position 300: 0.29267834214891036
Position 18534: 0.22135910843783496
Position 83: 0.16452236754472055
Position 570: 0.11114438800050104
Position 18557: 0.0654778688865031
Position 13280: 0.052804292547159036
Position 20520: 0.012348654125997125
Position 19359: 0.003931454209827486
Position 384: 0.00026575777014775165
Position 2614: 6.377815772200623e-05
Position 1289: 2.2530168493937664e-05
Position 5531: 2.0122460855145154e-05
Position 914: 1.86855290709642e-05
Position 1951: 1.4607778141920876e-05
Position 4045: 1.0612854910000273e-05
Position 3309: 7.6270534918288905e-06
Position 1663: 6.6787700124165754e-06
Position 2402: 4.967317719424109e-06
Position 905: 4.039013961162875e-06
Position 543: 3.68636925455522e-06
Position 578: 2.976047430151111e-06
Position 3153: 2.8148533578690406e-06
Position 28: 2.7820672918446507e-06
Position 1595: 2.5399089993737535e-06
Position 2110: 2.3530385112869936e-06
Position 756: 8.091469613109952e-07
Position 180: 8.068366370546013e-07
Position 1417: 7.751126102475132e-07
Position 68: 7.463326635975706e-08
Position 53: 4.245994791692056e-08
Position 937: 3.014114474269031e-08
Position 734: 2.746841560766126e-08
Position 193: 2.7123632101542916e-08
Position 220: 2.0685549823843553e-08
Position 59: 1.3366301508515335e-08
Position 61: 1.2641879634743754e-08
Position 142: 7.626164854240706e-09
Position 4: 7.160742543978827e-09
Position 524: 4.768976689768707e-09
Position 946: 4.727100232605482e-09
Position 291: 3.097917308313988e-09
Position 1274: 2.7391533528000037e-09
Position 1175: 9.074503099048527e-10
Position 664: 8.993384803810726e-10
Position 381: 3.098983547706657e-10
Position 1313: 2.5118793383387137e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10218: 0.835504762299878
Position 18355: 0.8191723080119654
Position 20910: 0.5250096314540076
Position 19397: 0.3366675835991763
Position 20445: 0.17593508780523184
Position 10123: 0.09852238618507081
Position 24288: 0.075829493693848
Position 19197: 0.06419720023201693
Position 19532: 0.05132332824021018
Position 13157: 0.04762183132656407
Position 22448: 0.014925044509644537
Position 20906: 0.009561167633628662
Position 10554: 0.007403063178035864
Position 18819: 0.003958180070272715
Position 13118: 0.003929131345658315
Position 13186: 0.003857853740748569
Position 17553: 0.003622096448635452
Position 13964: 0.0019354280184953343
Position 14894: 0.0018849839420400207
Position 15636: 0.0016334431582795252
Position 18898: 0.0015567911585489026
Position 11563: 0.0009815676424148316
Position 15020: 0.0009129538178643705
Position 10550: 0.0008093340932792794
Position 10625: 0.0007354145641527428
Position 13988: 0.0006907082013152939
Position 11338: 0.0006028248557990859
Position 15667: 0.0005112320910366915
Position 13575: 0.0004573558173652609
Position 13889: 0.0004284686814032541
Position 14390: 0.0004269237346422434
Position 13279: 0.0003681113676819067
Position 4198: 0.0003512282551862016
Position 7777: 0.0002919669676120997
Position 1376: 0.00024824892021204243
Position 1398: 0.00022999707615865657
Position 13468: 0.00022370685185876016
Position 6714: 0.00019763451164804273
