Gene = OTUD3
index = 989
Annotated 5SS: [  222  8021 11968 15150 21886 22475 24104]
Annotated 3SS: [ 7871 11854 15026 21753 22377 23918 25056]
SMsplice 5SS: [  222  8021 11968 15150 21886 22475 24104 25148]
SMsplice 3SS: [ 7871 11854 15026 21753 22377 23883 25056 26643]
top_k =  500
Partition function (log Z): 4.08532616784982

Sorted 5' Splice Sites (High to Low Probability):
Position 22475: 0.9861921541032732
Position 15150: 0.9855450540977873
Position 24104: 0.8497084157526493
Position 8021: 0.8461679906756079
Position 11968: 0.8329590958557068
Position 25148: 0.8107428892471131
Position 222: 0.7461957758075913
Position 21886: 0.588725157003729
Position 6176: 0.5253848399140059
Position 29823: 0.2666119405894427
Position 4414: 0.23721227651038598
Position 9089: 0.2357162039278173
Position 16441: 0.23184373045654894
Position 975: 0.19203588938114036
Position 10082: 0.18141227989946046
Position 6159: 0.17999915612325784
Position 5981: 0.16838531699338652
Position 208: 0.164795206611724
Position 5770: 0.1532371793770834
Position 1542: 0.13058589442496313
Position 5764: 0.11448352116648107
Position 21862: 0.09936165347323767
Position 13068: 0.0816839026765029
Position 14731: 0.07221129355137408
Position 24569: 0.06539205410197914
Position 23837: 0.05483033666661169
Position 624: 0.05024528504799674
Position 13087: 0.04697513522989249
Position 21391: 0.04567391045049966
Position 9014: 0.04411523467520931
Position 15777: 0.04269960156452961
Position 21841: 0.04190824148909163
Position 13463: 0.04162877788189188
Position 9801: 0.036703679520539774
Position 2450: 0.03531429961429141
Position 13760: 0.03440242118161177
Position 21223: 0.033035745684083816
Position 5961: 0.030248038118081504
Position 21866: 0.028768187717986407
Position 21344: 0.023568985900569845
Position 6255: 0.02339765084289551
Position 26605: 0.0216398918780445
Position 17957: 0.02125606407936088
Position 24108: 0.020738352378749377
Position 21340: 0.019157120665388307
Position 14266: 0.01800469147821403
Position 10074: 0.01707534594175207
Position 22108: 0.01695111178923969
Position 1583: 0.016178280063303428
Position 12679: 0.015792265262154215
Position 15154: 0.014326751802564148
Position 7685: 0.01250745591536126
Position 466: 0.012400795785174527
Position 22521: 0.012273110481705039
Position 4460: 0.012242417164926503
Position 18270: 0.011356263164607132
Position 25255: 0.011330068308147706
Position 21881: 0.011180173635117457
Position 14121: 0.010794538849817847
Position 28406: 0.010198704191488796
Position 19616: 0.008467795461744964
Position 21236: 0.008249714286801213
Position 16576: 0.008227078363645396
Position 23708: 0.008130090295411124
Position 24331: 0.007810247534048647
Position 3411: 0.005776157685983794
Position 26373: 0.005701301892384262
Position 23406: 0.005590734846115467
Position 21447: 0.005583987878723258
Position 532: 0.005295475793679036
Position 3277: 0.004210580796998627
Position 24283: 0.004169799257333242
Position 25874: 0.003991085921462846
Position 25195: 0.0037484062937558783
Position 21141: 0.003666441070876957
