Gene = UROD
index = 1539
Annotated 5SS: [ 139  873 1069 1208 1645 1924 2430 2690 2860]
Annotated 3SS: [ 759  988 1144 1446 1761 2291 2588 2792 3189]
SMsplice 5SS: [ 139  873 1069 1208 1924 2430 2690 2860]
SMsplice 3SS: [ 709  988 1144 1761 2336 2588 2792 3189]
top_k =  500
Partition function (log Z): 2.1127543782241553

Sorted 5' Splice Sites (High to Low Probability):
Position 1208: 0.9475809063164677
Position 2690: 0.8914930569820705
Position 873: 0.8353226974874873
Position 1924: 0.7748429463943337
Position 1069: 0.7583461096537046
Position 2430: 0.6857016950841286
Position 139: 0.6685988194564443
Position 2860: 0.5792119739076284
Position 1645: 0.13189807174787924
Position 2396: 0.08446876751423438
Position 1897: 0.07653873262760302
Position 1650: 0.07560659639520097
Position 1549: 0.06994085483342638
Position 1696: 0.059662496384579884
Position 2705: 0.04793215564629925
Position 1613: 0.042345831376158834
Position 1637: 0.042054351727938546
Position 658: 0.022557972027668773
Position 78: 0.016514366527485322
Position 1280: 0.009957177134870524
Position 160: 0.009364767854789242
Position 401: 0.007584165342875884
Position 2847: 0.0074208354665447
Position 1462: 0.007221579389856671
Position 1719: 0.006925458494234884
Position 2457: 0.005514383295976736
Position 1326: 0.005325233188887635
Position 1471: 0.004671167690401361
Position 2724: 0.0020879271528589215
Position 2385: 0.0018526512822143555
Position 2880: 0.0017822529396046367
Position 635: 0.0013855817993122166
Position 3295: 0.0013607433559029896
Position 2812: 0.0012546778708611395
Position 2120: 0.0011854147817285693
Position 1546: 0.0010229114949777715
Position 1615: 0.0008521460860981645
Position 1965: 0.0008485855808465449
Position 133: 0.0006954659594065946
Position 2143: 0.0005357105630047202
Position 2718: 0.00026198189683414644
Position 841: 0.0002429473808866145
Position 1199: 0.0002349111668938108
Position 885: 0.00023410879640241674
Position 535: 0.00015192493876124163
Position 2884: 0.00012372532777771254
Position 1076: 9.085132575625269e-05
Position 2649: 7.188107989455195e-05
Position 668: 4.643256720757043e-05
Position 582: 3.941802230243311e-05
Position 143: 3.635424812776701e-05
Position 257: 3.416777229812337e-05
Position 482: 2.461157213772432e-05
Position 515: 2.0684626700682787e-05
