Gene = RECK
index = 1127
Annotated 5SS: [  666 15891 22469 23723 27448 29192 44206 47130 51529 54911 64111 65798
 68851 71732 73647 76044 80745 82535 84304 85256]
Annotated 3SS: [15831 22393 23685 27361 29143 44171 46931 51260 54730 63897 65660 68709
 71542 73523 75871 80551 82323 84229 85099 86390]
SMsplice 5SS: [  201 15891 22469 27448 28265 29192 30438 32139 47130 48916 54911 64111
 65798 68851 71732 73647 74484 76044 80745 82535 84104 84304 85256 86496]
SMsplice 3SS: [15831 22355 27361 28131 29143 30355 32015 46931 48832 54730 63897 65660
 68709 71542 73523 74343 75871 80551 82323 83873 84229 85171 86390 87035]
top_k =  500
Partition function (log Z): -43.84194505195573

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.5150321221450924
Position 366: 0.33621190733647033
Position 594: 0.25104649551103264
Position 4474: 0.18641606263316496
Position 1106: 0.1266661555193351
Position 7394: 0.07675971837879304
Position 1846: 0.07439340261894822
Position 1875: 0.03656335739935017
Position 666: 0.035388840848841294
Position 173: 0.033730247701871184
Position 116: 0.027760563875341294
Position 1048: 0.025108664397501198
Position 9305: 0.02348420911839269
Position 5524: 0.013746474647941112
Position 196: 0.013089429553616735
Position 1137: 0.0038870891336440635
Position 394: 0.002905226298189835
Position 7663: 0.0028950889828685184
Position 68: 0.002597431970085573
Position 839: 0.0023611592335703573
Position 3902: 0.0021551426459995937
Position 1337: 0.0019393065272760713
Position 408: 0.0013796250841625931
Position 3031: 0.001318069696599647
Position 3278: 0.0013077846051174759
Position 142: 0.001133857055318776
Position 3643: 0.0010278817016097141
Position 750: 0.0006617469697499656
Position 50: 0.000599883019295193
Position 875: 0.0003202831851149146
Position 688: 0.0002289927988742019
Position 1003: 0.00021220610864011418
Position 252: 0.00020824319142917423
Position 104: 0.0001949832838190862
Position 884: 0.00018437343939459703
Position 1174: 0.00010179361781350674
Position 801: 8.164174471298319e-05
Position 1414: 7.138214430354955e-05
Position 243: 6.937264218908233e-05
Position 897: 6.342320199606708e-05
Position 342: 6.23581932518036e-05
Position 306: 6.004046156475658e-05
Position 635: 4.5909154140817023e-05
Position 972: 4.545249896027767e-05
Position 1349: 3.9624493664666036e-05
Position 575: 2.9344695737991506e-05
Position 822: 2.175943185413395e-05
Position 526: 1.3489719600224022e-05
Position 186: 1.3249915083746504e-05
Position 80: 5.102902754543696e-06
Position 205: 4.984799071253098e-06
Position 184: 2.9709436777335256e-06
Position 11: 9.33023462383666e-07
Position 2662: 4.999143107236634e-07
Position 24: 3.497328886313688e-07
Position 22: 4.298754205033028e-08
Position 165: 2.607205858416082e-08
Position 626: 7.965600155704858e-10
Position 223: 5.481763291785953e-10
Position 314: 8.77587445833435e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.22034656156306456
Position 9181: 0.19919555624058313
Position 272: 0.19456625884701872
Position 965: 0.161318305407177
Position 7135: 0.15812224434706065
Position 1766: 0.13663150653672942
Position 13653: 0.1344314674034261
Position 11856: 0.10913649567165472
Position 11819: 0.08566802930300654
Position 9553: 0.08139394310774584
Position 15831: 0.04310937892305825
Position 7202: 0.03978113905474515
Position 7561: 0.02871043271038882
Position 10537: 0.02690093228906342
Position 7519: 0.020938926646663827
Position 9401: 0.013304807861909435
Position 7803: 0.01044000714351469
Position 5312: 0.00959161916120511
Position 6182: 0.009400634855574711
Position 2792: 0.009138309599082685
Position 498: 0.008849874049113452
Position 5523: 0.007499681611698896
Position 2934: 0.007288179351209102
Position 441: 0.006495778486364777
Position 223: 0.006394317080083364
Position 5843: 0.004926042127632035
Position 7926: 0.004909585883566472
Position 5420: 0.004671120216326491
Position 5266: 0.003851303082267585
Position 800: 0.0034624195745781563
Position 3561: 0.0033029043344838215
Position 7305: 0.0029154268799789695
Position 3146: 0.002908452926655012
Position 5363: 0.002867218219312565
Position 507: 0.0027724211815828
Position 5333: 0.0026331051461378806
Position 7627: 0.002545713957636888
Position 1128: 0.002431518287343443
Position 3784: 0.00241555477011414
Position 454: 0.002277429466940487
