Gene = RP11-511P7.5
index = 1174
Annotated 5SS: [ 172 3343]
Annotated 3SS: [2437 5013]
SMsplice 5SS: [172]
SMsplice 3SS: [2437]
top_k =  500
Partition function (log Z): -3.975074360839062

Sorted 5' Splice Sites (High to Low Probability):
Position 172: 0.985471600977098
Position 3343: 0.4031190989195283
Position 2341: 0.3015661160360486
Position 2622: 0.2977398272187276
Position 759: 0.28744662711718727
Position 1949: 0.17772241448603107
Position 3639: 0.07998085156501275
Position 2718: 0.07088251058259931
Position 1588: 0.04787737974884945
Position 1022: 0.03697916511106752
Position 4913: 0.03391493419589664
Position 4868: 0.02744262782379633
Position 4825: 0.02455800087634909
Position 1108: 0.024156418128681297
Position 998: 0.01822982445387463
Position 4363: 0.016466438091525162
Position 1646: 0.014495611699874813
Position 3707: 0.013398241138113463
Position 2681: 0.012460565869886977
Position 1421: 0.011598091225873568
Position 176: 0.009438402163208893
Position 4736: 0.007157583967361225
Position 2188: 0.005877145075885763
Position 1298: 0.005828755351113277
Position 1616: 0.0044361805290896545
Position 974: 0.003293846941264933
Position 434: 0.002155193483649074
Position 4836: 0.0021340790807559303
Position 2325: 0.0018961451113174235
Position 1782: 0.001876916698612495
Position 2521: 0.0017751918992734335
Position 1143: 0.0017562174125610938
Position 4254: 0.00173812531908263
Position 1086: 0.0013411187031840603
Position 385: 0.0011781628860049206
Position 1040: 0.0009522261867333318
Position 2212: 0.0008214516903323936
Position 555: 0.0007620960521026096
Position 1703: 0.0006755156678584188
Position 550: 0.0005507872409004048
Position 1197: 0.0005404840040581474
Position 4796: 0.0003769118429589417
Position 2588: 0.0003317153609096599
Position 837: 0.0003276201248856706
Position 958: 0.00031118548463610545
Position 543: 0.0003015282382947868
Position 2444: 0.00029591577579585963
Position 1069: 0.0002269253156976157
Position 296: 0.00019534580164424253
Position 2495: 0.00017760102241186663
Position 1596: 0.0001749194956012689
Position 2331: 0.00017301002890850712
Position 2047: 0.00017168373947303164
Position 954: 0.0001684224676085399
Position 925: 0.00016411928244554436
Position 211: 0.00010704395957641163
Position 560: 8.542045404948142e-05
Position 852: 6.013631461267926e-05
Position 1302: 5.751119891288743e-05
Position 1191: 5.0633568320561315e-05
Position 1708: 4.541612121217769e-05
Position 570: 4.321687564362749e-05
Position 1304: 4.094284081011066e-05
Position 1300: 3.4195243280236106e-05
Position 478: 2.2769588096319464e-05
Position 1364: 1.924468954790103e-05
Position 565: 1.2223289433393622e-05
Position 1285: 9.495673807306401e-06
Position 285: 6.525789767482302e-06
Position 963: 5.065518976322981e-06
Position 1203: 5.0408834348190564e-06
Position 346: 4.430364053080389e-06
Position 706: 4.1430535869747056e-06
Position 333: 3.7488466805817964e-06
Position 254: 3.7409375560069134e-06
Position 763: 3.610824200732016e-06
Position 1245: 2.6642270898851615e-06
Position 483: 2.2980784839131897e-06
Position 659: 1.4646702953118234e-06
Position 516: 1.2779775797638788e-06
Position 546: 1.1184798413745855e-06
Position 438: 7.588989031452804e-07
Position 496: 6.630396422729683e-07
Position 378: 6.60044151834145e-07
Position 983: 5.707020473690041e-07
Position 534: 4.7213716592431483e-07
Position 452: 4.515468218140512e-07
Position 464: 4.239745440600404e-07
Position 217: 4.196102685675347e-07
Position 830: 4.0785473506995763e-07
Position 103: 3.2888138266617056e-07
Position 74: 2.8147711275248153e-07
Position 309: 2.461587168018604e-07
Position 274: 1.4114829481070947e-07
Position 472: 6.07620201623237e-08
Position 689: 5.7685413220631376e-08
Position 681: 3.416160502460155e-08
Position 765: 5.0202353284476646e-09
Position 929: 5.01018980630986e-09
Position 6: 6.193889985338891e-10
Position 266: 4.858376044271326e-11
Position 424: 2.0448892169674067e-11
Position 351: 2.05490882887481e-13
Position 47: 2.41163833212939e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2437: 0.6966871166384621
Position 5013: 0.3658783186326898
Position 3214: 0.30661674857100407
Position 592: 0.20787099882063148
Position 2081: 0.19259980446797964
Position 1497: 0.13832791796616858
Position 4684: 0.12992601081080932
Position 1826: 0.11965663588016152
Position 4735: 0.07880329175662384
Position 3170: 0.07564633816086506
Position 3426: 0.06734371753047892
Position 3495: 0.06185028773804296
Position 996: 0.061555409558387474
Position 3454: 0.060196086034148076
Position 2129: 0.056775271895475335
Position 922: 0.05049914683190706
Position 697: 0.04189297093119315
Position 1876: 0.03743557263700243
Position 514: 0.026415835658969634
Position 4137: 0.025324115723122674
Position 2257: 0.019277696149338705
Position 3231: 0.014087590253479953
Position 2173: 0.01206584325678441
Position 2562: 0.01096752800755133
Position 3627: 0.010577942802187863
Position 2597: 0.00797485486475182
Position 4294: 0.00790126969714107
Position 2015: 0.0075267986656818815
Position 3287: 0.006497612647431203
Position 2046: 0.00588503687207104
Position 295: 0.005842516972518739
Position 5019: 0.005359185305192608
Position 1913: 0.004936407851950792
Position 3689: 0.0033806218911848823
Position 1064: 0.0026782251736900977
Position 650: 0.0026087751276759746
Position 1315: 0.0017727530723194364
Position 531: 0.001715544242508077
Position 604: 0.001232906257143985
Position 2821: 0.001116342417429371
Position 1800: 0.0008437200835694358
Position 344: 0.0008143228351835224
Position 1318: 0.0007688622174896879
Position 2609: 0.0007641961640034314
Position 3603: 0.0007357196328360738
Position 3063: 0.0005826362459395959
Position 1068: 0.0005608463493225113
Position 2612: 0.0005240566271027785
Position 1781: 0.000513355686593689
Position 574: 0.0004789156315452641
Position 702: 0.00047296663923386187
Position 1793: 0.00039501168711354614
Position 1708: 0.00036773987228778786
Position 1182: 0.0003419156329951033
Position 3911: 0.0003060356729227548
Position 1965: 0.00026162593446333714
Position 1002: 0.0002381571921293586
Position 694: 0.00023038330783443992
Position 1364: 0.00017289527397456328
Position 1239: 0.00017077127572152535
Position 1336: 0.00017002491262439626
Position 534: 0.00013782237088527557
Position 647: 0.0001301526093659928
Position 818: 0.00012009403673404067
Position 450: 0.00010323090942104652
Position 606: 9.613467595858759e-05
Position 673: 9.462890133586695e-05
Position 424: 9.070215060316412e-05
Position 1462: 8.292432571587016e-05
Position 874: 7.639648243213781e-05
Position 447: 6.636969637765514e-05
Position 675: 6.1100543441948e-05
Position 977: 5.9384935871207746e-05
Position 1754: 3.80651661610377e-05
Position 554: 3.286637898156359e-05
Position 494: 3.252731173615364e-05
Position 1325: 2.891201922866864e-05
Position 1291: 2.2692543390933323e-05
Position 929: 8.855993697678596e-06
Position 1224: 5.477083325640188e-06
Position 411: 4.800570524377827e-06
Position 1020: 4.559112629379236e-06
Position 496: 2.6253724680242492e-06
Position 730: 2.5141466951859075e-06
Position 974: 1.8119024561344275e-06
Position 709: 9.450530469277644e-07
Position 716: 4.91470179950306e-07
