Gene = KLF18
index = 748
Annotated 5SS: [2968]
Annotated 3SS: [3619]
SMsplice 5SS: [ 324 2700 2968]
SMsplice 3SS: [2582 2787 3447]
top_k =  500
Partition function (log Z): -3.908167285603964

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.93343984232068
Position 2391: 0.652791115936676
Position 2700: 0.6474758453340778
Position 2139: 0.5943794365992568
Position 1425: 0.5783873814129248
Position 811: 0.4943762670735892
Position 1803: 0.4340147116032739
Position 555: 0.41922838817448865
Position 1147: 0.3735291968215384
Position 324: 0.36494237814043745
Position 769: 0.21783300471108852
Position 1677: 0.13599740709628202
Position 1567: 0.1346405752489793
Position 1105: 0.1329245914418268
Position 1189: 0.08905712431733563
Position 607: 0.07292324172833121
Position 2155: 0.0683921179543135
Position 1441: 0.062130567750338775
Position 937: 0.04836102891011384
Position 1231: 0.04692613454556574
Position 112: 0.03565404223545664
Position 2517: 0.03520921474763366
Position 979: 0.032476819104640696
Position 1273: 0.027242391738877915
Position 1315: 0.01786025657187443
Position 1063: 0.016873159158735433
Position 3653: 0.012810429281379244
Position 280: 0.008404821583428264
Position 1021: 0.008146023402222315
Position 2281: 0.006525446584381785
Position 853: 0.005497343891978909
Position 2992: 0.004751746460721745
Position 3297: 0.003711295422202948
Position 185: 0.003084546595823788
Position 895: 0.001991806086000028
Position 727: 0.0013705227589253417
Position 439: 0.0011290071432504098
Position 3595: 0.0007508060670301919
Position 565: 0.0005833253113413387
Position 1819: 0.0005462587331725173
Position 2407: 0.0005128838705223255
Position 589: 0.0003935574251750344
Position 526: 0.00030915471923777753
Position 1971: 0.0002935507934546019
Position 306: 0.0002873326148100729
Position 544: 0.00026339036812735473
Position 3586: 0.00023946650871536841
Position 597: 0.00022307075121259687
Position 3256: 0.0002004707280711175
Position 152: 0.0001511158114109934
Position 463: 0.00014093862452485895
Position 1693: 9.257316281619497e-05
Position 1987: 7.974938188811834e-05
Position 568: 7.302202533191672e-05
Position 484: 6.225484630486322e-05
Position 228: 1.3531729918347716e-05
Position 374: 8.260157526013972e-06
Position 2972: 4.219384792045529e-06
Position 921: 3.6391350457468505e-06
Position 2323: 8.101871049571402e-07
Position 357: 1.7710583769811595e-08
Position 363: 4.585368014435412e-09
Position 10: 8.456393898136215e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2787: 0.46206378222548034
Position 2246: 0.40616796333818617
Position 1994: 0.3951609728046246
Position 710: 0.37905609068206186
