Gene = MTMR14
index = 892
Annotated 5SS: [  281  4308 12914 19333 20031 21709 23297 27926 28597 33783 35209 35503
 35786 38430 39293 39621 40682 48405]
Annotated 3SS: [ 4158 12804 19256 19969 21585 23222 27854 28521 33715 35122 35425 35748
 38358 39233 39481 40501 48248 52327]
SMsplice 5SS: [  281  1068  4308 10348 10593 12914 21709 23297 24521 27926 28597 33783
 35503 38430 39293 39621 40682 48405]
SMsplice 3SS: [  991  4158 10217 10434 12804 21585 23222 24436 27854 28521 33715 35425
 38358 39233 39481 40501 48248 52327]
top_k =  500
Partition function (log Z): 24.437807122063315

Sorted 5' Splice Sites (High to Low Probability):
Position 12914: 0.9992078976667923
Position 35503: 0.9964856076545091
Position 4308: 0.992306089146852
Position 10593: 0.982041037153491
Position 21709: 0.9593912668814079
Position 38430: 0.9521781602643564
Position 40682: 0.916680082824193
Position 39621: 0.902518466216104
Position 27926: 0.8841901270961302
Position 23297: 0.8770345368597817
Position 281: 0.8763216079680317
Position 28597: 0.8622676720825613
Position 33783: 0.8239799413901756
Position 1068: 0.8052423698098674
Position 39293: 0.6850021147166581
Position 10348: 0.6575114118474449
Position 11978: 0.6364102391699245
Position 35786: 0.5610022813522578
Position 48310: 0.5076155709255492
Position 48405: 0.4853352494696306
Position 24521: 0.4400374608034033
Position 48749: 0.35857278459106945
Position 26210: 0.30898927742082793
Position 24556: 0.26262120623447865
Position 28388: 0.259549504377421
Position 30116: 0.25057220763787696
Position 7865: 0.24786062757842062
Position 28397: 0.2109741994862224
Position 44344: 0.20919174368483107
Position 46542: 0.16434763219752271
Position 30102: 0.1498216529495586
Position 41218: 0.14488960083937286
Position 48458: 0.14244879411483674
Position 4058: 0.11711373697386225
Position 48551: 0.11006146749450413
Position 31805: 0.09494106475877827
Position 35209: 0.09412308190545593
Position 293: 0.09217869423894859
Position 13238: 0.08543636478129431
Position 35680: 0.07279601954414536
Position 42857: 0.07006079065227919
Position 33855: 0.06948521722172797
Position 36019: 0.06813761941148616
Position 46628: 0.06302766638224869
Position 20031: 0.06256381838167088
Position 37123: 0.05794537259583342
Position 1783: 0.053493795298665686
Position 44872: 0.05257403864903876
Position 38710: 0.039429352512949975
Position 45382: 0.03725853138436663
Position 13677: 0.03692874169455332
Position 36512: 0.03589139539993655
Position 5392: 0.03579348208716528
Position 21692: 0.034426018121204625
Position 40601: 0.031074813877480928
Position 19028: 0.025828058050653222
Position 48639: 0.025548700841295995
Position 10314: 0.024593452785637765
Position 23289: 0.02383418874661699
Position 49184: 0.023571919164062462
Position 36397: 0.022259299566030386
Position 39376: 0.020340180600327
Position 21539: 0.01999773008481851
Position 39645: 0.018955422793692184
Position 30108: 0.018719328876534262
Position 24489: 0.01832306913436285
Position 35591: 0.01783864364443717
Position 50349: 0.017420950079874577
