Gene = RGS7BP
index = 1136
Annotated 5SS: [  491  1579 69606 88559 92137]
Annotated 3SS: [  1411  69474  88410  92065 102861]
SMsplice 5SS: [  224   491  9370 29564 36763 41507 56471 69606 88559 92137]
SMsplice 3SS: [   391   9250  29426  36643  41389  56359  69474  88410  92065 104199]
top_k =  500
Partition function (log Z): -43.62435001764251

Sorted 5' Splice Sites (High to Low Probability):
Position 491: 0.9911730279681199
Position 9370: 0.9561372464004689
Position 1579: 0.4930265064917447
Position 10385: 0.40687465485564134
Position 224: 0.39064805672811337
Position 11473: 0.25256573257622594
Position 206: 0.24081807035301034
Position 6325: 0.14339720532815933
Position 20557: 0.12134429496421589
Position 6318: 0.11880646358188114
Position 12322: 0.10944422804568811
Position 6298: 0.08398337461331766
Position 817: 0.06573559617357727
Position 10024: 0.05940409918911506
Position 5045: 0.05684459304392865
Position 4748: 0.05677201000889328
Position 968: 0.05322568661470904
Position 729: 0.051901431679399423
Position 7996: 0.042731995559815286
Position 175: 0.037475177299343784
Position 12915: 0.035851045400864735
Position 67: 0.03311004813229404
Position 320: 0.03216139827946099
Position 12413: 0.029259503755883737
Position 12000: 0.01919533182074715
Position 1320: 0.010488628766259134
Position 5748: 0.009423642471161925
Position 2935: 0.00842650906276154
Position 13311: 0.007710835808695067
Position 4646: 0.007130584599755288
Position 1481: 0.006645537320478875
Position 1601: 0.006063844819337763
Position 495: 0.005441334293566079
Position 3210: 0.004061465996365175
Position 14493: 0.003806777114823833
Position 312: 0.0032332278965378643
Position 2097: 0.0030671949012524577
Position 4723: 0.0029183507569650576
Position 675: 0.002891810894157043
Position 5056: 0.002008331163281319
Position 1164: 0.0015190958065854283
Position 4739: 0.0014698618604852725
Position 742: 0.001442567512371205
Position 733: 0.0013540171509597717
Position 948: 0.0009791364137005717
Position 3761: 0.0009020638526758154
Position 760: 0.0008523359829468144
Position 1174: 0.0007701103528693064
Position 552: 0.00047769862267697463
Position 975: 0.0004562189015527384
Position 4506: 0.0004001238159640564
Position 661: 0.0003582122226739494
Position 318: 0.00025240551065182473
Position 778: 0.0002006228998395207
Position 895: 0.00019103076455597134
Position 1114: 0.00013157493354858655
Position 672: 0.00012452579469955443
Position 30: 8.549922986230279e-05
Position 538: 7.156194097922506e-05
Position 1381: 6.491594108757616e-05
Position 330: 2.339646908314255e-05
Position 2449: 1.2284124727219907e-05
Position 117: 4.375291391845216e-06
Position 696: 2.897938776137086e-06
Position 1257: 2.4427844080820154e-07
Position 367: 7.851403716719319e-08
Position 710: 5.7309248781877744e-08
Position 556: 1.2681093800131968e-09
Position 547: 5.407927220235147e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 21790: 0.9817442908767995
Position 9250: 0.9366275637351701
Position 391: 0.7191597880216983
Position 1411: 0.4831187425151983
Position 6206: 0.3465931776218063
Position 11312: 0.2109750467590431
Position 10318: 0.16737184106511532
Position 12289: 0.14134086917050026
Position 10205: 0.13161853755155245
Position 20444: 0.12353708594135787
Position 597: 0.10408511256483233
Position 9878: 0.059497679179475314
Position 10274: 0.05940051183487381
Position 11335: 0.04288728075195105
Position 7765: 0.04275942696890025
Position 4611: 0.036174240483234074
Position 12754: 0.03599899462821213
Position 842: 0.03109372976076917
Position 4678: 0.02664672574391775
Position 645: 0.02040391565467868
Position 9281: 0.020010674639471773
Position 4925: 0.019901967692119486
Position 11917: 0.019559033569315477
Position 10332: 0.01693125291840858
Position 5008: 0.015027627379818031
Position 4980: 0.0138099308810811
Position 10295: 0.013482193155991301
