Gene = WLS
index = 1573
Annotated 5SS: [  360 38599 73431 77455 79037 82366 83991 84418 86685 87985 94774]
Annotated 3SS: [ 38325  73305  77292  78899  82196  83892  84353  86540  87900  94619
 106217]
SMsplice 5SS: [  360 11616 38405 41277 73431 73751 77455 82366 82924 83991 84136 84418
 87985 94774]
SMsplice 3SS: [ 11532  38325  41152  73305  73508  77292  82196  82769  83892  84056
  84353  87900  94619 106719]
top_k =  500
Partition function (log Z): -48.154356297544595

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.982931599633393
Position 11616: 0.8632041865991457
Position 4395: 0.4201940310738134
Position 2617: 0.3965386584630762
Position 12978: 0.2969533620329774
Position 8498: 0.22568605128206914
Position 11423: 0.1717034996899908
Position 14013: 0.09854509950746002
Position 4404: 0.06500241739939647
Position 3391: 0.05892014138665083
Position 966: 0.04110314659196859
Position 4333: 0.0407672844440283
Position 9424: 0.03707413240774059
Position 11413: 0.030756275172163706
Position 12404: 0.02966434924329418
Position 987: 0.01931814810764148
Position 2545: 0.018958700880952715
Position 9192: 0.017328982498597656
Position 6713: 0.017292321172128068
Position 1489: 0.01701138254393011
Position 17532: 0.016554460235421696
Position 1314: 0.011465848191611576
Position 3023: 0.011426270544133553
Position 2472: 0.01068550160501238
Position 13763: 0.00911747996230123
Position 1217: 0.009047775329808664
Position 7501: 0.008818055289857537
Position 2626: 0.008571250148269262
Position 9174: 0.006120111515253798
Position 181: 0.005460667542189659
Position 9168: 0.00467183727568009
Position 344: 0.004014222402438011
Position 2335: 0.0015145524980068993
Position 177: 0.0014232365041327833
Position 992: 0.0012453290712426718
Position 851: 0.000737441943097201
Position 364: 0.0006453355527630655
Position 854: 0.0005238259137897266
Position 306: 0.00044600260383615916
Position 1738: 0.0004427802475036591
Position 2285: 0.0003485835258789356
Position 2395: 0.0002834710644541703
Position 302: 0.00023720202664235238
Position 890: 0.00016791598360450626
Position 1049: 0.00015835197518625961
Position 581: 0.00013024734155013808
Position 1144: 9.226275161348825e-05
Position 1065: 8.735973089624739e-05
Position 139: 7.293436769739448e-05
Position 85: 5.1028775507027214e-05
Position 179: 1.9347305232118e-05
Position 6309: 1.8593820199964932e-05
Position 4594: 1.5901443084674883e-05
Position 106: 8.304380074801319e-06
Position 443: 5.3300447796771526e-06
Position 1076: 4.140409014590311e-06
Position 1002: 3.2820735630183614e-06
Position 669: 3.057315353673255e-06
Position 760: 1.668971426850984e-06
Position 1007: 1.6569850576198272e-06
Position 616: 7.494254237928049e-07
Position 867: 6.636618578796939e-07
Position 801: 3.289143990561147e-07
Position 975: 2.912516500016353e-07
Position 100: 1.411666567977643e-07
Position 295: 1.2617916546584723e-07
Position 564: 1.2336009575323404e-07
Position 517: 1.1104188805625976e-07
Position 8: 6.310416697052461e-08
Position 661: 5.847973839912716e-08
Position 485: 5.129421937459808e-08
Position 729: 3.7822215099042575e-08
Position 474: 1.0898762808245187e-08
Position 537: 1.0275583253078626e-08
Position 322: 1.4499924207955684e-10
Position 320: 6.566922549451468e-11
Position 396: 5.50635922777076e-14
Position 575: 6.145833640395062e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11532: 0.9694460645630114
Position 4297: 0.44559835399543507
Position 2532: 0.40423641661158816
Position 12896: 0.2979851512184921
Position 11318: 0.20409853076590476
Position 18374: 0.17305411223947478
Position 25473: 0.14008077756633902
Position 8355: 0.13179461021455396
Position 17441: 0.13125964393319686
Position 8408: 0.09665805432388984
Position 13847: 0.09483159561454514
Position 15975: 0.08027594978881751
Position 13798: 0.07555970484954405
Position 15838: 0.05032802591473047
Position 9030: 0.047164048846534266
Position 4214: 0.044008091726947196
Position 3291: 0.04127657832485187
Position 14484: 0.03782759731443849
Position 16993: 0.035084891475825906
Position 13750: 0.03335803543734784
Position 9282: 0.032587126722307055
Position 11824: 0.03153411973266786
Position 744: 0.03150084471509152
Position 12268: 0.03150064734425145
Position 2352: 0.0240232801174783
Position 4228: 0.019235911170038436
Position 11745: 0.01889419678599254
Position 14459: 0.018023839035633052
Position 880: 0.016701040953105498
Position 12842: 0.015497973628040871
Position 13701: 0.015250449384566035
Position 6417: 0.014829584619638441
Position 16463: 0.014288466849012365
Position 3145: 0.013806843372602438
Position 1180: 0.012606612703376173
Position 776: 0.010158502713109334
Position 7405: 0.009416307597158599
Position 4046: 0.008754932440718005
Position 1129: 0.00835164286660753
Position 1430: 0.007267782595901591
Position 2930: 0.006438766940940539
Position 4369: 0.005489050373664675
Position 6681: 0.005445908460501009
Position 1216: 0.005267058836940167
Position 2238: 0.004863323049208716
Position 10979: 0.004664671460097543
Position 12678: 0.0045811648538663105
Position 11785: 0.004319922569955596
Position 13370: 0.0035065139155764746
Position 13679: 0.00278027202287563
Position 12040: 0.0026077885441033125
Position 1206: 0.002576398221647578
Position 2862: 0.001957957604406868
Position 2769: 0.0018383762279953627
Position 4211: 0.0017910833735720845
Position 3330: 0.0016443223414808836
Position 3188: 0.0014775733798235362
Position 4169: 0.0012412124278078627
Position 14130: 0.0012038702991327788
Position 2110: 0.0010428243582399081
Position 2576: 0.0010407704851274505
Position 2196: 0.001033063307570989
Position 1246: 0.0008488039588600173
Position 3148: 0.0005969005630473091
Position 2427: 0.0005713837709938981
Position 4523: 0.0005339297675710331
Position 2424: 0.0005134718909766616
Position 965: 0.0004988390024448298
Position 13809: 0.0004042272621702691
Position 2373: 0.00038205720356679584
Position 272: 0.0003661648513254852
Position 5091: 0.0003604350058150927
Position 833: 0.0003531964806645547
Position 2284: 0.000318275984808032
Position 2825: 0.0003077116380896016
Position 3525: 0.00028922783969424537
Position 5516: 0.00027956827677353964
Position 2451: 0.0002291538012797158
Position 1686: 0.00021744324040610783
Position 443: 0.00020499188177563432
Position 1305: 0.00020269484377668826
Position 2751: 0.00019054020861646487
Position 7108: 0.0001750089202499146
Position 1472: 0.00015106069365978088
Position 3377: 0.00014886949559313233
Position 226: 8.214455893636866e-05
Position 7088: 6.27059770310901e-05
Position 2159: 5.2634206487662876e-05
Position 2704: 4.354089802444985e-05
Position 1634: 4.318015336449825e-05
Position 474: 4.0379193622019975e-05
Position 5704: 2.9780439315872667e-05
Position 1040: 2.7184913924533853e-05
Position 6191: 1.8593820199964854e-05
Position 1297: 1.3309452849934e-05
Position 1319: 1.1888369044477293e-05
Position 785: 9.672430035231618e-06
Position 1194: 9.159797805764191e-06
Position 1183: 8.78294561898444e-06
Position 1223: 8.357760172515679e-06
Position 2377: 7.966350235361498e-06
Position 4394: 7.255241990327672e-06
Position 1261: 7.209049374398544e-06
Position 2300: 1.8807248570091587e-06
Position 1660: 2.1068057992656528e-07
Position 595: 2.0373137284537606e-07
Position 1131: 1.8914123428294258e-07
Position 1075: 1.8186459277692493e-07
Position 629: 8.398808149686036e-08
Position 493: 6.94164444909068e-08
Position 292: 6.263255743299192e-08
Position 888: 5.914041275766012e-08
Position 500: 5.432521433158421e-08
Position 289: 4.162553584195223e-08
Position 1028: 3.5411858516670716e-08
Position 753: 2.9540286553770616e-08
Position 788: 2.9370246269276234e-08
Position 581: 2.5789395598400706e-08
Position 229: 1.8873706905092595e-08
Position 821: 1.5327210937884632e-08
Position 600: 9.201914638596902e-09
Position 986: 7.477440558535336e-09
Position 575: 4.71440254447863e-09
Position 669: 3.4672587023063304e-09
Position 532: 2.895049645489689e-09
Position 654: 2.2882286553732015e-09
Position 497: 1.7397921287303094e-09
Position 234: 9.44664839273894e-10
Position 147: 8.75428286338922e-10
Position 839: 6.068382827776999e-10
Position 650: 5.38356359298929e-10
Position 350: 2.8369081373856517e-10
