Gene = RAB29
index = 1107
Annotated 5SS: [ 174  614 2951 3975 4714]
Annotated 3SS: [ 359 2878 3792 4591 4992]
SMsplice 5SS: [ 614 2951 3975 4714]
SMsplice 3SS: [2878 3792 4591 4992]
top_k =  500
Partition function (log Z): 1.5380513901060795

Sorted 5' Splice Sites (High to Low Probability):
Position 3975: 0.9850074290885023
Position 4714: 0.9460020229396907
Position 614: 0.9022453165233406
Position 2951: 0.8226946735167137
Position 174: 0.34459324308022266
Position 5141: 0.1329409573080386
Position 178: 0.11499597268299123
Position 1249: 0.05745039877809555
Position 1334: 0.0536904232589274
Position 5104: 0.05348592810548168
Position 6273: 0.050945882499249515
Position 3690: 0.03098620936324184
Position 7233: 0.02647350602920769
Position 1013: 0.021068403667125268
Position 607: 0.020875420980013788
Position 845: 0.020754099922262445
Position 2424: 0.02001958561158606
Position 2686: 0.019507916703300623
Position 4838: 0.017175608640469926
Position 1008: 0.0166787302626041
Position 4115: 0.01327083327362907
Position 239: 0.013055676967085284
Position 4434: 0.01255690431442166
Position 372: 0.012487254619077662
Position 5080: 0.012158809413243803
Position 5092: 0.010045690828865259
Position 286: 0.008486678498043975
Position 5221: 0.006909290467782812
Position 118: 0.006426368060275908
Position 6309: 0.005165666958391338
Position 6353: 0.004993787634042397
Position 4745: 0.004466398927018989
Position 183: 0.004003932638455913
Position 4273: 0.0034868783406989227
Position 1438: 0.0032471224529405317
Position 3948: 0.0028282186413661884
Position 73: 0.0025690772108624875
Position 1850: 0.002476894852014634
Position 5109: 0.0023837114192784624
Position 7230: 0.0020451791453517843
Position 6525: 0.001880440900099044
Position 45: 0.0017613865750965622
Position 7142: 0.0014556090601824988
Position 3613: 0.001391995711368658
Position 3899: 0.0010292928572316997
Position 3097: 0.0009512600628166162
Position 6238: 0.0008350000264490706
Position 4662: 0.0007376731796274963
Position 3171: 0.0007194478591378184
Position 318: 0.0005907302439715357
Position 406: 0.0004112497331982473
Position 6681: 0.00041042528526130634
Position 3194: 0.000402374461627121
Position 4019: 0.0003396326358133016
Position 230: 0.00031954479854709775
Position 2956: 0.0002703304454829806
Position 3219: 0.00025038990176534177
Position 4410: 0.00024288500259073462
Position 630: 0.00019795494405688157
Position 376: 0.00018682519288790956
Position 4521: 0.00018548835053428493
Position 730: 0.00015225728676535573
Position 2288: 0.0001503056961547501
Position 1064: 0.00013919165728184935
Position 1838: 0.00011967897311804407
Position 168: 0.00010571770848491528
Position 1139: 7.339904011314485e-05
Position 5150: 5.5423677950344695e-05
Position 198: 5.148467018736243e-05
Position 422: 4.963205647910802e-05
Position 330: 4.79747909197654e-05
Position 312: 3.843551293238821e-05
Position 5810: 3.615477903013859e-05
Position 93: 2.015679594055644e-05
Position 214: 1.916814697450115e-05
Position 600: 7.17505489729226e-06
Position 621: 6.5800995785177e-06
Position 323: 6.280689027375208e-06
Position 203: 5.534401922729643e-06
Position 559: 4.112100645817093e-06
Position 350: 3.820791462658978e-06
Position 4718: 3.7821495090948093e-06
Position 116: 3.486312591751919e-06
Position 6188: 2.7243771684976538e-06
Position 738: 2.6830273707104035e-06
Position 4636: 2.204892430366769e-06
Position 4641: 1.760389915480098e-06
Position 688: 1.3883452331053702e-06
Position 693: 6.553039338447778e-07
Position 77: 3.440014477274664e-07
Position 113: 3.111111994452326e-07
Position 4031: 2.414381825150619e-07
Position 140: 1.0463859385327644e-08
Position 5131: 3.1446027283746604e-09
Position 30: 9.104363203246334e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3792: 0.9742696936540023
Position 4992: 0.692027770570915
Position 4591: 0.47789507473039583
Position 4613: 0.46641403576790924
Position 2878: 0.45923742268399675
Position 2840: 0.25732349451588615
Position 6998: 0.2535136496709694
Position 487: 0.22416158878226738
Position 7326: 0.12043573532291929
Position 6118: 0.10444717240332756
Position 354: 0.09849724011632427
Position 2895: 0.09064459640744
Position 517: 0.0560703478471717
Position 915: 0.05328225968112018
Position 6432: 0.04353195108078487
Position 1248: 0.0336912874177703
Position 3566: 0.029612012013043573
Position 285: 0.022556625334716484
Position 2221: 0.02080551586949307
Position 1082: 0.020398478266835187
Position 7141: 0.02038895535321787
Position 5531: 0.020039499830017377
Position 6187: 0.016491182855190432
Position 1190: 0.015132036655348943
Position 541: 0.014094950363667872
Position 810: 0.013762923675226317
Position 4074: 0.012190204335556402
Position 359: 0.01096324216480341
Position 4551: 0.01089490841853419
Position 2616: 0.010079664521204392
Position 3886: 0.009730041424541789
Position 6202: 0.00951584771374779
Position 2856: 0.008166457894680077
Position 4150: 0.008157570150705713
Position 734: 0.007648828278041784
Position 2600: 0.007327735623317877
Position 5054: 0.006875886988727575
Position 6597: 0.006485986096512149
Position 3797: 0.006231432075090896
Position 2791: 0.005338878951872197
Position 4545: 0.004961211774368391
Position 497: 0.004647257500123038
Position 4617: 0.004481652293592472
Position 5544: 0.004423419819370331
Position 1012: 0.004400409742402444
Position 1123: 0.004092980782871903
Position 395: 0.0035780820619887013
Position 4521: 0.002866187052670066
Position 756: 0.0026593691078201334
Position 1115: 0.002424462932951568
Position 7158: 0.002241822228163156
Position 4313: 0.00214090881105746
Position 1674: 0.001979570623012378
Position 7133: 0.0019668937558253562
Position 5588: 0.001964409424744111
Position 419: 0.0019055692498997675
Position 1154: 0.0017730092484061167
Position 1053: 0.0017520819919769157
Position 3736: 0.0016793587626570538
Position 2563: 0.0015413409599647843
Position 2904: 0.0014264190500830802
Position 976: 0.0013793905024708814
Position 2168: 0.0013739114991011539
Position 4316: 0.001172989959460772
Position 1049: 0.0011534464318452677
Position 3531: 0.0010920833626393083
Position 3665: 0.0010376519314142915
Position 5751: 0.0010305793383213566
Position 4383: 0.001016224052869473
Position 837: 0.0009185272845960296
Position 4641: 0.0009164802993904686
Position 4104: 0.0008787088347496759
Position 1194: 0.0008453697422610738
Position 3131: 0.0008321981677883294
Position 4224: 0.0008237326745701403
Position 4661: 0.0007140609576201819
Position 1095: 0.0006924544565067196
Position 3375: 0.0006743278288926113
Position 3054: 0.0006620232626286947
Position 6645: 0.0006542649909835226
Position 576: 0.000621104667632203
Position 5701: 0.0006063567377151673
Position 356: 0.0005746751381105713
Position 5221: 0.0005357088938922113
Position 5290: 0.0005196620324240117
Position 4964: 0.0004976206843886125
Position 1504: 0.000495887850406667
Position 4794: 0.0004777745161860561
Position 7301: 0.00042679884459607444
Position 1270: 0.00040055006600341406
Position 402: 0.00037777614705962145
Position 7330: 0.00033574892743893107
Position 564: 0.00031675760611205283
Position 4407: 0.0003148987421550796
Position 4338: 0.00031086299163183184
Position 1031: 0.00029327453515030043
Position 4174: 0.00028519469135390556
Position 1333: 0.00028494690673067807
Position 1330: 0.0002818672672725416
Position 404: 0.00027910631858611414
Position 5628: 0.00022197412451016563
Position 2197: 0.00020662485112856385
Position 5416: 0.00019796397771355367
Position 1063: 0.00018172798401645915
Position 5008: 0.0001597347304795645
Position 3892: 0.00014743451356243943
Position 973: 0.00014489067397805894
Position 4972: 0.00014320696652441887
Position 4248: 0.00014048753899097198
Position 688: 0.0001377755299241194
Position 1174: 0.0001362229879488671
Position 799: 0.00013435949254835949
Position 5131: 0.00013169218326359412
Position 4292: 0.0001280448658881641
Position 1682: 0.00011774547884605517
Position 4828: 9.429312631266757e-05
Position 581: 8.8161484023052e-05
Position 5318: 7.489524200374767e-05
Position 4211: 6.901169526007904e-05
Position 4807: 6.598252084076794e-05
Position 4342: 4.6310856664231694e-05
Position 4734: 4.2185367623129966e-05
Position 4467: 3.4947690879779265e-05
Position 4742: 2.63982646695891e-05
Position 4453: 1.584397136470358e-05
Position 203: 1.3288493879922145e-05
Position 113: 1.2990029882097349e-05
Position 368: 9.274306219962422e-06
Position 738: 7.393239292593724e-06
Position 948: 7.006298692659299e-06
Position 432: 6.9931833128091806e-06
Position 940: 6.819579910940372e-06
Position 844: 5.893269950735159e-06
Position 308: 4.751982264035394e-06
Position 840: 4.0954066154319146e-06
Position 675: 3.981615991827196e-06
Position 214: 3.6864553402894083e-06
Position 1628: 3.36987286757748e-06
Position 304: 2.6120138561080513e-06
Position 317: 2.3824947300862417e-06
Position 1407: 2.3775454953340843e-06
Position 5027: 2.263528813193078e-06
Position 933: 2.244622997636491e-06
Position 549: 1.9841018862134075e-06
Position 4156: 6.181350156882404e-07
Position 122: 4.072174251471908e-07
Position 826: 3.9711883190622265e-07
Position 218: 3.115216748078808e-07
Position 168: 2.9348709657952095e-07
Position 364: 2.567354014208179e-07
Position 140: 2.5112938642174167e-07
Position 587: 1.4912935964035936e-07
Position 238: 1.063749995388075e-07
Position 248: 1.050707948256179e-07
Position 4994: 8.551750627279413e-08
Position 5030: 6.796460587622965e-08
Position 154: 5.061115642047686e-08
Position 262: 4.7673455094588966e-08
Position 223: 1.8819370963116712e-08
Position 330: 1.2699450394877866e-08
Position 600: 7.692715905288047e-09
Position 4393: 2.742177540008378e-09
Position 182: 2.2322170948970176e-09
Position 323: 1.3466812502084449e-09
Position 125: 6.248778124236796e-10
Position 226: 6.52950160556513e-13
