Gene = SUB1
index = 1353
Annotated 5SS: [  284 56952 60053 67437]
Annotated 3SS: [56878 59929 67327 69371]
SMsplice 5SS: [  284  3365  5063  8154 39542 60053 67437]
SMsplice 3SS: [ 3297  5004  8018 39423 59929 67327 69371]
top_k =  500
Partition function (log Z): -31.510210174871567

Sorted 5' Splice Sites (High to Low Probability):
Position 8154: 0.9217906160745943
Position 284: 0.8669924258480467
Position 5063: 0.6417125440720313
Position 3365: 0.6134775249254498
Position 1159: 0.33117320286912966
Position 6651: 0.30647506683168374
Position 946: 0.274453697445892
Position 6607: 0.2557502169532082
Position 6620: 0.10370972712655288
Position 12966: 0.0843324351405895
Position 6956: 0.0773786016340347
Position 14741: 0.0662420406946488
Position 7707: 0.06470224211241667
Position 1823: 0.06320011042800269
Position 345: 0.05554460483506732
Position 7737: 0.044093034874210485
Position 3445: 0.036518638342840755
Position 702: 0.03346989524133639
Position 9173: 0.026362558670616425
Position 2823: 0.022044953298928915
Position 486: 0.016753340789728892
Position 9190: 0.007790878376418987
Position 10815: 0.00636884963748665
Position 95: 0.006223802528693273
Position 414: 0.005370092781866792
Position 381: 0.004983842317287229
Position 1816: 0.004096799082240303
Position 1497: 0.0035092698197873727
Position 299: 0.003271537792445584
Position 1577: 0.0031641225899544426
Position 4823: 0.002925854940977082
Position 2962: 0.0028283835550727203
Position 11185: 0.0024983925029035325
Position 11001: 0.0023762388576877244
Position 2057: 0.002352642291928064
Position 1910: 0.002019916233101918
Position 7467: 0.001912316639837781
Position 3354: 0.0018653588016108746
Position 924: 0.0017922562797603903
Position 117: 0.0013634792027842335
Position 8838: 0.0012075482957837598
Position 528: 0.0012012161387893832
Position 9117: 0.0010013401243841704
Position 2884: 0.0008575852988826575
Position 5933: 0.0007121911020845356
Position 2873: 0.000688593554510528
Position 10043: 0.0004277182239742123
Position 2987: 0.0003632862851492263
Position 2410: 0.00031665765195316943
Position 1364: 0.0003142933020843359
Position 278: 0.00029186760099664575
Position 1117: 0.00026103133177706334
Position 1986: 0.0002038554445003878
Position 2746: 0.00020061749461453538
Position 1143: 0.00018830723167010158
