Gene = MLLT11
index = 851
Annotated 5SS: [2796]
Annotated 3SS: [9460]
SMsplice 5SS: [174]
SMsplice 3SS: [432]
top_k =  500
Partition function (log Z): -7.885076315426311

Sorted 5' Splice Sites (High to Low Probability):
Position 2796: 0.826168357487856
Position 174: 0.685832863208843
Position 584: 0.3209523856648651
Position 646: 0.24405230453392948
Position 963: 0.12608210344787055
Position 219: 0.11077348316624025
Position 1765: 0.08673988857748643
Position 159: 0.08504622881626078
Position 190: 0.06971853979937762
Position 558: 0.05963874701567932
Position 1657: 0.05501243321124651
Position 4432: 0.049256524567507926
Position 7892: 0.047482111944653335
Position 563: 0.032545997869317236
Position 541: 0.03197042016536077
Position 170: 0.025612108518208845
Position 3320: 0.023969503317107586
Position 9479: 0.02348878923949903
Position 723: 0.022847666726748896
Position 3329: 0.020707166910762673
Position 507: 0.015778464917523858
Position 590: 0.013175801188729751
Position 602: 0.0119454840937439
Position 1759: 0.011704275746265305
Position 216: 0.00853088625634125
Position 1304: 0.007898435611937274
Position 9654: 0.006748238543948262
Position 336: 0.005940195496639115
Position 5537: 0.005263150932957348
Position 178: 0.00489863968458905
Position 692: 0.003999936090735764
Position 466: 0.0030084824992734696
Position 2235: 0.0028546796540303188
Position 1241: 0.002839938486410352
Position 464: 0.0026883783645865775
Position 2241: 0.002307204239579814
Position 763: 0.001566604492164056
Position 3396: 0.0015253927615327652
Position 5995: 0.0011826662137314214
Position 5552: 0.0010578228808474166
Position 3027: 0.0005690482490601773
Position 2778: 0.00041203249190373877
Position 203: 0.0002651773550114479
Position 596: 0.00018827419875696574
Position 571: 0.00016192581372478741
Position 569: 0.0001268060692527263
Position 163: 9.660685615708613e-05
Position 277: 9.624207400725096e-05
Position 225: 8.790212348778014e-05
Position 107: 6.143678931760777e-05
Position 36: 4.2383920803247626e-05
Position 1265: 3.2944775026093624e-05
Position 712: 2.7039236370788793e-05
Position 987: 2.5435567552134196e-05
Position 696: 2.1918789557831143e-05
Position 470: 2.060940266102814e-05
Position 206: 1.6270364783360963e-05
Position 282: 1.2580359775149154e-05
Position 1185: 1.2302640984206248e-05
Position 839: 9.725984023240838e-06
Position 451: 7.535530302684666e-06
Position 343: 6.258569518304097e-06
Position 468: 5.638710051588607e-06
Position 1853: 4.768842196344316e-06
Position 209: 3.35834707337433e-06
Position 156: 1.061468485592422e-06
Position 194: 9.112904893802808e-07
Position 944: 9.046676670107871e-07
Position 615: 8.246972396438411e-07
Position 182: 6.123891749176805e-07
Position 139: 3.334197151073432e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 432: 0.8019077194956186
Position 2612: 0.7312073232664291
Position 4347: 0.31252525372418755
Position 8108: 0.2802549746130544
Position 1533: 0.12051381095334734
Position 10128: 0.11950749549637882
Position 2722: 0.07826074527312928
Position 9342: 0.06474742723941383
Position 3203: 0.05618701570417984
Position 678: 0.0558215227234593
Position 681: 0.05263859844395899
Position 7732: 0.04636485256951067
Position 1507: 0.039643665554061736
