Gene = SEC61G
index = 1240
Annotated 5SS: [  85 1752 3468]
Annotated 3SS: [1651 3364 6825]
SMsplice 5SS: [ 209 1752 3468]
SMsplice 3SS: [1651 3321 6825]
top_k =  500
Partition function (log Z): -1.0436723112176869

Sorted 5' Splice Sites (High to Low Probability):
Position 1752: 0.929271451439143
Position 3468: 0.9196639553290469
Position 209: 0.6131921004749676
Position 1278: 0.45437579101616676
Position 2957: 0.24593425457842863
Position 89: 0.21710966788194427
Position 6217: 0.16812419309158025
Position 85: 0.14039584205550337
Position 983: 0.12319535090910715
Position 6409: 0.058469711996208214
Position 954: 0.054386134170219175
Position 4004: 0.053754238380992726
Position 5153: 0.044965107805713736
Position 1667: 0.03846909694216726
Position 111: 0.03449245126422324
Position 1428: 0.023241718044975258
Position 1626: 0.019013056815327816
Position 491: 0.01691135300611227
Position 807: 0.01658060499129968
Position 1318: 0.015500756635127719
Position 6603: 0.01446611158202857
Position 6261: 0.011590216334270683
Position 6475: 0.011351055125055338
Position 1949: 0.010917623316822053
Position 858: 0.010214947362181405
Position 6462: 0.009023136916028775
Position 6708: 0.00848606965422014
Position 1100: 0.005844288701354118
Position 581: 0.005316004659360228
Position 567: 0.0044995020110030854
Position 1238: 0.0037294684799439215
Position 2130: 0.003537745137747416
Position 2203: 0.003304135422094734
Position 3472: 0.0031410191908187086
Position 107: 0.0030700603641215453
Position 978: 0.00246104082419146
Position 25: 0.0022892572243668804
Position 6650: 0.002059099137792359
Position 1350: 0.0019045943224503348
Position 76: 0.0015817451836572904
Position 5322: 0.0013567570336066037
Position 80: 0.0012514992543709792
Position 825: 0.0012093490373983435
Position 5304: 0.0011888423122371377
Position 5029: 0.0010621003152029257
Position 4467: 0.00102258585486017
Position 669: 0.0007808736136812185
Position 74: 0.0005048192746393222
Position 1992: 0.0005023741221617067
Position 1530: 0.00047574304944672145
Position 3981: 0.00043677768499889724
Position 4075: 0.0003243003397426707
Position 408: 0.0002329622561836149
Position 1721: 0.00021108742534787348
Position 530: 0.00019565175556653585
Position 851: 0.00018525688699730987
Position 562: 0.00012314760912226526
Position 1409: 4.6999740631272906e-05
Position 1047: 4.668861663903235e-05
Position 736: 4.463596023105821e-05
Position 3706: 3.450229880822986e-05
Position 19: 3.0097115940323473e-05
Position 576: 2.4866850642278115e-05
Position 572: 2.095397227437975e-05
Position 1947: 1.802068288259852e-05
Position 1934: 1.8017489143585473e-05
Position 503: 1.640916160934095e-05
Position 56: 1.538494621136873e-05
Position 464: 1.2009771179462945e-05
Position 417: 7.973050925781665e-06
Position 178: 5.441482451476204e-06
Position 424: 5.195699288362624e-06
Position 640: 4.649989031143774e-06
Position 432: 4.59438626146887e-06
Position 237: 4.18856417787256e-06
Position 419: 3.580148504292965e-06
Position 384: 2.7317727734187685e-06
Position 162: 2.341368333916639e-06
Position 313: 2.1974897837885915e-06
Position 484: 1.8861371204562636e-06
Position 4218: 1.5877391077199267e-06
Position 515: 1.4705043910086794e-06
Position 451: 1.4464208747392238e-06
Position 534: 1.2971308153813665e-06
Position 176: 7.608448170828307e-07
Position 364: 6.39571349238855e-07
Position 510: 5.539080677480392e-07
Position 49: 3.2170248578626425e-07
Position 213: 2.2203401153770088e-07
Position 481: 3.7348040587505206e-08
Position 93: 3.313306674031128e-08
Position 58: 2.6161735204606236e-08
Position 216: 2.167550654645849e-08
Position 194: 1.621412765667461e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6825: 0.688745509037521
Position 1651: 0.5704939148512769
Position 3321: 0.48874686341456636
Position 3364: 0.4657401692344758
Position 1526: 0.41267969064130294
Position 1162: 0.39362526398578424
Position 717: 0.20096315350263708
Position 5956: 0.1318791515619393
Position 3573: 0.10385863349162168
Position 5980: 0.07410882223844595
Position 2754: 0.0728243358708443
Position 6341: 0.0639531467082048
Position 2836: 0.059844012228795034
Position 5007: 0.05785079249514315
Position 1123: 0.05721299986303284
Position 2889: 0.05457988985746247
Position 2915: 0.03254652467241702
Position 6447: 0.03207651915794706
Position 5228: 0.027775816905680442
Position 6552: 0.027204001662867787
Position 6313: 0.02171116121872161
Position 372: 0.021550420443367472
Position 156: 0.02045403240987811
Position 3791: 0.01574214294522226
Position 3884: 0.0145698151897171
