Gene = SZRD1
index = 1367
Annotated 5SS: [  226 24342 26400]
Annotated 3SS: [24291 26144 27954]
SMsplice 5SS: [  226 26400]
SMsplice 3SS: [26220 27954]
top_k =  500
Partition function (log Z): -18.536019782296297

Sorted 5' Splice Sites (High to Low Probability):
Position 226: 0.97580731468882
Position 1893: 0.05556713828538152
Position 5904: 0.05319489041404747
Position 9352: 0.039508275425134555
Position 170: 0.014966488752069084
Position 11033: 0.01127186376657893
Position 7273: 0.009468596101407765
Position 5716: 0.006551214374250341
Position 5261: 0.0037617348362152
Position 2367: 0.003682590242727609
Position 1649: 0.0034905037192196654
Position 272: 0.003039293845469015
Position 7650: 0.0028675121853152887
Position 1235: 0.002819371360454278
Position 428: 0.0027847953131116807
Position 1230: 0.0025374755893437673
Position 7938: 0.00248698007156491
Position 3951: 0.002107102054724916
Position 7632: 0.0015292357920483786
Position 5209: 0.0009435037388188585
Position 8172: 0.000884215994466491
Position 614: 0.0006363625036344612
Position 904: 0.0006115073365736136
Position 2530: 0.0005796032095343989
Position 7165: 0.0005579805221076763
Position 8556: 0.0004822265939257709
Position 2575: 0.0004598565473246188
Position 5414: 0.000438438911722358
Position 5923: 0.00039824139814289807
Position 5786: 0.00039781550503898783
Position 5698: 0.0003896912851985511
Position 296: 0.00023674768678346914
Position 190: 0.0002215605056724765
Position 3931: 0.00021326033444689339
Position 1026: 0.0001909093969709112
Position 6355: 0.0001429852359539099
Position 146: 0.00014286613568486738
Position 5375: 0.00012820483553092104
Position 933: 0.00012717450857440142
Position 6062: 0.00011504267304089533
Position 5696: 0.00011389167655274702
Position 1198: 0.00010717117869065505
Position 822: 6.907446948019276e-05
Position 5332: 5.113372274002279e-05
Position 1544: 4.124822632526907e-05
Position 1323: 3.481485863226169e-05
Position 1206: 3.0448962061669303e-05
Position 82: 2.9433368684917832e-05
Position 5177: 1.93958795408065e-05
Position 4236: 1.8812192912881025e-05
Position 2593: 1.6691662149501397e-05
Position 624: 1.5796328230712052e-05
Position 1329: 1.469505015172057e-05
Position 1518: 1.238106227017602e-05
Position 3994: 1.1184757401589932e-05
Position 1401: 9.70187128325522e-06
Position 1319: 8.344795101777871e-06
Position 755: 9.334800346140614e-07
Position 22: 9.040061105781117e-07
Position 73: 6.548603459283626e-07
Position 652: 3.508130508288708e-07
Position 942: 3.3232020149919266e-07
Position 912: 2.996531375018239e-07
Position 802: 2.132355442230147e-07
Position 768: 1.880834696251932e-07
Position 920: 1.7507538982765726e-07
Position 926: 1.1917335852109216e-07
Position 621: 1.0282976915732921e-07
Position 618: 9.618716787894625e-08
Position 985: 8.770352682229022e-08
Position 1204: 8.408026064702605e-08
Position 1273: 5.1820121735753364e-08
Position 763: 2.7563046229221516e-09
Position 526: 1.7897495386039604e-09
Position 581: 1.433814502424899e-09
Position 935: 1.3003370741920573e-09
Position 536: 1.1758464003398793e-09
Position 345: 1.1154269309425832e-09
Position 558: 2.759275950639608e-10
Position 348: 1.7370444227537794e-10
Position 806: 2.175324764576673e-11
Position 242: 8.649962608997055e-13
Position 94: 1.3558557548219871e-13
Position 587: 8.49140293351719e-14
Position 307: 1.538674877773172e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 27954: 0.6608879119932336
Position 17749: 0.09405816192588515
Position 5548: 0.08488545075562687
Position 7815: 0.0746835533642908
Position 17768: 0.0642791258073201
Position 1795: 0.051197918704821724
Position 9248: 0.04346029813705925
Position 10987: 0.029125044875834886
Position 7060: 0.01555144849360317
Position 5062: 0.01487150712107922
Position 2959: 0.006692077393286234
Position 12057: 0.005147077581874234
Position 1096: 0.004795842101698209
Position 16156: 0.004248525669767676
Position 11032: 0.0041739084457758854
Position 6540: 0.0034641123229469262
Position 3798: 0.0033102544744597387
Position 1423: 0.0031742332644592226
Position 1654: 0.0030782284162474485
Position 2282: 0.002879151443599203
Position 12698: 0.002570504146876116
Position 7463: 0.002534143901803616
Position 2428: 0.0017555776485518543
Position 5683: 0.0016776178121893233
Position 5803: 0.0016739542756528426
Position 5750: 0.001607591357460871
Position 8871: 0.0014519873302141846
Position 10919: 0.0014155087400594727
Position 1601: 0.0012370988135190408
Position 7502: 0.001104609643851432
Position 1574: 0.0010517901441280005
Position 5058: 0.0010167022506052156
Position 7605: 0.0007537514812116731
Position 8413: 0.0006969587154452858
Position 12421: 0.0006390991777674497
Position 8152: 0.0006365828909711303
Position 7555: 0.0005471721787200939
Position 3903: 0.000532445028588781
Position 11223: 0.0004797628363589325
Position 2218: 0.00045122282262611305
Position 10817: 0.00043736633197045423
Position 4133: 0.00042502443464633696
Position 4911: 0.00041130924892900274
Position 11674: 0.0004065358636940759
Position 1070: 0.0003882513449705561
Position 1817: 0.0003602774875756652
Position 1197: 0.00034900662954134057
Position 2023: 0.0003312299879576287
Position 6609: 0.00032382272435175244
Position 10717: 0.0003233123563260328
Position 6167: 0.00026150967482267966
Position 10023: 0.00025177406467906394
Position 2147: 0.0002335176252173626
Position 7194: 0.0002253461408404069
Position 6170: 0.00019230093951229176
Position 6560: 0.00017978406570092885
Position 8277: 0.00017566372294320866
Position 844: 0.00017541397322482988
Position 3237: 0.00015636663221026142
Position 1386: 0.00013285656826716885
Position 1631: 0.00012780590155077605
Position 1020: 0.0001274542843264324
Position 1502: 0.00012421072557030707
Position 6773: 0.00012227936118435137
Position 3074: 0.00011123680655033901
Position 1098: 0.00010977267555157516
Position 3598: 0.00010809080893061667
Position 3476: 0.00010165894769092276
Position 4206: 8.947675094528647e-05
Position 4423: 8.757474482019296e-05
Position 8190: 8.734585178648307e-05
Position 6248: 8.419783917968831e-05
Position 4153: 8.071420831319205e-05
Position 3983: 7.87430488142391e-05
Position 883: 7.768574691702592e-05
Position 797: 7.042491190064877e-05
Position 2214: 7.017161497577971e-05
Position 6876: 6.634520379826742e-05
Position 6940: 6.508771762267958e-05
Position 6536: 6.107855128175217e-05
Position 5092: 6.0274166740871143e-05
Position 6704: 5.765727928353236e-05
Position 665: 5.4092266423216615e-05
Position 2341: 5.034680473177456e-05
Position 2890: 4.317647533933442e-05
Position 3572: 4.3108480565125875e-05
Position 4399: 4.212020272490767e-05
Position 581: 4.193431608281143e-05
Position 3930: 4.1704270959300515e-05
Position 3187: 3.781216984667688e-05
Position 1935: 3.513914279002918e-05
Position 3825: 3.291010042671887e-05
Position 4837: 2.9180706820092488e-05
Position 3736: 2.911863459783975e-05
Position 5524: 2.7857937249191436e-05
Position 4129: 2.755751174475309e-05
Position 3168: 2.414330076716841e-05
Position 3655: 2.153927326246588e-05
Position 2290: 2.0059929785731564e-05
Position 1368: 1.9721573297715375e-05
Position 1260: 1.8706953968105855e-05
Position 2140: 1.7831647837035183e-05
Position 4226: 1.7468328162314745e-05
Position 903: 1.539985545774876e-05
Position 318: 1.3223885764516932e-05
Position 2055: 1.2739910974318356e-05
Position 2440: 1.273791580620857e-05
Position 3325: 1.0791284608244502e-05
Position 1336: 1.0499814313445903e-05
Position 2499: 8.874697207014422e-06
Position 2124: 8.8306433911128e-06
Position 2557: 8.272129150196112e-06
Position 867: 7.7350548399829e-06
Position 322: 7.031846649420732e-06
Position 931: 6.8883298928091835e-06
Position 1617: 5.508932734376521e-06
Position 1514: 4.856223171092235e-06
Position 1131: 4.052913268889292e-06
Position 644: 4.002969198263273e-06
Position 1543: 3.0335846676907994e-06
Position 1605: 2.8446910790251607e-06
Position 1457: 2.6465900203716946e-06
Position 1442: 2.2876256752185726e-06
Position 1710: 1.6036614382126498e-06
Position 1533: 1.517704823212444e-06
Position 800: 1.4364289380695656e-06
Position 813: 1.3549030678270681e-06
Position 1693: 1.1634069163523946e-06
Position 1850: 1.0961085999575595e-06
Position 307: 8.641340133230093e-07
Position 817: 8.071763704817004e-07
Position 1003: 7.774197816256008e-07
Position 2192: 7.682235882316355e-07
Position 1029: 6.470855874206625e-07
Position 1887: 5.354269620659472e-07
Position 253: 4.511891052904626e-07
Position 950: 2.3862157861310485e-07
Position 1822: 2.096659425778289e-07
Position 355: 1.388562818421257e-07
Position 854: 4.008714646823542e-08
Position 909: 1.9202565258364587e-08
Position 1319: 1.8027116533561436e-08
Position 1316: 1.7595135172054676e-08
Position 1879: 1.6568882929276796e-08
Position 363: 3.103713407935065e-09
Position 392: 2.561398206036981e-09
Position 821: 2.477400719715797e-09
Position 802: 2.2404045967104674e-09
Position 670: 1.9988339775655977e-09
Position 303: 1.8418596787663438e-09
Position 647: 7.390132357338065e-12
