Gene = NIT1
index = 943
Annotated 5SS: [  78  781 1288 1512 1852 2132]
Annotated 3SS: [ 684 1032 1407 1717 2005 2397]
SMsplice 5SS: [ 109  781 1094 1512 1852 2132]
SMsplice 3SS: [ 684 1032 1407 1717 2005 2397]
top_k =  500
Partition function (log Z): -0.6911136145841064

Sorted 5' Splice Sites (High to Low Probability):
Position 1512: 0.9703332474015985
Position 781: 0.910334709950016
Position 2132: 0.8882747081166739
Position 1852: 0.7815402423782208
Position 109: 0.6418262198863636
Position 1094: 0.513945248602135
Position 1288: 0.407364849131615
Position 451: 0.21972396778016626
Position 78: 0.13704949063477717
Position 125: 0.06985789389185862
Position 515: 0.03189058946133392
Position 2677: 0.019133154030768592
Position 1145: 0.01884985075735069
Position 2483: 0.017740226884466498
Position 917: 0.017081331778682263
Position 420: 0.016852979041654958
Position 1313: 0.013323636008961727
Position 330: 0.0056750541467878975
Position 1251: 0.004770591742396573
Position 2500: 0.0042173918979148284
Position 884: 0.0040952989695234145
Position 2503: 0.003916925013533125
Position 1933: 0.0036441460442131067
Position 334: 0.002664828018988136
Position 348: 0.002128941213301676
Position 59: 0.001986781662735897
Position 570: 0.0012004149138655083
Position 99: 0.000998424187009043
Position 1134: 0.0009474594907317882
Position 424: 0.0008681966871011083
Position 1167: 0.0008367951350440865
Position 761: 0.0006784438133573281
Position 520: 0.0006453382923890756
Position 139: 0.0005845197042218707
Position 466: 0.0005571431326552765
Position 307: 0.0005291108169141245
Position 1665: 0.000426789226115438
Position 205: 0.000279704841558238
Position 655: 0.0002677922026197936
Position 265: 0.00023444021552536506
Position 444: 0.0001933342405207685
Position 282: 0.00010901980173565267
Position 604: 7.92369142943923e-05
Position 939: 7.156398659745836e-05
Position 796: 7.152626451282505e-05
Position 1858: 6.44762113888058e-05
Position 1079: 5.528019583679341e-05
Position 1714: 4.721504887073644e-05
Position 618: 4.079896480153494e-05
Position 367: 4.0443878789633916e-05
Position 827: 2.9611268968005655e-05
Position 1904: 2.9349302697701163e-05
Position 1831: 2.5448699643110012e-05
Position 355: 1.8934818888195956e-05
Position 1085: 1.536844985917474e-05
Position 235: 1.2417325971079952e-05
Position 1493: 1.0747616319432918e-05
Position 904: 9.739436590433088e-06
Position 1615: 5.856595455348011e-06
Position 2274: 4.133024135899886e-06
Position 388: 1.8682732223345624e-06
Position 2314: 1.7120221921520576e-06
Position 2322: 1.5469505684530868e-06
Position 768: 1.4293357531194916e-06
Position 793: 1.1869077428596223e-06
Position 137: 3.194857403510322e-07
Position 730: 4.485700358492515e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1407: 0.9665226481398064
Position 2005: 0.8855793401625859
Position 684: 0.8080919486963573
Position 1032: 0.7861619322726623
Position 1717: 0.7779983924701341
Position 2397: 0.5457254731075216
Position 2569: 0.26851423603643326
Position 258: 0.22104532651394104
Position 1223: 0.051575209608311696
Position 1093: 0.04906192308213399
Position 974: 0.04740449342079726
Position 2430: 0.0408296304041517
Position 2589: 0.03168800013351489
Position 2616: 0.030480556247200193
Position 2803: 0.01840888147092452
Position 1192: 0.017556270762927966
Position 2200: 0.01609126275804853
Position 714: 0.014465736300917138
Position 1762: 0.014062788046720922
Position 702: 0.012698580836173918
Position 2548: 0.010503498587444177
Position 1605: 0.010179598384266143
Position 2747: 0.008951291992843167
Position 1967: 0.008245489188975467
Position 2288: 0.007985799515853865
Position 805: 0.006816289539036901
Position 2265: 0.006583595694493045
Position 1349: 0.004229494508101582
Position 1038: 0.0038138048373898238
Position 2015: 0.0032877446372625973
Position 2541: 0.0031715465557459344
Position 2246: 0.002896725390208984
Position 2066: 0.0026433508542380996
Position 2686: 0.0025508790644496212
Position 596: 0.002524932890122863
Position 2725: 0.0024885825398674065
Position 1739: 0.002398583526824091
Position 533: 0.00216994689853029
Position 1972: 0.002108242062191103
Position 2096: 0.0019127617791107048
Position 1951: 0.001739349723315808
Position 2375: 0.0014619487845955017
Position 2440: 0.0011703555840083314
Position 1764: 0.001117181446130693
Position 583: 0.0009847320294842608
Position 2743: 0.0008677185670807645
Position 649: 0.0008367445355148959
Position 569: 0.000791007967240028
Position 2114: 0.000740815409005646
Position 652: 0.000725498610413041
Position 300: 0.0007224447833177653
Position 1629: 0.0006566985896044425
Position 2521: 0.00053013633508168
Position 897: 0.00045992234591697804
Position 1723: 0.00042849392189257113
Position 2776: 0.00040886079338439576
Position 2446: 0.00036643430884227235
Position 2624: 0.0003194032631221296
Position 843: 0.00031309355602801277
Position 1817: 0.0002937248964724454
Position 1225: 0.00027929279928945043
Position 1669: 0.0002522948474348506
Position 1332: 0.00021955786459417208
Position 1612: 0.0002008621182018297
Position 1447: 0.00019638038637272913
Position 552: 0.00018647420914571236
Position 334: 0.00015823072632103883
Position 1109: 0.00014325766033813442
Position 761: 0.0001421113921558279
Position 855: 0.00012487856412347656
Position 2449: 0.00012164843675110647
Position 313: 0.00010811875737145177
Position 1562: 0.0001038698154062571
Position 2665: 0.00010071971913683662
Position 1726: 9.747912940533721e-05
Position 383: 7.999256312731857e-05
Position 2159: 7.994548182547948e-05
Position 1662: 7.866784959332254e-05
Position 1846: 7.187623087298548e-05
Position 1771: 6.495490236140355e-05
Position 1009: 6.387987726176191e-05
Position 1743: 6.22203175777945e-05
Position 1636: 5.65377954928425e-05
Position 330: 5.562553654924784e-05
Position 1665: 5.4757967837454986e-05
Position 604: 5.197147309718294e-05
Position 1793: 4.8946130413795365e-05
Position 428: 4.7081635742166835e-05
Position 1506: 4.589629788096523e-05
Position 921: 4.546530245984311e-05
Position 2912: 4.272062705294293e-05
Position 1904: 3.856173826136924e-05
