Gene = FAM205C
index = 531
Annotated 5SS: [ 144  684 1282 3064]
Annotated 3SS: [ 637 1220 2569 6086]
SMsplice 5SS: [ 454 1282 2677]
SMsplice 3SS: [1220 2569 3539]
top_k =  500
Partition function (log Z): -6.210874467417009

Sorted 5' Splice Sites (High to Low Probability):
Position 1282: 0.9052558368208465
Position 2677: 0.8257724002864691
Position 454: 0.6352669499874272
Position 720: 0.4491624553302418
Position 144: 0.4214386522080763
Position 684: 0.2138503410498344
Position 4775: 0.11570003207844252
Position 3064: 0.09734565143341768
Position 1079: 0.08004833350014066
Position 3938: 0.0747391382558882
Position 1322: 0.04840945495643577
Position 775: 0.03467760033633052
Position 1055: 0.01697865966260737
Position 5280: 0.012896187468810459
Position 120: 0.012149435540721634
Position 724: 0.010134085656341267
Position 4308: 0.009971879545675657
Position 1829: 0.0034302045304332655
Position 5791: 0.003236457126678328
Position 1907: 0.0022934505294182374
Position 1965: 0.002159252967057727
Position 729: 0.0020224741611936103
Position 3199: 0.0017035673647053365
Position 280: 0.0012891608948003117
Position 2964: 0.0012214247924513693
Position 1034: 0.001198436325564345
Position 3205: 0.001168286087455748
Position 422: 0.0011070037594198576
Position 490: 0.001068667820117587
Position 2199: 0.000884369358837036
Position 2340: 0.0008266420168962119
Position 1097: 0.0007587549844206151
Position 90: 0.0006831149953950711
Position 1128: 0.00033234417614276556
Position 1084: 0.00029963798509603096
Position 436: 0.00029894801558465146
Position 523: 0.0002920461952430824
Position 799: 0.0001732719747759679
Position 292: 0.00016934160602720587
Position 177: 0.00012112046429641771
Position 4866: 0.00012041060632021599
Position 448: 7.260171468260726e-05
Position 1072: 3.363681655763436e-05
Position 458: 2.23520902421649e-05
Position 392: 2.0133087056220433e-05
Position 243: 1.1861853554100555e-05
Position 2879: 1.0296543216470828e-05
Position 30: 8.357240192394972e-06
Position 1609: 8.258894400152376e-06
Position 568: 6.791080548053875e-06
Position 1352: 5.3764250351633446e-06
Position 560: 4.545643893753439e-06
Position 23: 3.5706808524952262e-06
Position 136: 2.672026985320405e-06
Position 214: 1.620089034458038e-06
Position 379: 5.541543289523068e-07
Position 362: 3.160945767013127e-07
Position 1252: 2.91933148948268e-07
Position 18: 1.975194766246605e-08
Position 661: 1.8929081014469114e-09
Position 573: 1.827979473498872e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1220: 0.7235069120744225
Position 2569: 0.6917740785663693
Position 584: 0.3731970128733341
Position 637: 0.23765177398716733
Position 3539: 0.2358858972501512
Position 4685: 0.2166907912021098
Position 1185: 0.187064104879674
Position 2573: 0.11705540676072221
Position 5113: 0.09734507087062447
Position 3805: 0.0950777558018663
Position 6190: 0.0864195334819386
Position 5678: 0.07509374846211579
Position 224: 0.07417732817253314
Position 240: 0.06929442432626806
Position 3110: 0.05945687969401772
Position 3829: 0.05618798862067269
Position 1026: 0.04603789329023763
Position 943: 0.03988044804098505
Position 5386: 0.028580104523613988
Position 2619: 0.027354703613724964
Position 2852: 0.023740608808961592
Position 299: 0.023021623602474096
Position 1224: 0.02290067663442812
Position 3307: 0.022532680357675014
Position 6086: 0.021437035906720196
Position 1702: 0.020490093383783395
Position 6025: 0.018015959020393636
Position 2996: 0.01648282609802
Position 5131: 0.016324613411531894
Position 4460: 0.015285655638486864
Position 2927: 0.014967699988447797
Position 2892: 0.014934979110408407
Position 6351: 0.013838147947168236
Position 5042: 0.01364751870179757
Position 4301: 0.009732774453470056
Position 2963: 0.00926484051309939
Position 4412: 0.008872985872245621
Position 2867: 0.008846774635522685
Position 2993: 0.008752108053785507
Position 392: 0.008505744187714388
Position 2127: 0.008007890263489612
Position 978: 0.007582724644827709
