Gene = ZDHHC23
index = 1600
Annotated 5SS: [  290  1063  6510  8606 10638]
Annotated 3SS: [  892  5798  8437 10461 12818]
SMsplice 5SS: [ 290 1063]
SMsplice 3SS: [  892 11619]
top_k =  500
Partition function (log Z): -10.571724105561026

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9150610842964306
Position 1063: 0.8346311438038012
Position 6510: 0.26830680801194495
Position 11700: 0.24495475298588598
Position 7081: 0.18930695952076407
Position 9585: 0.17907093803071425
Position 562: 0.12178397548017547
Position 2493: 0.11919203195637855
Position 7189: 0.09967599907055359
Position 9626: 0.03119231165590129
Position 9951: 0.028167920540683136
Position 8606: 0.02779326425836815
Position 7311: 0.019692343170353052
Position 834: 0.01899856756282919
Position 1374: 0.01738696822894599
Position 3727: 0.01592359889710877
Position 666: 0.013647346098196443
Position 794: 0.01288973574013717
Position 11492: 0.012695364682432514
Position 116: 0.010858927170934297
Position 4867: 0.00954024197537017
Position 9715: 0.008307147286688332
Position 307: 0.005078889515522105
Position 441: 0.004464628125251298
Position 629: 0.0024771231727670983
Position 2906: 0.001868693102889074
Position 327: 0.0014624276610645762
Position 603: 0.001410025334236581
Position 214: 0.0008731321875839089
Position 57: 0.00042345332206870527
Position 2257: 0.00023062235640384024
Position 2952: 0.00020103368581356532
Position 2529: 0.00020093319824245165
Position 156: 0.00016897801660086407
Position 1054: 0.00016585784037740348
Position 1425: 9.900881093840699e-05
Position 893: 9.838982897899184e-05
Position 982: 9.226905379345703e-05
Position 706: 4.3526074641281894e-05
Position 1742: 3.352480088365239e-05
Position 1647: 2.5265638941159417e-05
Position 600: 2.2345125905789016e-05
Position 218: 1.7987199836160802e-05
Position 1339: 1.7102445947104144e-05
Position 445: 1.380949526569762e-05
Position 708: 1.2827779938765623e-05
Position 1023: 5.476637552452817e-06
Position 1029: 4.19381651878372e-06
Position 399: 2.8967088668430023e-06
Position 886: 1.4807907297804161e-06
Position 1120: 1.341872955397712e-06
Position 1210: 9.031065755423234e-07
Position 193: 7.792339552488006e-07
Position 19: 5.469035649310267e-07
Position 324: 5.069318481061337e-07
Position 174: 9.710088073562247e-08
Position 109: 6.132799713122668e-08
Position 443: 5.670225407620076e-08
Position 266: 2.9181303544006787e-08
Position 106: 6.010447629283814e-09
Position 1485: 3.5645186296465543e-09
Position 346: 3.936037821157666e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 892: 0.7371782229659815
Position 11619: 0.5377097372066184
Position 10461: 0.22809249213556754
Position 7035: 0.18265051775312663
Position 9381: 0.17601781282499188
Position 6187: 0.16199353682107775
Position 487: 0.10407132052465624
Position 6916: 0.09287357497778997
Position 9467: 0.07706534474521368
Position 6378: 0.07594663128358656
Position 9584: 0.07239022817129936
Position 12537: 0.06598559280208746
Position 2441: 0.048963817144900536
Position 2374: 0.04739814749163768
Position 11388: 0.046897832865802624
Position 13719: 0.04676804384704654
Position 12884: 0.03616239378603025
Position 867: 0.03469360921995115
Position 6111: 0.032010952193069236
Position 13626: 0.02852003929127207
Position 8437: 0.02779326425836815
Position 2355: 0.02276086076504085
Position 910: 0.02174737008206261
Position 561: 0.0209175947009129
Position 1273: 0.020185089186812784
Position 7260: 0.019265308858550687
Position 6998: 0.017648733909012455
Position 5798: 0.016620117061698268
Position 14372: 0.01623034182670979
Position 13150: 0.013891643287326703
Position 12299: 0.012219669247281134
Position 12860: 0.011437420513651582
Position 7222: 0.011166244011582286
Position 4815: 0.009070046358056711
Position 6612: 0.008685863724794228
Position 784: 0.008327278171700517
Position 3572: 0.007932628809393273
Position 12387: 0.007878274781944432
Position 6795: 0.007217631466068917
Position 913: 0.007167419173920821
Position 10004: 0.006282499328091322
Position 11892: 0.006153653095241055
Position 9950: 0.005924296802376823
Position 3546: 0.005208274765592266
Position 2169: 0.004588287977477898
Position 12818: 0.004305140944096317
Position 6147: 0.00404777623059957
Position 1040: 0.003821186196846911
Position 10537: 0.0036660893805464563
Position 10159: 0.0028862947823625933
Position 548: 0.0027183913921712943
Position 11703: 0.0024425239127536854
Position 7525: 0.0023638075387117205
Position 6035: 0.0022340086165743255
Position 4798: 0.0020699640805381244
Position 11181: 0.0019890640782802616
Position 2771: 0.0018904056721407542
Position 2025: 0.0018720377236521755
Position 4534: 0.0018050020195962857
Position 715: 0.0015726496287655444
Position 10511: 0.0015041181636306915
Position 3401: 0.0013345178630964974
Position 10508: 0.0013150928746014751
Position 9162: 0.0012934332302660114
Position 9017: 0.0012043425673595712
Position 5192: 0.0011663916659960453
Position 8842: 0.0011493849665692945
Position 3449: 0.0011137531670239841
Position 940: 0.0010459841680292106
Position 432: 0.0010197658136335216
Position 1585: 0.001003358118033768
Position 9190: 0.0009606583716553986
Position 1515: 0.0009489931084736168
Position 2807: 0.0008497590544282589
Position 5823: 0.0008097146191300469
Position 1176: 0.0008040994918210566
Position 619: 0.0007958667727875387
Position 3286: 0.0007874079817236002
Position 5699: 0.0007792823869953025
Position 3497: 0.0007656648619723342
Position 2514: 0.0006270182964627029
Position 7902: 0.0005267231752898234
Position 2852: 0.0005176492089880537
Position 3157: 0.0004805529023973903
Position 989: 0.0004769883921810451
Position 3988: 0.000430913535892722
Position 1876: 0.0004210796384897201
Position 5732: 0.0003668769689733116
Position 399: 0.00032830783654264875
Position 3421: 0.00029392566580689763
Position 3444: 0.00028898879349601673
Position 5489: 0.000277700057455221
Position 651: 0.00026842299992346145
Position 196: 0.00026491890913728434
Position 5885: 0.00022065291876269329
Position 517: 0.0002031940124349521
Position 4565: 0.00018106973833516716
Position 1985: 0.000172884812003044
Position 494: 0.0001667443893164699
Position 3726: 0.0001640676573374847
Position 3712: 0.00016303661800325526
Position 3172: 0.00015851541693946767
Position 3430: 0.0001539861877924629
Position 510: 0.00014485824270459415
Position 459: 0.00011758754084747741
Position 4582: 0.00011741565338951811
Position 1647: 0.00010291623622298554
Position 3772: 9.598382882447274e-05
Position 3324: 9.022866502457906e-05
Position 266: 7.540952657660088e-05
Position 2447: 6.632423743811893e-05
Position 3344: 6.5400699895733e-05
Position 2637: 5.389022533695111e-05
Position 387: 5.060054308877695e-05
Position 199: 4.786771050286541e-05
Position 934: 4.650034042120795e-05
Position 1134: 4.4178700773900005e-05
Position 449: 4.416403463364157e-05
Position 918: 4.41210963221571e-05
Position 1422: 2.69439488587882e-05
Position 950: 1.6393919036812104e-05
Position 925: 1.5315268894305268e-05
Position 1294: 1.4794131605818714e-05
Position 838: 1.4275815577736602e-05
Position 636: 1.3713537536490018e-05
Position 4676: 1.1169726141094093e-05
Position 831: 1.1046085634791724e-05
Position 530: 8.64616904116501e-06
Position 306: 6.591169310449975e-06
Position 2810: 5.911233039299714e-06
Position 982: 5.591616140314142e-06
Position 964: 5.124626638761904e-06
Position 1208: 4.373999046458298e-06
Position 436: 3.907208069889575e-06
Position 721: 3.6143503085449368e-06
Position 232: 3.6056919300115546e-06
Position 689: 3.0152480634498163e-06
Position 373: 2.277396937852998e-06
Position 500: 2.0440416631889115e-06
Position 727: 2.0346027683937855e-06
Position 699: 1.564853806860634e-06
Position 799: 1.399560473361007e-06
Position 423: 1.1625849931278465e-06
Position 793: 1.0901518656657424e-06
Position 675: 1.053147672777506e-06
Position 164: 5.800365781674783e-07
Position 1052: 5.736820595637615e-07
Position 371: 5.725454770440685e-07
Position 115: 3.150619784684649e-07
Position 802: 3.0148135875591923e-07
Position 566: 2.415919712540431e-07
Position 671: 2.2232807249679967e-07
Position 2273: 2.037207211779699e-07
Position 1222: 1.6706231414878342e-07
Position 282: 1.6081465039183083e-07
Position 730: 1.4303677892642993e-07
Position 201: 1.3266766005926477e-07
Position 680: 9.674997928724137e-08
Position 660: 2.4304709058060924e-08
Position 525: 6.966188561521082e-09
Position 284: 4.293934406393683e-09
Position 289: 3.5288007934111085e-10
Position 137: 1.2925756161567374e-10
Position 133: 9.973556949867594e-11
Position 335: 2.2247263075741106e-12
Position 145: 6.173494016487702e-13
Position 150: 3.634045313363289e-14
Position 209: 1.858817929704391e-14
