Gene = ATOX1
index = 110
Annotated 5SS: [  130 13987 20829 26254]
Annotated 3SS: [13752 20752 26082 29572]
SMsplice 5SS: [  130 13578 13987 20829 26254]
SMsplice 3SS: [13472 13752 20752 26082 29572]
top_k =  500
Partition function (log Z): -9.28781306637682

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.880472238390715
Position 13987: 0.8749185767294075
Position 13578: 0.8548001919475537
Position 20829: 0.8348297120355246
Position 26254: 0.46167511704949876
Position 26258: 0.35577313307889746
Position 16941: 0.26237050596391354
Position 20833: 0.15807034818603713
Position 27773: 0.12885693634647588
Position 834: 0.11117254788359825
Position 6843: 0.08269731246440748
Position 27201: 0.08211063094997852
Position 24268: 0.07364369835820414
Position 22377: 0.037096332932467176
Position 18992: 0.03433892593796056
Position 4335: 0.03184583402576998
Position 6353: 0.03134022709422541
Position 14607: 0.02749622608899339
Position 15005: 0.01959703099349704
Position 21111: 0.009668956697940712
Position 26118: 0.008802170109793554
Position 24599: 0.008536277832837143
Position 21683: 0.0067431456486526774
Position 26458: 0.0055445559114643
Position 956: 0.0035981923568141807
Position 27838: 0.002898107093654037
Position 29323: 0.002869164246363998
Position 91: 0.0028591554143437116
Position 27600: 0.002756087966812283
Position 28784: 0.002527617896425554
Position 29027: 0.0018891221899056112
Position 21494: 0.0017202539638342764
Position 21354: 0.001716908293518835
Position 335: 0.0016043305871433742
Position 26184: 0.0015865657721892937
Position 26834: 0.0015110533308350454
Position 639: 0.000362711784870852
Position 1589: 4.3246322439806496e-05
Position 1743: 3.5294392097404815e-05
Position 6368: 3.49578446245933e-05
Position 2147: 2.869568077006606e-05
Position 5459: 1.3297636549323489e-05
Position 1219: 1.0904297800612051e-06
Position 759: 8.255119532069634e-07
Position 691: 6.596588991567245e-07
Position 368: 2.85054315786746e-07
Position 862: 2.676407708192702e-07
Position 817: 2.082145825392279e-07
Position 155: 1.5538295640597274e-07
Position 1071: 8.198082954106074e-08
Position 1126: 7.699645933392663e-08
Position 339: 3.622654492554696e-08
Position 779: 3.1557246637618154e-08
Position 548: 2.8063796139901064e-08
Position 1242: 2.7869025192019554e-08
Position 374: 2.0852886312100134e-08
Position 380: 2.0807185637384833e-08
Position 980: 1.8158292637168567e-08
Position 1123: 1.690024347638104e-08
Position 1179: 1.4904212257990976e-08
Position 56: 1.235649772513627e-08
Position 1197: 1.2046148294397051e-08
Position 1392: 1.0182788337157279e-08
Position 1289: 7.018047126679713e-09
Position 571: 6.8130665220630155e-09
Position 875: 5.853739905214411e-09
Position 2323: 5.570335456434734e-09
Position 439: 5.438943950622166e-09
Position 1174: 4.849332029801558e-09
Position 1247: 3.703160877880074e-09
Position 967: 2.2329591325632294e-09
Position 599: 2.2266706716392056e-09
Position 1256: 2.1814991838059924e-09
Position 943: 2.069833955309619e-09
Position 877: 1.2587183894319838e-09
Position 492: 2.4546152225084566e-10
Position 628: 2.0037993078212877e-10
Position 457: 1.8553904897109697e-10
Position 841: 7.119300101330483e-11
Position 362: 5.851266288737644e-11
Position 143: 5.458237967795997e-11
Position 251: 9.641760392787198e-16
Position 585: 3.173370834713342e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 26082: 0.9779100057597504
Position 20752: 0.9549090107524476
Position 13472: 0.7520151870057007
Position 13752: 0.6383092889406236
Position 29572: 0.5837283902434249
Position 16820: 0.2623705059639136
Position 13780: 0.2309410363137216
Position 6768: 0.07519712381495086
Position 24189: 0.07385356190149008
Position 13513: 0.0734905531349345
Position 27687: 0.07225884594558808
Position 28311: 0.05521687773112337
Position 27015: 0.04845565495788652
Position 27580: 0.04464093077263684
Position 20718: 0.03805357355981075
Position 28052: 0.03758123599304328
Position 13405: 0.03496270328198016
Position 18956: 0.03433892593796056
Position 6174: 0.03137535965752393
Position 28599: 0.03125524055802796
Position 27082: 0.0289535370744767
Position 14490: 0.027508143830381585
Position 29533: 0.02723648415880421
Position 29239: 0.026835084686361244
Position 27472: 0.023775248169315765
Position 4236: 0.022204128374730372
