Gene = MEPCE
index = 835
Annotated 5SS: [2059 3507 3759]
Annotated 3SS: [3287 3631 3870]
SMsplice 5SS: [2059 3507 3759]
SMsplice 3SS: [3287 3631 3870]
top_k =  500
Partition function (log Z): -1.2676461079560024

Sorted 5' Splice Sites (High to Low Probability):
Position 3759: 0.9965575919168458
Position 3507: 0.9697952877135418
Position 2059: 0.7723784225995312
Position 580: 0.18047441408141865
Position 152: 0.07377195905955003
Position 2969: 0.052171802702523626
Position 131: 0.051276768211035315
Position 904: 0.038721073981614625
Position 1656: 0.02701023938253469
Position 167: 0.025803757281601992
Position 584: 0.025759916836158126
Position 4003: 0.025398363689111587
Position 1916: 0.022503000119491193
Position 850: 0.020398791520281297
Position 110: 0.018478840987661775
Position 27: 0.018053264149678797
Position 1223: 0.01734915641481177
Position 1673: 0.01652226365239966
Position 424: 0.015304256514025566
Position 180: 0.01470880866604399
Position 224: 0.01365949228377819
Position 3190: 0.012860438790439925
Position 3371: 0.010838593942693582
Position 189: 0.01047103764177494
Position 333: 0.01041648103407423
Position 2095: 0.010093999935297561
Position 2925: 0.009805101613537714
Position 128: 0.0089083659657317
Position 481: 0.008907220291254847
Position 1000: 0.008889988332511704
Position 2906: 0.006381483189182718
Position 2472: 0.006374083377414405
Position 845: 0.0054110757492606566
Position 1798: 0.00507624824077431
Position 4383: 0.002669462652773414
Position 1629: 0.0026681688178421988
Position 2717: 0.002659533447012527
Position 2174: 0.0025205560122943797
Position 3289: 0.0018385553977844009
Position 2220: 0.0015899495049787487
Position 1066: 0.0014145956694665291
Position 3206: 0.0013479218136338462
Position 3476: 0.0010266863486373876
Position 542: 0.0009453030535252303
Position 3456: 0.0008787128897636542
Position 318: 0.0008008979287366655
Position 2973: 0.000656554280850705
Position 721: 0.0005875608127931109
Position 3482: 0.0005340549558362082
Position 3943: 0.00045149770073430145
Position 172: 0.00041556260852007305
Position 3338: 0.00038595712214068844
Position 211: 0.0003410419079407386
Position 3375: 0.0002979358431189133
Position 3566: 0.0002969201384356656
Position 3993: 0.00028480435627408493
Position 1779: 0.0002703613213255239
Position 67: 0.00025454670979733026
Position 4215: 0.0002524804442910361
Position 536: 0.00020892375566072707
Position 2133: 0.00017609708890769542
Position 1747: 0.00016479860141015731
Position 3945: 0.00015415635308722072
Position 3707: 0.0001327407826267262
Position 4349: 0.00011478140465059433
Position 3768: 4.2174510730739506e-05
Position 3511: 3.618412950510506e-05
Position 23: 1.9130563172295563e-05
Position 1163: 1.3840345976777012e-05
Position 687: 1.1357297950806764e-05
Position 3679: 1.0387282585018178e-05
Position 761: 1.0295930656806714e-05
Position 1374: 9.34673453675139e-06
Position 1135: 8.885413534398279e-06
Position 3348: 6.769033116467403e-06
Position 183: 6.438508443135666e-06
Position 917: 5.879286682302443e-06
Position 564: 5.0429161490157206e-06
Position 4122: 5.032487392986921e-06
Position 456: 4.1944979148683825e-06
Position 3224: 2.708357887629729e-06
Position 623: 2.1067325410785473e-06
Position 1500: 2.0512134517436654e-06
Position 31: 1.6617025267628855e-06
Position 1032: 1.5338002751208825e-06
Position 4181: 6.095716567864746e-07
Position 3731: 1.2211897187287667e-07
Position 3790: 9.470060118713134e-08
Position 3777: 3.389530974827162e-08
Position 4029: 1.0684606582908858e-08
Position 3832: 9.864541740787128e-09
Position 3924: 5.964869510874082e-09
Position 3887: 5.8423064046155515e-09
Position 3995: 1.820925751015345e-09
Position 56: 1.3800709577970658e-10
Position 3805: 6.201311193485339e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3631: 0.9989434107275915
Position 3870: 0.9328143874819865
Position 3287: 0.905769821169672
Position 1887: 0.160489855316181
Position 1976: 0.13028425153391873
Position 2002: 0.09953688167273693
Position 3361: 0.06786748297663753
Position 2846: 0.05693966048343539
Position 1398: 0.021585991082006505
Position 4079: 0.01900448601384904
Position 4261: 0.01665324935422954
Position 4204: 0.01588566003197896
Position 3055: 0.011776757502524368
Position 3258: 0.01142392439816842
Position 1597: 0.009593844906762313
Position 4417: 0.0073600870689758706
Position 4110: 0.006263132419376219
Position 2614: 0.006000641043316865
Position 2361: 0.005897119763104356
Position 4029: 0.005442355297768592
Position 4473: 0.005229510732267326
Position 3902: 0.00509231728541813
Position 1732: 0.003335121802137302
Position 2547: 0.002830907204231235
Position 3878: 0.0026493227743146
Position 1960: 0.0025127658672868054
Position 1600: 0.0024411357663534725
Position 2651: 0.0020772183892656683
Position 3086: 0.0020158482998585713
Position 4155: 0.0018747017548162814
Position 3831: 0.0015493461059782618
Position 4052: 0.0014384593953677305
Position 2891: 0.0013568826814438035
Position 2677: 0.0013387919283891496
Position 4312: 0.0011458074834246274
Position 1701: 0.0011101979490587249
Position 1866: 0.0010449066151959863
Position 4299: 0.0006788716854942834
Position 3916: 0.0006050636942553964
Position 3009: 0.0005978712000043575
Position 3462: 0.0005868242048060537
Position 4452: 0.0005114083051533433
Position 3939: 0.00046662103130403165
Position 1779: 0.00044007133127225994
Position 2780: 0.00040212665993482184
Position 4056: 0.0003998851324359619
Position 3973: 0.000390041080184791
Position 2697: 0.00036343691970691037
Position 3586: 0.0003632146778481962
Position 1158: 0.0003508707977463264
Position 3704: 0.00033344352784774506
Position 4323: 0.0003142021762906745
Position 2376: 0.00026176287030119826
Position 1429: 0.0001712451012411699
Position 1420: 0.00015047373123647942
Position 4478: 0.00014863540868589515
Position 2219: 0.00011051287708761654
Position 2458: 0.00010364995526984743
Position 1054: 0.00010288232574378371
Position 1249: 9.173518791189374e-05
Position 4114: 9.06119561497994e-05
Position 4238: 7.866686054423355e-05
Position 3670: 7.622097103003822e-05
Position 4264: 6.84173188801267e-05
Position 4163: 5.809279409879115e-05
Position 4268: 5.1573727138362965e-05
Position 1408: 4.654496275780557e-05
Position 3943: 2.943587390087244e-05
Position 2511: 1.7216365096821484e-05
Position 3674: 1.2235400317338327e-05
Position 3646: 9.30059825016639e-06
Position 4266: 5.365360663933882e-06
Position 3598: 4.790298018572182e-06
Position 3924: 4.3004481217946625e-06
Position 3720: 2.5028418113669628e-06
Position 3591: 1.2190900448083659e-06
Position 2408: 1.0379116513886025e-06
