Gene = PLPP7
index = 1040
Annotated 5SS: [755]
Annotated 3SS: [18228]
SMsplice 5SS: [755]
SMsplice 3SS: [18228]
top_k =  500
Partition function (log Z): -10.379642283667199

Sorted 5' Splice Sites (High to Low Probability):
Position 755: 0.8384136408767505
Position 2542: 0.7104090252414367
Position 6350: 0.5224504555473584
Position 3386: 0.49218545154613597
Position 4596: 0.32852019614555505
Position 10175: 0.32584020131509783
Position 3031: 0.2423228014458538
Position 1539: 0.22764659871960014
Position 9145: 0.20357306718416862
Position 6043: 0.18959003523365747
Position 289: 0.18550423651419495
Position 6505: 0.08105910157319444
Position 3010: 0.07301096858180667
Position 3002: 0.055835835781212866
Position 3471: 0.04482315950278183
Position 11418: 0.041702199362300074
Position 575: 0.036044300961362415
Position 1486: 0.034182648505423234
Position 14812: 0.03355505824382095
Position 733: 0.0266489201875516
Position 2396: 0.024075271047688047
Position 1438: 0.023733499522444492
Position 1530: 0.02316106522992912
Position 1599: 0.016378343232940906
Position 1087: 0.013951693384372903
Position 3547: 0.0105196552377786
Position 1623: 0.010149762486307076
Position 877: 0.009726516579696408
Position 703: 0.0076665347543469564
Position 461: 0.005789775867530108
Position 3024: 0.004603913935731023
Position 2965: 0.00444547733763229
Position 2986: 0.0038407931506675
Position 6273: 0.003428166387953858
Position 1376: 0.0020630427687328558
Position 1628: 0.0018043132493702674
Position 66: 0.0015909713058026975
Position 1736: 0.001587277824453643
Position 215: 0.0013205181518378176
Position 595: 0.0013017757323474126
Position 2661: 0.001259779674552006
Position 1099: 0.0011059592448313354
Position 298: 0.0010497532207611913
Position 3061: 0.0009621074518530549
Position 998: 0.0009384089818226696
Position 156: 0.0007407513706847553
Position 2822: 0.0007295776963940369
Position 1189: 0.0007198365642857725
Position 1260: 0.0004898673864801618
Position 1220: 0.00048840250604449
Position 1634: 0.00033797429600731285
Position 1851: 0.000297153985608942
Position 1356: 0.00026747485896749026
Position 597: 0.00014199647085308788
Position 1151: 7.700810815912907e-05
Position 132: 6.395548458273893e-05
Position 759: 3.283677096346442e-05
Position 784: 2.71978536335527e-05
Position 579: 1.2474207834510045e-05
Position 2124: 5.4457236257068006e-06
Position 116: 4.003521377908188e-06
Position 891: 1.373052839874456e-06
Position 1445: 1.332479200004077e-06
Position 366: 3.68874563240311e-07
Position 640: 3.267882015393107e-07
Position 867: 4.77926770977618e-08
Position 372: 7.222089823162657e-09
Position 329: 2.3139155460460606e-09
Position 239: 1.3125846737310556e-09
Position 35: 5.422028157090822e-10
Position 486: 1.4215957267096858e-10
Position 349: 8.756446314371301e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 18228: 0.9264488644398501
Position 3222: 0.36383057981566846
Position 2893: 0.361167554790622
Position 2395: 0.3521534905369029
Position 6155: 0.3391789930880235
Position 2294: 0.3378833229313868
Position 10062: 0.33137164237482414
Position 4429: 0.31411666127617405
Position 1416: 0.22775658087927791
Position 8940: 0.18813941356563219
Position 5981: 0.15383046893437038
Position 6272: 0.12933743889951968
Position 1336: 0.08967798628271684
Position 3093: 0.0854422528162238
Position 645: 0.07879726220246837
Position 6398: 0.0738841252202059
Position 11299: 0.06583475351641206
Position 6242: 0.06445631905789866
Position 14560: 0.0460469250278131
Position 2493: 0.04420771619684797
Position 3412: 0.03639203515829344
Position 3160: 0.032116380467132305
Position 626: 0.029386023261972958
Position 6033: 0.026434250762684647
Position 8982: 0.01747213137338292
Position 3262: 0.015159343775066374
Position 4504: 0.01494506864967787
Position 537: 0.01184335305475809
Position 5880: 0.010660810583861004
Position 2783: 0.009558042986136835
Position 2701: 0.009536658125338444
Position 3326: 0.007206036007346281
Position 9016: 0.006622654173367873
Position 1437: 0.006460797163905459
Position 585: 0.006317064452848194
Position 6595: 0.005300572573746078
Position 1393: 0.004904316334407722
Position 3385: 0.004238597368009114
Position 1529: 0.004177040710329808
Position 11736: 0.0039129646777510615
Position 2986: 0.0038011833327707637
Position 1483: 0.002639949700972741
Position 1421: 0.0024562338056718807
Position 6425: 0.002288731459141025
Position 442: 0.0020704160709014052
Position 3186: 0.001729987873736167
Position 1168: 0.0017061677987570982
Position 1258: 0.001483727338637811
Position 2895: 0.0014453011256511062
Position 3461: 0.0013742734581165506
Position 7060: 0.0012879937159088353
Position 14420: 0.001167191957689014
Position 2299: 0.0010444426845831781
Position 3110: 0.0008853125792128917
Position 8372: 0.0007770003014503637
Position 7025: 0.0007322398491337228
Position 384: 0.000700142985920693
Position 11319: 0.0006154117457373429
Position 9646: 0.0005450619396581771
Position 473: 0.0005361565468120511
Position 1005: 0.0005312738407049582
Position 10223: 0.0005231648500008175
Position 977: 0.0004934243239695288
Position 788: 0.0004117752559711882
Position 2368: 0.00040371728321148334
Position 6945: 0.00039560201007693175
Position 2656: 0.0003907454981873733
Position 447: 0.0003509175886346841
Position 9750: 0.00033344406250693194
Position 1752: 0.0003113248597128051
Position 905: 0.00030754331526287247
Position 413: 0.00030390885033216794
Position 2821: 0.0002834444597469141
Position 1225: 0.000283188438091468
Position 932: 0.00025386425432538683
Position 495: 0.0002454771686944075
Position 10627: 0.00022834063534078768
Position 5279: 0.00022678916009856727
Position 981: 0.0002232582757483663
Position 2324: 0.00019710034964559418
Position 946: 0.00018775579194777513
Position 1305: 0.000173714052666307
Position 844: 0.00015815288701966082
Position 5480: 0.00014983371427655046
Position 7415: 0.00014706179631667285
Position 1570: 0.0001399845443022065
Position 713: 0.0001302785171273767
Position 8771: 0.00011876715861918819
Position 708: 0.0001155973194652695
Position 6574: 8.880412764387216e-05
Position 2503: 8.799455116798926e-05
Position 3641: 7.976336190120204e-05
Position 4797: 7.04296345055392e-05
Position 2255: 6.01852097631334e-05
Position 422: 5.9414040733555415e-05
Position 1887: 5.134712756404814e-05
Position 3546: 2.3359981708622466e-05
Position 1485: 2.004934600988456e-05
Position 1150: 1.8487758179689777e-05
Position 183: 1.5913984171394464e-05
Position 1036: 1.3881501946921966e-05
Position 393: 1.2843174167731595e-05
Position 2830: 1.0191861639770073e-05
Position 881: 9.854164911382772e-06
Position 492: 8.408537752946957e-06
Position 519: 7.2445642513587295e-06
Position 804: 5.528333378192886e-06
Position 983: 5.458463618410318e-06
Position 936: 4.777563367220634e-06
Position 685: 4.623297002138689e-06
Position 1175: 4.508905421109426e-06
Position 909: 4.3761324434694125e-06
Position 1016: 4.336185806954089e-06
Position 1002: 4.224195358330758e-06
Position 899: 3.147571852426274e-06
Position 1022: 2.637858749696173e-06
Position 405: 2.11016846194044e-06
Position 1042: 2.0899383852832947e-06
Position 851: 2.0345774128219893e-06
Position 426: 1.9934624351257995e-06
Position 507: 1.7634081544374862e-06
Position 366: 1.6322441268532472e-06
Position 253: 1.618584390553294e-06
Position 729: 1.0144235035760493e-06
Position 1179: 4.976697754557187e-07
Position 233: 4.921515958155392e-07
Position 1038: 3.8575014996252153e-07
Position 3165: 2.8572665815389996e-07
Position 475: 2.79714694951495e-07
Position 1273: 2.5155367588921343e-07
Position 876: 2.4605680638690223e-07
Position 486: 1.7398200448599647e-07
Position 318: 8.344453585776505e-08
Position 310: 3.2721587590274666e-08
Position 477: 9.327280696517217e-09
Position 297: 8.719999221914194e-09
Position 197: 5.944495269429711e-09
Position 138: 5.924953861850627e-09
Position 293: 5.080338075958808e-09
Position 502: 4.246656913726692e-09
Position 320: 2.2800430558811525e-09
Position 201: 1.490426305528596e-09
Position 504: 1.4811218197722623e-09
Position 250: 1.2576788054976948e-09
Position 194: 8.624343222139164e-10
Position 710: 7.295064678174102e-10
Position 143: 4.258773403814223e-10
Position 759: 2.229228354427395e-10
Position 732: 2.1092236242254584e-10
Position 151: 1.8429985238909952e-10
Position 263: 7.121677799582927e-11
Position 209: 3.591839624883048e-11
Position 140: 1.0551660236449045e-11
