Gene = LZIC
index = 809
Annotated 5SS: [   81   706  6811  7838  8568 10527 11439]
Annotated 3SS: [  546  6701  7701  8468 10430 11356 12871]
SMsplice 5SS: [  412   706  6811  7838  8568 11439]
SMsplice 3SS: [  617  6701  7701  8468 11356 12871]
top_k =  500
Partition function (log Z): -3.13847160129877

Sorted 5' Splice Sites (High to Low Probability):
Position 706: 0.95160017572695
Position 11439: 0.9097093406499216
Position 412: 0.7953002974849599
Position 7838: 0.7499068545527114
Position 6811: 0.6656847146810521
Position 8568: 0.5977152186819912
Position 10527: 0.429780969869463
Position 8558: 0.33399947727530854
Position 81: 0.1834047433985676
Position 13469: 0.1727744386035862
Position 200: 0.09615370305319017
Position 9066: 0.06628693709659601
Position 8542: 0.05489953465862592
Position 12970: 0.017847249154047937
Position 195: 0.01606877951007481
Position 13101: 0.015366083151426338
Position 7460: 0.011970902566606255
Position 5365: 0.011348333287193849
Position 11727: 0.010204522666356342
Position 4796: 0.008879425630747676
Position 23: 0.0068181636460698984
Position 2163: 0.005944415855078976
Position 4777: 0.005926629064746316
Position 1528: 0.0058225155090861755
Position 245: 0.00535253517873564
Position 649: 0.0049283903773283165
Position 5591: 0.004250821031486859
Position 9883: 0.0036505380237060467
Position 10562: 0.003628426770849738
Position 11835: 0.0035009746012232053
Position 7811: 0.003475729050335873
Position 11774: 0.0019015944800619027
Position 61: 0.0015519293647630829
Position 13780: 0.0014793891871767923
Position 7761: 0.0010456121568859988
Position 5166: 0.0009864842825063394
Position 13170: 0.0009756329311673488
Position 8978: 0.0009133468434369169
Position 187: 0.0008917204459873846
Position 249: 0.0007250388106436122
Position 215: 0.0006342868919023674
Position 8119: 0.0005625600208313867
Position 3471: 0.0005219200476975197
Position 321: 0.00041671528126485175
Position 5595: 0.0003353069404931566
Position 7115: 0.00030128850582754546
Position 7515: 0.0002887133118946249
Position 2779: 0.000286987666122654
Position 473: 0.00026579174787240883
Position 5129: 0.00026510225060359975
Position 6825: 0.00025810353705309024
Position 434: 0.00017641126085745875
Position 345: 0.0001249419699783459
Position 129: 9.584098883821569e-05
Position 96: 8.591093514012557e-05
Position 497: 6.251245626729181e-05
Position 467: 5.9399371925284216e-05
Position 173: 5.160626925831104e-05
Position 4920: 4.208581273970671e-05
Position 240: 4.001480160626347e-05
Position 451: 2.887258030596405e-05
Position 1830: 2.7105382556098272e-05
Position 11397: 2.6647827750580926e-05
Position 524: 2.6611876506573268e-05
Position 531: 2.0505548465598012e-05
Position 343: 1.810708419874253e-05
Position 5174: 1.4621336278148137e-05
Position 8659: 1.4031362363904899e-05
Position 145: 1.3791805714677213e-05
Position 112: 1.1599963820467458e-05
Position 669: 8.878696452006163e-06
Position 12935: 8.859840735095225e-06
Position 13480: 8.263665157630646e-06
Position 860: 7.821647318702579e-06
Position 2670: 7.467765044944558e-06
Position 1539: 7.4533491612927755e-06
Position 1182: 4.9207546337487666e-06
Position 980: 4.356674466070006e-06
Position 76: 2.508048482191139e-06
Position 562: 2.268520512822845e-06
Position 692: 1.4420846740486214e-06
Position 1214: 1.2360718254859198e-06
Position 421: 5.856886771409476e-07
Position 1049: 4.3483807602515275e-07
Position 70: 1.2622523451109974e-07
Position 64: 4.502830072362012e-08
Position 287: 9.399883223524177e-09
Position 850: 1.6643902629921416e-09
Position 806: 1.738104548180212e-10
Position 819: 1.2615602088559035e-10
Position 565: 1.9655517645387595e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8468: 0.98365917632614
Position 11356: 0.8334265838777556
Position 7701: 0.7341750549601456
Position 617: 0.5674890843178151
Position 6701: 0.5637982925944315
Position 12871: 0.4755647892849088
Position 10430: 0.4300462750959956
Position 546: 0.2733392255372423
Position 278: 0.13508855161012245
Position 13243: 0.10238694426899808
Position 13839: 0.10002231962097782
Position 13000: 0.09925215575091226
Position 6720: 0.09913347310243588
Position 13409: 0.09034841739928265
Position 14070: 0.07579697193819296
Position 11304: 0.056474675197351554
Position 13581: 0.05455003567111197
Position 11652: 0.047709042526798334
Position 313: 0.0455640647301126
Position 8880: 0.02488622142750765
Position 13227: 0.02359510457851928
Position 8930: 0.017578427156178147
Position 561: 0.017505337224099894
Position 14090: 0.01674442651464227
Position 4686: 0.014835238882853518
Position 12815: 0.014644918734336591
Position 7616: 0.01417132677126039
Position 13676: 0.013695920806107343
Position 11387: 0.01346978956771497
Position 340: 0.01280148722111982
Position 7207: 0.012259615878500892
Position 13743: 0.012156068399332295
Position 8944: 0.01056742648394933
Position 13804: 0.008567376262138326
Position 12682: 0.008115175195988837
Position 5030: 0.007443724580736685
Position 14086: 0.0071918270756205615
Position 13194: 0.007152358373927307
Position 14231: 0.006160078946378663
Position 11240: 0.00615731671860373
Position 13151: 0.006037536811001821
Position 14193: 0.005770919472193277
Position 12316: 0.005067212565845415
Position 12287: 0.004867630602138229
Position 1465: 0.004635405577724314
Position 14045: 0.00435786361762958
Position 7718: 0.00425073062898399
Position 8982: 0.003968469491257769
Position 5299: 0.0037955059548081213
Position 14259: 0.0037159999816492326
Position 9741: 0.003692626433890681
Position 11366: 0.003644981861060672
Position 13626: 0.0033173270470894523
Position 5488: 0.0032187931270704837
Position 640: 0.0029040929676316315
Position 389: 0.0028163218358319936
Position 588: 0.0027098203754796846
Position 6553: 0.002706245545276301
Position 11152: 0.0023813109231673375
Position 2003: 0.002346800589815114
Position 10484: 0.002145547754375824
Position 282: 0.002077093279609204
Position 11699: 0.0019101718339093678
Position 8756: 0.0018801164729461586
Position 11396: 0.0018672329437988146
Position 8658: 0.0018665211871969837
Position 10240: 0.0017533807073127044
Position 12125: 0.001693617754237331
Position 8858: 0.0015484301629439478
Position 12795: 0.0015221596298371463
Position 7552: 0.0014465807579061693
Position 491: 0.0014271249078267184
Position 5242: 0.001374078272762261
Position 11061: 0.0013696087519367184
Position 8365: 0.001250698170688089
Position 14175: 0.0012247684095723277
Position 14237: 0.0012159805422056807
Position 2052: 0.001213639449979859
Position 10648: 0.0011935743531792133
Position 11656: 0.001153307011684445
Position 8617: 0.0010809189804630338
Position 1496: 0.0010774303533796102
Position 8330: 0.0009937598178067948
Position 11801: 0.000976892125815829
Position 1959: 0.0008930258593102997
Position 8508: 0.0008684524566124365
Position 8999: 0.0008671827489253802
Position 5484: 0.0008549490361147989
Position 8961: 0.0008131504139460001
Position 8895: 0.0008095536556525155
Position 8933: 0.0007733095401443186
Position 10243: 0.0007391246211275786
Position 12699: 0.0006394476150902858
Position 7978: 0.0005625600208313865
Position 8996: 0.0005606408705349938
Position 13252: 0.0005585146343199048
Position 2043: 0.0005266914052756176
Position 10986: 0.0004389944084922097
Position 9104: 0.0004142712335432413
Position 370: 0.00040546932044014034
Position 8445: 0.00039305026216658704
Position 7814: 0.0003845026416376062
Position 9128: 0.00037817325849345417
Position 10673: 0.0003686036825175643
Position 8734: 0.00036797743657559953
Position 457: 0.0003660734262526743
Position 2046: 0.0003589628716180212
Position 5456: 0.00034172867972095613
Position 12642: 0.0003375543510490442
Position 3237: 0.0003242139087325275
Position 12518: 0.00030878771193348583
Position 11626: 0.00030844919372892047
Position 6443: 0.00030480697596162295
Position 1868: 0.0002909330315915301
Position 2691: 0.00028033310943623797
Position 9590: 0.0002685125481847952
Position 11694: 0.00022573848225756617
Position 2020: 0.0002147088473931611
Position 11756: 0.0001909068411545153
Position 8700: 0.0001876079299749407
Position 3377: 0.0001840894482096638
Position 11708: 0.0001840098654781159
Position 5508: 0.00017065712907377652
Position 6913: 0.00016315633985166544
Position 240: 0.0001429759411456973
Position 7077: 0.00013813216597588027
Position 683: 0.00012496925708176452
Position 284: 0.0001175042267372361
Position 11011: 0.00010584703072915321
Position 9030: 9.579388273949159e-05
Position 2103: 8.782246668862918e-05
Position 187: 6.865483715815439e-05
Position 8904: 5.514093580104205e-05
Position 1321: 4.799562791310074e-05
Position 1416: 3.979440009960048e-05
Position 1378: 3.526336715339693e-05
Position 8668: 2.966232799827124e-05
Position 1698: 1.5670658405808742e-05
Position 8342: 1.1634062148691232e-05
Position 2582: 8.461807250816003e-06
Position 979: 7.009089994672635e-06
Position 4666: 6.694326759293714e-06
Position 3216: 6.351404864447527e-06
Position 4689: 6.207298620878497e-06
Position 3287: 5.862451445596032e-06
Position 578: 3.6940586663746504e-06
Position 393: 3.389231260245122e-06
Position 1566: 3.1396724760671336e-06
Position 224: 2.9983472629332375e-06
Position 8278: 2.5457688405252014e-06
Position 2122: 2.4053971066727315e-06
Position 2745: 2.2055100455024415e-06
Position 151: 1.713103286765297e-06
Position 3311: 1.4028344452849258e-06
Position 2649: 1.3195097465507387e-06
Position 648: 1.3083712649953552e-06
Position 5115: 1.232348274869105e-06
Position 735: 9.401619785692224e-07
Position 1431: 9.125723494845213e-07
Position 904: 8.945436246959756e-07
Position 2559: 8.771576908346003e-07
Position 2587: 8.54935716188896e-07
Position 1324: 7.052330732607221e-07
Position 1027: 6.871032839439157e-07
Position 1742: 5.778137270598485e-07
Position 508: 5.471252654843604e-07
Position 10101: 4.509545880732647e-07
Position 2426: 4.034012814679941e-07
Position 1715: 3.1309183494816443e-07
Position 934: 2.423078893977511e-07
Position 909: 2.2870952097044667e-07
Position 664: 2.1350322460159893e-07
Position 774: 1.1755884522524712e-07
Position 401: 9.901201835141246e-08
Position 1078: 9.72439996623698e-08
Position 405: 7.868110423392146e-08
Position 805: 5.856809398203672e-08
Position 795: 5.3152441834127484e-08
Position 93: 3.1080474639897753e-08
Position 741: 2.1801755942872433e-08
Position 497: 1.2049651319406554e-08
Position 853: 9.287297539853146e-09
Position 1082: 7.043414282078164e-09
Position 1434: 6.42145060934899e-09
Position 859: 5.313787965673154e-09
Position 1157: 5.166558221630412e-09
Position 1275: 2.5341247030645513e-09
Position 96: 1.9950839808896667e-09
Position 1437: 1.4803784699829872e-09
Position 415: 1.7643658122017883e-10
Position 763: 1.8949370831025113e-11
Position 685: 1.3058706861958467e-11
Position 690: 8.00981609634631e-12
Position 781: 5.846761217226146e-12
Position 421: 6.1444971375686e-15
