Gene = ATPAF1
index = 116
Annotated 5SS: [  398  3199  9768 10328 14638 15874 23294 25261]
Annotated 3SS: [ 3089  9716 10264 14586 15825 23197 25152 32483]
SMsplice 5SS: [  398  3199  3476 14638 25261 32558]
SMsplice 3SS: [ 3089  3364 14586 25152 32483 34625]
top_k =  500
Partition function (log Z): -10.016973132591476

Sorted 5' Splice Sites (High to Low Probability):
Position 398: 0.9840986457669179
Position 3199: 0.9537327660843335
Position 15893: 0.7468635012303132
Position 14638: 0.7357225548624892
Position 4622: 0.6114816869903477
Position 3476: 0.5307749230938296
Position 10328: 0.4730666926992394
Position 10430: 0.42356885198922595
Position 2164: 0.32381445849032386
Position 9768: 0.29826624539831265
Position 15006: 0.24909829182836116
Position 3462: 0.22199658133849223
Position 3703: 0.21068754927876338
Position 1824: 0.16848238371227697
Position 2580: 0.1475359922090236
Position 9878: 0.1128410420991418
Position 2808: 0.08619585742814845
Position 3719: 0.07765260032308977
Position 10123: 0.07192842046410304
Position 14681: 0.06922281316430881
Position 1797: 0.06865542480844493
Position 15874: 0.059621298750349085
Position 4365: 0.04590915447640709
Position 10018: 0.04226274752532207
Position 1144: 0.03974005026643521
Position 14259: 0.036426781725062966
Position 2134: 0.03627877860192282
Position 4369: 0.031525746589992965
Position 13686: 0.028557820676180425
Position 3170: 0.023033763861540373
Position 2095: 0.0174259143687536
Position 4595: 0.012002261873529643
Position 3891: 0.011037894641695679
Position 6821: 0.010762015829437933
Position 9873: 0.010207868413706503
Position 2447: 0.009020809927267117
Position 923: 0.008968867350070162
Position 216: 0.008284970674792499
Position 186: 0.006874476696512644
Position 3465: 0.005080627125773134
Position 16189: 0.0045516521335379105
Position 14811: 0.0044809623870217296
Position 2734: 0.0019561365857122476
Position 3409: 0.0017545112587953097
Position 6527: 0.0015575059953771527
Position 3707: 0.0014453835883085238
Position 410: 0.0011650061373861896
Position 1152: 0.001077397233972752
Position 2584: 0.0009698773489217904
Position 1951: 0.0004085400644121824
Position 482: 0.00035979942839102274
Position 3398: 0.0003403093481989811
Position 209: 0.000286541203174974
Position 160: 0.00027646128757012205
Position 1107: 0.0002762968063939234
Position 644: 0.0002485094044942867
Position 941: 0.0002475611894445653
Position 3090: 0.0002327168466844294
Position 3275: 0.0001618007473384375
Position 1454: 0.00013033849832056783
Position 1042: 0.00012403387211901907
Position 1423: 0.00010183043542894544
Position 1535: 0.00010140963752217632
Position 276: 8.08534565989762e-05
Position 746: 6.816321091796294e-05
Position 193: 5.731648635290908e-05
Position 177: 4.849152164065973e-05
Position 2766: 3.7868214544218556e-05
Position 144: 1.563480756749377e-05
Position 28: 1.5022459335840452e-05
Position 801: 1.1602214997752723e-05
Position 147: 9.46914421370682e-06
Position 1892: 9.346578370238446e-06
Position 1487: 9.1584784359045e-06
Position 2232: 2.786015257892732e-06
Position 477: 1.6249644205983231e-06
Position 141: 1.4010494310501088e-06
Position 324: 6.295550089487106e-07
Position 1370: 3.478658191786497e-07
Position 540: 2.2165089922606744e-07
Position 1081: 1.8032706022551588e-07
Position 613: 1.616766746185153e-07
Position 517: 2.4891857802620396e-08
Position 798: 1.962758427933744e-08
Position 627: 1.107344194200292e-08
Position 248: 7.052505623723251e-09
Position 246: 5.077527784147197e-09
Position 492: 8.051096878473655e-11
Position 572: 7.938077909684547e-11
Position 585: 3.3844642787083615e-11
Position 570: 7.72281630438634e-12
Position 267: 6.095199730900254e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 14586: 0.8199788838081673
