Gene = L1TD1
index = 756
Annotated 5SS: [   91  1698 12806]
Annotated 3SS: [ 1603 11687 14951]
SMsplice 5SS: [   91  1698 12806]
SMsplice 3SS: [ 1603 12680 14951]
top_k =  500
Partition function (log Z): -6.718167420988091

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.985229382172742
Position 12806: 0.6121436583612188
Position 91: 0.25589713049587975
Position 171: 0.24061893119318203
Position 15417: 0.19280757073319457
Position 131: 0.14873842248726216
Position 371: 0.10163259555617901
Position 386: 0.10058694622747895
Position 2041: 0.09350328235942401
Position 211: 0.06998629033573728
Position 251: 0.03838769588796672
Position 16708: 0.03615534393496044
Position 426: 0.02643563829718346
Position 6241: 0.01650924231048405
Position 445: 0.013771922036372893
Position 1737: 0.009818789194058309
Position 291: 0.00981773038592939
Position 13515: 0.008708607008393416
Position 2269: 0.006975293146908665
Position 8727: 0.0064973506866101635
Position 1065: 0.0054115519516175214
Position 5620: 0.004666969855782008
Position 2817: 0.004457364380692768
Position 9851: 0.004155557784664719
Position 13157: 0.002534119791553116
Position 1721: 0.002482893023830319
Position 1997: 0.0023952359260425945
Position 1668: 0.002360548898579027
Position 2070: 0.0023520721901846985
Position 2867: 0.0022991126276000196
Position 430: 0.0015113272594198992
Position 402: 0.0014890265356842982
Position 11915: 0.0014779143653694785
Position 6841: 0.0012830583305012203
Position 390: 0.000475066472294825
Position 1477: 0.0004521391891922775
Position 310: 0.00042243288814936616
Position 106: 0.0003312868824626928
Position 155: 0.00025548676571595546
Position 995: 0.00023300012261224913
Position 195: 0.0002028851126763869
Position 710: 0.0001676998433697112
Position 2835: 0.0001240618294485936
Position 3524: 0.00011806088891153268
Position 315: 0.0001172863458981878
Position 1479: 0.0001023906632220877
Position 5269: 0.00010184511084657756
Position 3740: 7.835543015441016e-05
Position 1148: 7.587167558280226e-05
Position 1513: 6.972564201052996e-05
Position 5223: 6.54405669608242e-05
Position 5862: 6.509334422252427e-05
Position 1423: 6.154395042775786e-05
Position 3589: 4.66223917262296e-05
Position 4936: 4.597819730746877e-05
Position 6706: 3.355497112133288e-05
Position 5959: 2.4802194877909153e-05
Position 1702: 2.4645198340331997e-05
Position 5844: 2.3437559867778236e-05
Position 2024: 6.413385526989303e-06
Position 1889: 5.5776501906810415e-06
Position 1543: 3.450935748415519e-06
Position 1705: 3.2296642872341787e-06
Position 2342: 2.9316827837887856e-06
Position 2237: 2.7099429381661144e-06
Position 2279: 1.270761981128621e-06
Position 600: 7.996113396142409e-07
Position 150: 4.905235904136818e-07
Position 190: 4.3509069325257203e-07
Position 202: 1.6215021737068298e-07
Position 220: 3.249350328451588e-08
Position 235: 2.8309420767365045e-08
Position 562: 2.7898148372689385e-08
Position 50: 1.5619037842886186e-08
Position 275: 1.09245416523815e-08
Position 19: 7.475468233131652e-09
Position 1710: 7.374085343340961e-09
Position 322: 1.8379514732263115e-09
Position 242: 1.4427091565364352e-09
Position 497: 1.0461896167833153e-09
Position 122: 9.853577143921898e-10
Position 62: 9.512238854422647e-10
Position 603: 8.398242793559514e-10
Position 362: 6.467825739792854e-10
Position 586: 5.885036017016454e-10
Position 260: 4.019064148129572e-10
Position 230: 2.1905546308443517e-10
Position 270: 2.1850231304546756e-10
Position 300: 2.013674446289318e-10
Position 26: 1.3715797512226057e-10
Position 340: 1.3461040257855176e-10
Position 1743: 8.783610673436666e-12
Position 65: 3.5652831930785664e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1603: 0.9565133058368894
Position 12680: 0.6121436583612188
Position 14951: 0.6062482862792153
Position 16582: 0.2657974674492924
Position 15363: 0.11710958172347655
Position 1806: 0.08037826892703265
Position 13267: 0.053548275373467055
Position 15687: 0.0384675898951292
Position 1781: 0.020117624873446205
Position 16886: 0.019015844720884037
Position 6118: 0.017873711307156856
Position 16821: 0.017139499214076398
Position 12926: 0.014926818268920188
Position 1529: 0.011952867367348134
Position 12901: 0.011877089421249898
Position 11687: 0.010778737766899497
Position 1410: 0.0100561164308644
Position 8615: 0.009575819652082264
Position 282: 0.009443627522996215
Position 15524: 0.008414291028179838
Position 6146: 0.0071379914745039325
Position 9757: 0.006591215242290938
Position 5390: 0.006457208678649836
Position 1493: 0.006318812345351182
Position 1441: 0.0053039959905766786
Position 9956: 0.0050586391805277535
Position 2759: 0.005011905319010361
Position 15027: 0.004886681583542928
Position 2713: 0.004796716116103294
Position 1297: 0.004758624168147065
Position 6779: 0.004523023581470871
Position 7869: 0.0044690569028607045
Position 959: 0.0043133047519995785
Position 14238: 0.003670715780480229
Position 2138: 0.003214911497351944
Position 1353: 0.002856977700590543
Position 16059: 0.002592180056865515
Position 2161: 0.0025229368347708925
Position 1943: 0.002378410071441578
Position 15864: 0.0022985557627503584
Position 1946: 0.0022334164733022873
Position 13743: 0.0019527108509813165
Position 1542: 0.0019156251863965495
Position 13314: 0.0018606711799864417
Position 255: 0.001678989224528374
Position 7774: 0.0014641415746194713
Position 5195: 0.0012702722203033331
Position 7898: 0.0012522064323297838
Position 15030: 0.0011999257278061646
Position 5766: 0.0011882596870317693
Position 1787: 0.0010275412634156889
Position 2178: 0.0009686025648643766
Position 14598: 0.0009676534341750496
Position 12907: 0.0009670552994382763
Position 5911: 0.0009432328800650983
Position 13423: 0.0008189010697989278
Position 7732: 0.0007943163563573656
Position 6499: 0.0007869685945934584
Position 9338: 0.0007702466230559586
Position 10040: 0.0006480628870696177
Position 10250: 0.0005269624200029385
Position 6964: 0.0005031563255573883
Position 9481: 0.00047989221332356665
Position 7770: 0.00045143026930864554
Position 1464: 0.0004438601992265382
Position 11368: 0.0003933253894743049
Position 1971: 0.0003924098971904054
Position 295: 0.00037878240385867554
Position 1611: 0.0003729815510079374
Position 4254: 0.00036615180153256623
Position 4418: 0.0003618600779899786
Position 11817: 0.00034831287472052467
Position 8347: 0.00034450627032502713
Position 7530: 0.0002696289865971459
Position 2114: 0.0002478473016707724
Position 2227: 0.00022772860178071907
Position 8611: 0.00022662372656864505
Position 265: 0.00021139195898241562
Position 9783: 0.0002096656155026323
Position 4783: 0.00020819986170968614
Position 11085: 0.00020167209643413495
Position 3275: 0.00019919277302653165
Position 4744: 0.00019479717310513382
Position 10695: 0.00019474248211187107
Position 5521: 0.0001908224462784248
Position 4031: 0.00017288480219476455
Position 7865: 0.00017220422744134345
Position 7588: 0.00016549157267143694
Position 8936: 0.00016093928369803815
Position 7221: 0.0001421185872687528
Position 6479: 0.0001328321473308894
Position 6799: 0.00013157089620262707
Position 3371: 0.00012891485227143224
Position 7068: 0.00012567872076261935
Position 8509: 0.0001240136976873791
Position 674: 0.00012360801416359097
Position 8768: 0.00011586563798018656
Position 215: 0.00010960682209429012
Position 1996: 0.00010944971190345263
Position 5781: 0.00010515892203425207
Position 3659: 9.668285819782371e-05
Position 8572: 8.737434306085294e-05
Position 9157: 8.394267129465963e-05
Position 8678: 7.537304230573424e-05
Position 291: 7.386743940994207e-05
Position 4553: 7.159524964246391e-05
Position 335: 6.856856051323389e-05
Position 4125: 6.679160157275344e-05
Position 5365: 5.621868945211359e-05
Position 4051: 4.7609456903644745e-05
Position 1374: 4.6682403590754415e-05
Position 2306: 3.843779715380612e-05
Position 6579: 3.726356710526279e-05
Position 1328: 3.497445376103247e-05
Position 6279: 3.4339591681866294e-05
Position 3970: 3.268398627217672e-05
Position 2774: 3.240120848481894e-05
Position 3874: 3.23886361249654e-05
Position 320: 3.22667239310157e-05
Position 6282: 3.0552007925478146e-05
Position 892: 2.882957978913797e-05
Position 5865: 2.845292761576608e-05
Position 3349: 2.810846405284572e-05
Position 3396: 2.6579937629691385e-05
Position 5299: 2.6519464407166983e-05
Position 3388: 2.575254073660013e-05
Position 5524: 2.527816424628577e-05
Position 976: 2.3242494094848266e-05
Position 931: 2.2418706575954224e-05
Position 2689: 2.0277788498712374e-05
Position 5697: 1.8550639194011316e-05
Position 3716: 1.7690527077637312e-05
Position 1948: 1.7483131799277565e-05
Position 2024: 1.5549693718860916e-05
Position 225: 1.4688144502453129e-05
Position 1371: 1.4207813856744179e-05
Position 1662: 1.392074720680925e-05
Position 410: 1.3737190416803572e-05
Position 305: 1.3234837754642609e-05
Position 2681: 1.1615182548538736e-05
Position 3017: 1.1249752978868376e-05
Position 375: 1.112989742279701e-05
Position 3946: 1.0999227810541838e-05
Position 3721: 9.827524216926547e-06
Position 2175: 9.309216436672274e-06
Position 3846: 8.60765461584299e-06
Position 175: 8.485925569438017e-06
Position 3633: 8.211408795132888e-06
Position 807: 8.122248164250328e-06
Position 1649: 7.739143193322108e-06
Position 3162: 7.67740476940403e-06
Position 3630: 6.8743323223358584e-06
Position 856: 5.976833291863362e-06
Position 2739: 5.933319022485128e-06
Position 2236: 5.891668459790201e-06
Position 3668: 4.763388313808483e-06
Position 1508: 4.5053355770137495e-06
Position 2148: 3.3323391469426305e-06
Position 1880: 2.418872814799197e-06
Position 1863: 7.230806246309943e-07
Position 1892: 2.6858123710296387e-07
Position 2201: 2.6043103844192056e-07
Position 2038: 2.3926703606174896e-07
Position 345: 1.684594684215335e-07
Position 854: 1.4460854616337975e-07
Position 1904: 1.233140338562142e-07
Position 308: 9.554475737453884e-08
Position 1617: 7.373167654895981e-08
Position 850: 6.600322509164365e-08
Position 2078: 5.7679005502584155e-08
Position 1983: 1.9058426138626303e-08
Position 686: 1.2476960345828422e-08
Position 385: 9.841378590523708e-09
Position 530: 1.0692755830045464e-09
Position 652: 6.289239862719879e-10
Position 614: 5.94245302503002e-10
Position 620: 3.4927217887397957e-10
Position 565: 3.4273155437262214e-10
Position 185: 3.3379857326675556e-10
Position 575: 1.9097627787687942e-10
Position 314: 1.7257084860411712e-10
Position 353: 2.3826506007079108e-12
Position 401: 2.1067446542125136e-12
Position 415: 5.630167631350816e-13
