Gene = MECR
index = 827
Annotated 5SS: [  202 14345 14928 24171 27802 28990 30417 34735 34992]
Annotated 3SS: [14246 14795 24026 27698 28886 30342 34673 34918 36752]
SMsplice 5SS: [  202   623 10099 14345 14928 24171 27802 28990 29559 30417 34992]
SMsplice 3SS: [  525  9989 14246 14795 24026 27698 28886 29413 30342 34918 36752]
top_k =  500
Partition function (log Z): 3.3806014375728255

Sorted 5' Splice Sites (High to Low Probability):
Position 27802: 0.9823087519162876
Position 24171: 0.9801130281981743
Position 10099: 0.9686365156092734
Position 28990: 0.947909546280653
Position 14928: 0.9053202101751259
Position 34992: 0.9031628817577271
Position 30417: 0.8970422276144376
Position 14345: 0.8313416079113087
Position 623: 0.7912408063490507
Position 29559: 0.6049003293059886
Position 17728: 0.5038357670373118
Position 21179: 0.46150159279983205
Position 202: 0.45400370667527734
Position 7793: 0.40725016371855666
Position 35720: 0.35291090519167473
Position 9858: 0.275477215779059
Position 371: 0.23139049054353314
Position 8090: 0.22631859780425084
Position 345: 0.2160813161041548
Position 578: 0.2022769627334108
Position 24892: 0.16456256473206182
Position 30523: 0.09180910544693721
Position 29848: 0.083504132049149
Position 34735: 0.07791638086665616
Position 28315: 0.0703850914634551
Position 6696: 0.06889736195815561
Position 8362: 0.06424352334575502
Position 32723: 0.06237541878196263
Position 33136: 0.06138550731540787
Position 6257: 0.06079612435678412
Position 14674: 0.0596538367618959
Position 18802: 0.05916530305178032
Position 30177: 0.05588580274421672
Position 21274: 0.05324212288105804
Position 31874: 0.04929754073079522
Position 6237: 0.04197583100163107
Position 27208: 0.03806154134817673
Position 31900: 0.03768586574320862
Position 33684: 0.03025592743567402
Position 13237: 0.029899421999139378
Position 194: 0.027542778055931905
Position 402: 0.025203946512852307
Position 349: 0.023571610677705104
Position 5510: 0.022976031931900117
Position 5441: 0.022192575101427078
Position 24636: 0.02083810752734719
Position 36830: 0.01712008905879698
Position 6050: 0.01692083882769215
Position 10095: 0.016607338093520822
Position 29330: 0.01658056359396097
Position 32734: 0.016510657762964655
Position 5087: 0.016265576166089226
Position 32971: 0.01606100724923374
Position 28243: 0.016024754666467984
Position 30057: 0.0154687402672646
Position 3223: 0.014698799943131361
Position 4529: 0.01455277635682892
Position 28526: 0.014334002102453643
Position 33833: 0.014015567356763226
Position 5567: 0.013823287281687207
Position 6247: 0.011767296832402687
Position 33063: 0.010378413023911143
Position 152: 0.009060931338000828
Position 15021: 0.009016405510952102
Position 32730: 0.008430248871209559
Position 31815: 0.008014899967090917
Position 14546: 0.007189458219090975
Position 13291: 0.006438532019996635
Position 289: 0.006422330281482921
Position 13326: 0.006422313499147203
Position 10216: 0.0056744634032345415
Position 7876: 0.0047646650095649196
Position 709: 0.004387682885506353
Position 53: 0.004214612300818455
Position 30793: 0.0037773298980540173
Position 28319: 0.0034029572733117472
Position 35601: 0.0028681438779771047
Position 5305: 0.0028599544886480383
Position 28604: 0.0024024702933196315
