Gene = IL17RD
index = 690
Annotated 5SS: [  215 45120 50684 55183 55839 59266 59519 61034 62285 62897 64197 67780]
Annotated 3SS: [45061 50557 55063 55717 59220 59366 60967 62229 62785 64011 66836 68869]
SMsplice 5SS: [  215 45120 50684 55183 55839 59519 60295 61034 62285 62897 66946]
SMsplice 3SS: [45061 50557 55063 55717 59366 60239 60967 62229 62785 66836 72304]
top_k =  500
Partition function (log Z): -38.19418038758033

Sorted 5' Splice Sites (High to Low Probability):
Position 215: 0.7109442133470605
Position 6460: 0.47757286282345074
Position 450: 0.2640515772262643
Position 8512: 0.16295451168021105
Position 8601: 0.07194039195636417
Position 3938: 0.05586064124677122
Position 7576: 0.051674673363487564
Position 13629: 0.03247290779194405
Position 3458: 0.028584795550401536
Position 8553: 0.026638567873712396
Position 13161: 0.025849320483951325
Position 175: 0.020464631471758473
Position 3383: 0.01815680286315879
Position 3713: 0.017887643668519828
Position 1020: 0.006947327490824795
Position 10696: 0.005841299469521364
Position 910: 0.005573843854861549
Position 6341: 0.0051596614524174805
Position 1932: 0.0041184851957619395
Position 3227: 0.00395776174723735
Position 6223: 0.0037457768525065815
Position 3322: 0.003186869659672071
Position 938: 0.0030222360485082102
Position 2936: 0.003017687264124786
Position 831: 0.0027503990663826864
Position 1134: 0.002740282591302366
Position 276: 0.001971796270554072
Position 895: 0.001512309356690527
Position 1182: 0.0014731195507603607
Position 915: 0.0011314744250033924
Position 1842: 0.001062857223439839
Position 6061: 0.0008824135111189669
Position 1312: 0.00077021193175457
Position 12022: 0.00020848756012163393
Position 488: 5.4361711670779684e-05
Position 625: 4.59605840863902e-05
Position 324: 3.425552932050972e-05
Position 1937: 3.3232546206897335e-05
Position 2440: 2.8791233924397484e-05
Position 2502: 2.5986236273853386e-05
Position 1962: 2.402612828307568e-05
Position 3317: 1.4201287311875595e-05
Position 3090: 5.9093064775302e-06
Position 128: 5.093347413892052e-06
Position 601: 4.293745594308717e-06
Position 808: 2.506112084211999e-06
Position 468: 1.4005881780549797e-06
Position 233: 8.750043599969759e-07
Position 721: 8.451160187603271e-07
Position 341: 6.831723093720719e-07
Position 161: 3.9827601076596837e-07
Position 865: 2.5867192718841266e-07
Position 204: 1.4852381639863682e-07
Position 1001: 9.580487790979002e-08
Position 368: 9.57856369129853e-08
Position 386: 8.134349076327834e-08
Position 563: 4.034431594811774e-08
Position 644: 1.5162335925684696e-08
Position 438: 7.825052311737942e-09
Position 308: 6.571172440321855e-09
Position 565: 9.891836660624256e-10
Position 436: 9.827727364530246e-10
Position 388: 2.394584799374571e-10
Position 825: 3.888602143320539e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13521: 0.43515519640128864
Position 6424: 0.3646241531530077
Position 8426: 0.1788313331275946
Position 6391: 0.09422621899548467
Position 12793: 0.084849157966342
Position 5992: 0.07087624470425272
Position 14703: 0.06966539133183741
Position 8311: 0.06920818100913488
Position 14878: 0.0591609769422529
Position 7439: 0.05175570870842321
Position 6307: 0.04646028732123761
Position 11869: 0.04543989223422931
Position 10418: 0.042380449721377465
Position 3198: 0.040161609761175845
Position 9253: 0.03984088131811168
Position 8357: 0.034233713369088835
Position 13843: 0.032681647472655645
Position 3854: 0.027008359289051036
Position 11821: 0.024246592669259267
Position 3836: 0.023269124264220366
Position 3565: 0.013712780198378167
Position 5073: 0.01211461255368981
Position 8080: 0.010217489786400373
Position 813: 0.00853164435377795
Position 7461: 0.008478507369635818
Position 11990: 0.008378811714215062
Position 3345: 0.007763305745308471
Position 12704: 0.007411567374986609
Position 12282: 0.007228090858961447
Position 10185: 0.007057792367181301
Position 830: 0.00696211799765399
Position 11919: 0.005380211252988803
Position 1873: 0.004350584496943416
Position 13230: 0.0038815984906135793
Position 4173: 0.00359561354123211
Position 3164: 0.003480131759074317
Position 4090: 0.0034407624450646136
Position 1085: 0.0032475136101550576
Position 7369: 0.0029388127478031075
Position 2831: 0.002522285095922858
Position 721: 0.002501207496110648
Position 2075: 0.0023743332130307846
Position 3669: 0.0022550886907971406
Position 724: 0.0022421958598130066
Position 3739: 0.002241137302186875
Position 3523: 0.0022161131266153706
Position 3180: 0.0019145954219982773
Position 2302: 0.0018883308997917187
Position 3382: 0.0018611974552776981
Position 8117: 0.001775090457401179
Position 3712: 0.0017170461717185494
Position 2387: 0.0016958786039306603
Position 556: 0.0016414519226431933
Position 1041: 0.0015832333117766458
Position 7948: 0.0015682297359341792
Position 5206: 0.001509936510192655
Position 6025: 0.0015025766873961164
Position 5130: 0.0014678747242206091
Position 1703: 0.0013898540505968848
Position 10251: 0.0012088333614691798
Position 644: 0.0010346927811060028
Position 3217: 0.0009306334748105623
Position 6945: 0.0009209882858695928
Position 2770: 0.0008871487457940221
Position 1660: 0.0008600987994362505
Position 1841: 0.0008517314123738197
Position 3254: 0.0008385304539833051
Position 4409: 0.0008328143773911775
Position 2680: 0.0008315948517480443
Position 3498: 0.0008284353582854225
Position 888: 0.0008240309092820168
Position 6568: 0.0007786357847688261
Position 4152: 0.0007697871179263821
Position 3445: 0.000753537930493697
Position 9054: 0.0007492868406491579
Position 2789: 0.0007399932546806011
Position 2501: 0.0007183055600215324
Position 5910: 0.000676494913257043
Position 4846: 0.0005696821296597706
Position 3266: 0.000568532877081771
Position 5127: 0.0005550042097526558
Position 3591: 0.0005189321116350044
Position 4469: 0.0005157397914355499
Position 2192: 0.0004444622094291697
Position 7968: 0.0004306503993397715
Position 1450: 0.00042592707747129613
Position 3625: 0.00041422097811968423
Position 3457: 0.0003727228369932601
Position 1198: 0.00034012722391267005
Position 2563: 0.00032566472687560195
Position 2102: 0.0002710662537061786
Position 3287: 0.000254284649184926
Position 4900: 0.00024531650908440254
Position 3068: 0.0002106863184973011
Position 4710: 0.00020790239128802695
Position 4341: 0.00017247329318646252
Position 4925: 0.00016978936946212287
Position 5666: 0.0001689918758760387
Position 865: 0.00015856537057919802
Position 1599: 0.0001349870615858991
Position 3994: 0.00012767018061059088
Position 2170: 0.00012686769584824075
Position 4316: 0.00012037622571434907
Position 4504: 9.335628420889744e-05
Position 4449: 9.325319979120957e-05
Position 2428: 8.504966339302864e-05
Position 1619: 4.4965967438246755e-05
Position 1115: 4.004537157954463e-05
Position 1411: 2.726393175621435e-05
Position 1807: 8.194204518543055e-06
Position 1771: 4.3613488273654475e-06
Position 1746: 3.846731398432455e-06
Position 966: 2.9713748740624765e-06
Position 3035: 2.2284899837021637e-06
Position 1706: 1.8739213226483927e-06
Position 1822: 1.0461308950805763e-06
Position 1757: 7.02272851112238e-07
Position 792: 5.168764183596374e-07
Position 914: 4.0812229221435607e-07
Position 1724: 2.0891944721901027e-07
Position 923: 1.459020075114651e-07
Position 661: 1.4786549710929416e-08
