Gene = NCKIPSD
index = 918
Annotated 5SS: [ 291 3025 3580 3883 4641 5869 6127 6353 6551 6873 7051 7364]
Annotated 3SS: [ 2914  3374  3770  4146  5697  6039  6213  6469  6743  6957  7190 11179]
SMsplice 5SS: [ 291 3025 3580 3883 5869 6127 6353 6551 6873 7051 7364]
SMsplice 3SS: [ 2914  3374  3791  5697  6039  6213  6469  6743  6957  7190 11179]
top_k =  500
Partition function (log Z): 23.300695857090613

Sorted 5' Splice Sites (High to Low Probability):
Position 5869: 0.990405882217997
Position 3883: 0.9854903224226486
Position 291: 0.9840532052488817
Position 6873: 0.9817221933407185
Position 6127: 0.9734081169131008
Position 6551: 0.8913081789082359
Position 6353: 0.8144245611823032
Position 7364: 0.7574852260523474
Position 7051: 0.7136342088922217
Position 3025: 0.672210248137474
Position 3580: 0.4429204607550709
Position 2573: 0.3682554829030442
Position 3059: 0.3229006123742533
Position 3611: 0.2538880029444619
Position 7075: 0.23609831620731275
Position 7475: 0.13214294292704806
Position 5651: 0.12788870125749038
Position 10646: 0.12440840366016248
Position 3502: 0.11710390003961618
Position 6584: 0.04071492311881621
Position 11360: 0.04020053424179197
Position 3516: 0.038160374608963384
Position 7374: 0.037152987097619196
Position 6371: 0.02946103955877066
Position 4641: 0.028732026909879294
Position 10796: 0.025984816560876915
Position 4384: 0.02536061438264735
Position 1224: 0.024253320976148216
Position 2314: 0.023160759901603656
Position 10856: 0.02115786065850774
Position 10723: 0.018935333946422696
Position 7985: 0.01874450790342084
Position 5126: 0.018374782849379892
Position 4506: 0.013449024634520895
Position 4420: 0.01344234572072879
Position 10031: 0.010059888913845731
Position 11416: 0.008361213762881273
Position 247: 0.008086786218550659
Position 10133: 0.007792488200487902
Position 11766: 0.007776873738354713
Position 10803: 0.0072014555990876595
Position 1604: 0.0070565855186852525
Position 833: 0.006708388828031124
Position 6878: 0.006674770853534495
Position 3896: 0.006290019191536506
Position 9989: 0.005823948329960379
Position 8296: 0.005770332931181156
Position 4940: 0.005331495795760654
Position 9530: 0.005143679858636003
Position 7420: 0.004757813500410477
Position 5028: 0.004582208352882661
Position 7328: 0.004178074763213335
Position 6151: 0.004147830283335668
Position 1115: 0.0040926304429287795
Position 4614: 0.003949366768214082
Position 2154: 0.003949189908016898
Position 4724: 0.0038747015547877226
Position 2671: 0.0038484872882898744
Position 6562: 0.00374843610482632
Position 4174: 0.003091069579618667
Position 11039: 0.0030388978053500163
Position 11333: 0.0029507513478923995
Position 3911: 0.002886483125663602
Position 6836: 0.002454385122833796
Position 4956: 0.0022726990784377736
Position 295: 0.0021705140683580307
Position 903: 0.002070443714024875
Position 5875: 0.0017122636063162066
Position 2995: 0.0016412347062048519
Position 7122: 0.0013725271995461588
Position 11729: 0.0013298472438466118
Position 4563: 0.0012920084143172835
Position 10566: 0.0012348292324209954
Position 573: 0.0012113440007325898
Position 10871: 0.001139917103907577
Position 3068: 0.0011183246171054687
Position 3104: 0.001098541367106099
Position 6683: 0.0009340756923950116
Position 9714: 0.0008429396274309937
Position 11344: 0.0008153596216866387
Position 11733: 0.0007783845435782532
Position 11815: 0.0007387870165429983
Position 3506: 0.0005925455268329134
Position 5538: 0.0005745000387434398
Position 4913: 0.0005731234026185895
Position 2449: 0.0005032877905109575
Position 2161: 0.0004902312175671135
Position 5057: 0.0004741597939316637
Position 3031: 0.00044100190472961143
Position 134: 0.00043889417045938093
