Gene = ARGFX
index = 93
Annotated 5SS: [  113  6197 14362]
Annotated 3SS: [ 6079 14212 15317]
SMsplice 5SS: [ 113 6197]
SMsplice 3SS: [ 6079 15317]
top_k =  500
Partition function (log Z): -9.521450070722464

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9503279314124821
Position 6197: 0.6753831556899769
Position 14362: 0.18618314968645708
Position 8463: 0.17014807852183172
Position 10044: 0.1590972570379154
Position 12966: 0.14901705832276632
Position 9392: 0.12333327021166271
Position 14914: 0.09936584283848299
Position 4245: 0.0791534002610302
Position 11697: 0.05219052850903301
Position 418: 0.050047850907143386
Position 10557: 0.024193507606338246
Position 4188: 0.02300246094321741
Position 14386: 0.022330407417022965
Position 82: 0.021961904553278913
Position 3324: 0.018073189444702157
Position 7386: 0.015739223935350016
Position 342: 0.013529576297400094
Position 6951: 0.00891403302346933
Position 15318: 0.006474897183353008
Position 525: 0.004422096412043885
Position 4433: 0.003598650926279581
Position 3397: 0.003445538237218626
Position 5778: 0.0026386565569664093
Position 8913: 0.002480080958146791
Position 5194: 0.0024784928381771723
Position 10147: 0.0018590917346164686
Position 3914: 0.0018490200146748207
Position 987: 0.0017460802124451167
Position 4157: 0.0015030159499400371
Position 15411: 0.0014900255999335983
Position 3389: 0.0012381468512881058
Position 4919: 0.0010905077985998866
Position 730: 0.0009983431155399978
Position 117: 0.0007600732099534548
Position 8861: 0.0005868352371595407
Position 3558: 0.0004605000489569957
Position 3492: 0.0004065274548209157
Position 7701: 0.0003906490000701282
Position 2564: 0.0003565148289414968
Position 3588: 0.00024185005102030427
Position 4979: 0.00023637009972662606
Position 4213: 0.00019430555628491286
Position 5076: 0.00018691981570409278
Position 5610: 0.00016646261570743396
Position 1220: 0.00014901414289885187
Position 4249: 0.00013182311768776856
Position 293: 8.611507856605116e-07
Position 484: 4.087241853668866e-07
Position 492: 2.2274581684034279e-07
Position 500: 2.0958206601925897e-07
Position 236: 5.041057078624689e-08
Position 828: 3.633543704539355e-08
Position 107: 2.980846106035244e-08
Position 535: 2.5936744345221463e-08
Position 487: 2.4948359710311025e-08
Position 598: 2.41536878714823e-08
Position 132: 2.2637430769390378e-08
Position 629: 1.6193828856931646e-08
Position 213: 2.5050804211698964e-10
Position 192: 8.838620868911634e-11
Position 350: 2.1980077377380576e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 15317: 0.6173100691065518
Position 6079: 0.5919767888514718
Position 15192: 0.17583783322469226
Position 8348: 0.17024471939572441
Position 12757: 0.16757242163350292
Position 14212: 0.16107633966900384
Position 9921: 0.153104094483567
Position 14820: 0.12918211143715919
Position 9274: 0.12201596380283228
Position 15468: 0.09596148054198755
Position 6075: 0.08775307456050051
Position 4116: 0.07410102676696911
Position 14259: 0.06602738208052586
Position 11544: 0.052358612326371595
Position 199: 0.027380200316752173
Position 10320: 0.015775153391885455
Position 15025: 0.01415439136555681
Position 3284: 0.012743127257085757
Position 9945: 0.012604652786339087
Position 4138: 0.009523752269331257
Position 7266: 0.009423719588282147
Position 359: 0.009271000817473238
Position 10296: 0.008782928510856292
Position 9270: 0.0083097040191901
Position 3254: 0.006588167724007168
Position 8721: 0.006069181888578797
Position 4152: 0.005878499830818016
Position 7125: 0.004854244637480912
Position 4003: 0.004253709889108401
Position 6817: 0.003953394032434273
Position 3993: 0.0038328890914747222
Position 4171: 0.003823714879191459
Position 8758: 0.0028539203571432345
Position 4961: 0.0025597339545089443
Position 8672: 0.0023487226499380783
Position 5679: 0.0020671045815878627
Position 6731: 0.0020343521497826348
Position 203: 0.0018867397746997728
Position 7272: 0.00178175434674358
Position 253: 0.0017668154504033857
Position 4284: 0.0015123775285465133
Position 15494: 0.0014900255999336035
Position 15059: 0.0014297493351953354
Position 6099: 0.0013279429696276095
Position 3200: 0.001324797255398461
Position 3203: 0.001319750987046613
Position 4089: 0.0011910840276825499
Position 8809: 0.001097363095408018
Position 885: 0.0010866778344186126
Position 6760: 0.0010763831077911059
Position 6734: 0.0010732183684169399
Position 3741: 0.0010198251725748997
Position 4056: 0.0009803752224273716
Position 6594: 0.0009483443500507133
Position 7446: 0.0008738232915064301
Position 4778: 0.0007985915478607622
Position 236: 0.000782449468438255
Position 4149: 0.0007241728314662689
Position 3230: 0.0006623845316144192
Position 5655: 0.0006239722888710527
Position 12350: 0.0005981720202760661
Position 1582: 0.000543515198008932
Position 3703: 0.0005387016297220367
Position 11858: 0.0005312566884991939
Position 3551: 0.0004977934115726134
Position 4330: 0.00045420118475782985
Position 881: 0.00045368994214466205
Position 10948: 0.00042708908521798085
Position 4763: 0.000403337066113499
Position 8236: 0.00039408739350798867
Position 4334: 0.0003870890074127372
Position 413: 0.00037244393842766915
