Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  500
Partition function (log Z): -5.694044705504872

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9567289142942181
Position 246: 0.7616875655172428
Position 1768: 0.38432054880106264
Position 120: 0.15904466515988855
Position 1223: 0.058836216486559546
Position 1652: 0.04168126886241091
Position 1199: 0.0405755037740419
Position 509: 0.021185571365788233
Position 2220: 0.013449389826728237
Position 264: 0.012461550720612322
Position 195: 0.012084618864879266
Position 1576: 0.01158526600919251
Position 2258: 0.010602979765079875
Position 59: 0.0063140196669914375
Position 1749: 0.004894795149456902
Position 322: 0.002280805058127082
Position 1177: 0.0022447952665486906
Position 1792: 0.0016499017508517838
Position 1115: 0.0008806533119061252
Position 1941: 0.0008118708985482256
Position 810: 0.0007522988351904685
Position 1945: 0.0006582649521169571
Position 179: 0.0005611065291958578
Position 797: 0.00051575114564891
Position 411: 0.000433578389884997
Position 1452: 0.0002017171319852465
Position 1703: 0.00018626679013053382
Position 257: 0.0001281435177512109
Position 861: 0.00010337652060917844
Position 1454: 8.838509992748819e-05
Position 1456: 8.23687326677456e-05
Position 218: 8.203413348575939e-05
Position 2233: 7.81034746301144e-05
Position 1917: 6.48315140402685e-05
Position 2273: 5.956341425007147e-05
Position 822: 5.8015111953987936e-05
Position 663: 4.552005055663719e-05
Position 1656: 3.739339801851217e-05
Position 1961: 2.6916847013948093e-05
Position 1160: 2.6506374788701816e-05
Position 453: 2.1311397592668973e-05
Position 18: 1.787262394728854e-05
Position 30: 5.625477511517033e-06
Position 1420: 3.1356539584411834e-06
Position 27: 5.549533305441217e-07
Position 103: 3.885886707223844e-07
Position 1588: 2.949485329272382e-07
Position 349: 2.3298412820219235e-07
Position 150: 1.9580416114370094e-07
Position 340: 9.972700676818563e-08
Position 1747: 9.867227263751722e-08
Position 1521: 6.559025223435853e-08
Position 1458: 5.751120947380555e-08
Position 1482: 5.0347048792850224e-08
Position 153: 2.621158405254694e-08
Position 124: 1.690864988756203e-08
Position 292: 7.962191335888902e-09
Position 298: 2.248329307083655e-09
Position 289: 2.144931849906327e-09
Position 168: 2.7046653509031015e-10
Position 606: 1.3707633906754076e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9146725912392113
Position 2087: 0.8076244605200268
Position 1627: 0.5213020059777163
Position 1088: 0.056101846419287095
Position 1286: 0.026744394372524828
Position 2382: 0.019681588298891644
Position 1536: 0.019373478458454732
Position 1543: 0.018436644073387798
Position 2290: 0.013770319884844968
Position 1979: 0.013425532117829151
Position 949: 0.011952390442263263
Position 2333: 0.01042227324544455
Position 2576: 0.006317206622200718
Position 458: 0.005627662195062803
Position 1502: 0.005279937591518357
Position 147: 0.0052169613570375506
Position 1372: 0.004319391114210816
Position 1093: 0.0037638206826196567
Position 1649: 0.003688541039026092
Position 1631: 0.002951277562155058
Position 1914: 0.0027022292786202736
Position 2385: 0.002553822849863257
Position 2108: 0.0024672855109672733
Position 435: 0.0023775652833119536
Position 321: 0.001924602498783978
Position 2251: 0.0019227979437560286
Position 1036: 0.00167838900222831
Position 2093: 0.0016762510249042934
Position 1498: 0.0014902239160650593
Position 1226: 0.0011958703822439437
Position 2136: 0.0011534288725498073
Position 1397: 0.0011119765016717412
Position 1652: 0.0010485167333556978
Position 2050: 0.0010133871451564371
Position 184: 0.0009429264783907347
Position 2436: 0.0008755024040928785
Position 635: 0.0007800202784520534
Position 2484: 0.0007516398281040872
Position 2118: 0.0007420452212086237
Position 777: 0.0007304605787304191
Position 1790: 0.0006047018403768987
Position 362: 0.0005766457154766215
Position 1320: 0.0005651024984071104
Position 930: 0.0005039695658119488
Position 2528: 0.00046724052976665394
Position 1429: 0.0003869449982179886
Position 1575: 0.00035434536598043096
Position 797: 0.00033224356022178104
Position 1130: 0.0003086568513501078
Position 1327: 0.0002985737764489826
Position 983: 0.00027648769247928134
Position 889: 0.00026047753847872776
Position 305: 0.0002515226387006375
Position 1713: 0.0002144994722954123
Position 371: 0.0002087150702532008
Position 2255: 0.00015971887737537823
Position 1324: 0.00015590191352711424
Position 539: 0.00015400749253792744
Position 1586: 0.00014226078929619092
Position 864: 0.00011653329471938874
Position 1142: 0.00011331889919498158
Position 1298: 8.97561323947037e-05
Position 1999: 8.906127426175708e-05
Position 2510: 8.390835029757374e-05
Position 223: 7.640836901063808e-05
Position 1880: 7.520924665287165e-05
Position 1860: 7.417059543396855e-05
Position 1198: 6.628113102501534e-05
Position 1310: 6.412567010581616e-05
Position 954: 5.922261359504857e-05
Position 1956: 5.7283032465444436e-05
Position 2489: 4.952724519115655e-05
Position 1097: 4.4271994183092964e-05
Position 1160: 4.375515996009316e-05
Position 1758: 3.9895660675574806e-05
Position 1767: 3.9311717084237804e-05
Position 1508: 3.474995956720655e-05
Position 1048: 3.3502608129969286e-05
Position 1583: 3.191404734300713e-05
Position 1165: 2.4301403719676074e-05
Position 191: 2.2362411624197415e-05
Position 411: 2.1409424211464236e-05
Position 1515: 1.7327277374743852e-05
Position 468: 1.68822642999763e-05
Position 328: 1.6819871844475116e-05
Position 1656: 1.646895772756132e-05
Position 194: 1.5212692486528194e-05
Position 719: 1.4589873002111967e-05
Position 638: 1.2894567057235512e-05
Position 2680: 1.2818297142515402e-05
Position 508: 1.2250094830446157e-05
Position 471: 9.386491694433447e-06
Position 1102: 8.848799528612947e-06
Position 1698: 7.3832321232520334e-06
Position 179: 4.947337265093805e-06
Position 1472: 4.7752632406381185e-06
Position 349: 3.875746246173268e-06
Position 115: 2.2269276633772777e-06
Position 606: 2.018961416189016e-07
Position 228: 1.6037218025638183e-07
Position 680: 1.403854391616679e-07
Position 1465: 1.1335157242358355e-07
Position 279: 5.8087559382729765e-08
Position 332: 5.5982065327085666e-08
Position 243: 5.1440558884768035e-08
Position 1700: 1.4020395331232885e-08
Position 751: 9.662508112496589e-09
Position 118: 6.6289746936736536e-09
Position 94: 5.092756433877353e-10
Position 124: 3.6449975560347523e-10
Position 91: 3.482714293541429e-10
Position 245: 2.591929244440121e-10
Position 283: 1.785141921220122e-10
Position 252: 7.882137823872502e-11
Position 264: 4.0417369787966533e-11
Position 340: 2.529784572814723e-12
Position 257: 3.7055009228981006e-13
