Gene = PTCD2
index = 1096
Annotated 5SS: [  143  1898  6375 11009 14730 15519 18369 22670 32388]
Annotated 3SS: [ 1804  6244 10890 14650 15426 18254 22594 32273 37835]
SMsplice 5SS: [  143  1898 15519 18369 22695 32388 39161 42811]
SMsplice 3SS: [ 1804 15426 18254 22594 32273 39053 42711 46697]
top_k =  500
Partition function (log Z): -6.565644889755347

Sorted 5' Splice Sites (High to Low Probability):
Position 32388: 0.9962415920480295
Position 18369: 0.9842612647483728
Position 1898: 0.9821524018449083
Position 15519: 0.9419935373310239
Position 5750: 0.8640013347730884
Position 143: 0.668696683462467
Position 42811: 0.661290876989445
Position 22695: 0.5235469472465085
Position 22670: 0.4736325491335106
Position 6375: 0.42932385897625325
Position 31090: 0.3715649789710484
Position 24433: 0.24425209814979354
Position 28630: 0.22083981870040556
Position 5448: 0.21716458289436294
Position 22902: 0.20775069445521624
Position 44178: 0.18958314845942315
Position 882: 0.16363317471421135
Position 12487: 0.13721642700900835
Position 90: 0.12580094472464654
Position 12356: 0.11024409010086089
Position 5518: 0.09355339514982923
Position 1724: 0.0665251150512594
Position 26861: 0.04955075192570767
Position 24924: 0.04408752228076408
Position 10891: 0.037694126544288546
Position 20504: 0.0367939311100373
Position 6149: 0.034673216242877544
Position 284: 0.033804936651926104
Position 22891: 0.027148551660357668
Position 5070: 0.01863618336167547
Position 1562: 0.017871626449854967
Position 394: 0.017562658005101695
Position 1049: 0.016265818873296273
Position 18791: 0.015389485612464397
Position 21868: 0.015359324310861061
Position 602: 0.014919757881074804
Position 15872: 0.01469088758907484
Position 352: 0.014053337079862024
Position 100: 0.013609710227275456
Position 5483: 0.012891497398443284
Position 38104: 0.007986265305069077
Position 19543: 0.007806285150454862
Position 20252: 0.00770793709368573
Position 38133: 0.007051341178647999
Position 19276: 0.006526294732188373
Position 28335: 0.006332580791162485
Position 14: 0.006203933285628944
Position 1545: 0.0058697927652817386
Position 1010: 0.004609465412613086
Position 1282: 0.004320093367236405
Position 5759: 0.004264559592163046
Position 4361: 0.003089098798692837
Position 4474: 0.002931428548226673
Position 5546: 0.002592307172629053
Position 5452: 0.0021084050250551245
Position 1015: 0.002049904826964824
Position 37926: 0.001903284349931123
Position 1196: 0.0018129734390273738
Position 296: 0.0017851707934473332
Position 35300: 0.0017532419194323692
Position 38010: 0.0014027433104066545
Position 29: 0.0013757451470209074
Position 1627: 0.001289687422381317
Position 1113: 0.001082160406320048
Position 1171: 0.001021509385021753
Position 17368: 0.0009728182244478436
Position 768: 0.0008140731178774186
Position 717: 0.000798494249625919
Position 288: 0.0007641637028977369
Position 1293: 0.0007433861214931858
Position 426: 0.0006956864099667237
Position 22109: 0.0006534828728863786
Position 5087: 0.0005743093067043445
Position 5262: 0.0005096171408958952
Position 892: 0.0004768360093746691
Position 118: 0.0003443545514776119
Position 19: 0.0003362808422263295
Position 369: 0.0003126443187924097
Position 1042: 0.0002997178100303402
Position 1877: 0.00028884502577928423
Position 5724: 0.00024215891049459752
Position 1167: 0.00023725387542942967
Position 5180: 0.0002357387608585823
Position 88: 0.00023238985415182463
Position 34313: 0.0002310468871891259
Position 34602: 0.00022136873238851333
Position 1392: 0.0001701955922553133
Position 863: 0.00016405858802006604
Position 2633: 0.00014196351221678577
Position 2175: 0.00013652295747755387
Position 4983: 0.00011953957692857786
Position 2180: 0.00011645666379713817
