Gene = NPR3
index = 958
Annotated 5SS: [  823 13098 27308 63121 69094 71306 73161]
Annotated 3SS: [12974 27140 62984 68998 71169 73075 74510]
SMsplice 5SS: [  823 13098 14404 27308 30232 30753 34165 63121 69094 73161]
SMsplice 3SS: [12974 14311 27140 30062 30650 34027 62984 68998 73072 74510]
top_k =  500
Partition function (log Z): -18.338528108501453

Sorted 5' Splice Sites (High to Low Probability):
Position 27308: 0.9989751972989847
Position 13098: 0.9971101585500429
Position 30232: 0.9700715227873683
Position 823: 0.9529604538807297
Position 34165: 0.895450257067764
Position 14404: 0.8741301888705695
Position 30753: 0.8176884374453786
Position 16206: 0.5151361398605778
Position 1713: 0.37349243227625745
Position 6226: 0.354043864816215
Position 38146: 0.3539320171005605
Position 16939: 0.2962037593735863
Position 1006: 0.2875204897292
Position 13749: 0.2854354967602419
Position 31119: 0.25148909572486466
Position 3201: 0.2513481787952016
Position 958: 0.20277438214075763
Position 32875: 0.17087533593030177
Position 1028: 0.15852629006802185
Position 28301: 0.10957548285849557
Position 3443: 0.08637599531053791
Position 27814: 0.08349745098808983
Position 20639: 0.07997930374803267
Position 11570: 0.06669372102642733
Position 15754: 0.05076894788871357
Position 34445: 0.04769085890795094
Position 29130: 0.0469406470591082
Position 29227: 0.04449700202016645
Position 2022: 0.04322312040914055
Position 216: 0.03595359858995203
Position 31130: 0.035681328080118625
Position 36772: 0.033679961329649975
Position 28448: 0.033019764097607186
Position 14280: 0.03281908576020949
Position 33282: 0.024532224452553805
Position 86: 0.023851025496215112
Position 33054: 0.02138884737609748
Position 33337: 0.02051372523773727
Position 267: 0.01661914850844323
Position 33093: 0.01648148898683435
Position 16211: 0.015191838055375622
Position 32115: 0.012901768130439247
Position 15109: 0.012474708822913952
Position 814: 0.01240595321543133
Position 354: 0.011157014901940744
Position 34237: 0.01108086027744848
Position 464: 0.009195052453369048
Position 3476: 0.007081976505496095
Position 15185: 0.00614166284593698
Position 936: 0.004926034274831887
Position 284: 0.004890161951080785
Position 36309: 0.004415986998882376
Position 13411: 0.0037591511329174787
Position 1344: 0.0017238597646256283
Position 1143: 0.0013197836471016478
Position 28902: 0.0012164682892701595
Position 1083: 0.0011875511672296804
Position 1010: 0.0010383272235787902
Position 720: 0.0010229890428947032
Position 458: 0.001004891648206311
Position 27263: 0.0008712997219133213
Position 385: 0.0008426363939656812
Position 2728: 0.0008046439542199336
Position 2688: 0.000619400461472694
Position 1849: 0.0005961945164192114
Position 35974: 0.000592706611154178
Position 736: 0.0005830718926683392
Position 795: 0.0005508326942367653
Position 34473: 0.0004519216213313064
Position 32821: 0.00043175785274223794
Position 2672: 0.00035580929936029096
Position 30651: 0.0002614680692158422
Position 69: 0.00021211928316404823
Position 1312: 0.00018365968405564866
Position 1074: 0.00014146994921329927
Position 32893: 0.00014048783142205966
Position 376: 0.0001238641812629171
Position 127: 0.00011303224750676606
Position 931: 0.00010926019388256732
Position 1036: 9.836086817045493e-05
Position 13166: 9.233550949318742e-05
Position 757: 8.979592736590732e-05
Position 1686: 8.571602447033047e-05
Position 222: 7.501256129579778e-05
Position 563: 7.404414974813574e-05
Position 1234: 6.543243826820847e-05
Position 1017: 6.111117162940022e-05
Position 711: 4.951079395437161e-05
Position 27275: 4.928844022460963e-05
Position 660: 4.074199372536486e-05
Position 456: 3.361203951801081e-05
Position 1004: 3.1054302212899994e-05
Position 154: 2.7953171532785414e-05
Position 402: 2.404228426360251e-05
Position 133: 1.4915756121483307e-05
Position 1051: 1.022945629775728e-05
Position 1249: 9.344137291368702e-06
Position 1184: 7.564623338994151e-06
Position 1259: 6.523487349211498e-06
Position 1324: 4.5794176533983225e-06
Position 746: 2.7503459158801955e-06
Position 90: 1.1366632782482413e-06
Position 300: 8.915649176403009e-07
Position 245: 8.892496050846013e-07
Position 16: 7.276707408662807e-09
Position 59: 7.206223106860107e-09
Position 1055: 6.3828311706068375e-09
Position 518: 3.910499732024271e-09
Position 224: 3.1958982414125897e-09
Position 138: 2.5537973483854195e-09
Position 480: 2.4436909045399024e-09
Position 251: 1.679118148802774e-10
Position 411: 1.380261398422562e-12
Position 107: 7.439612533191554e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 27140: 0.9998957854611225
Position 12974: 0.997202494059535
Position 34027: 0.939822266163734
Position 30062: 0.9252539809113124
Position 904: 0.6389442760741357
Position 30650: 0.5584180802947359
Position 16094: 0.5303279779159531
Position 14311: 0.48236335371858297
Position 6079: 0.34028049178530867
Position 38014: 0.32372275358838104
Position 16876: 0.2962037593735863
Position 13655: 0.2854354967602418
Position 14133: 0.2685028768411376
Position 3106: 0.25175325579453317
Position 30415: 0.2160229155441157
Position 31043: 0.21243226900779416
Position 1580: 0.20180192947031791
Position 32806: 0.17144758161446594
Position 42645: 0.16723022271321802
Position 39985: 0.16124723026912405
Position 1399: 0.15469287559371137
Position 40757: 0.14524018995433569
Position 28202: 0.1426147499161565
Position 14328: 0.11072429079733959
Position 38253: 0.10752130817005964
Position 29042: 0.09157781157892599
Position 38277: 0.0852579989299767
Position 20613: 0.07997930374803261
Position 38038: 0.07722341757519165
Position 36470: 0.07116386451867987
Position 11396: 0.06669372102642716
Position 32932: 0.06603514390012741
Position 27506: 0.05914010995748555
Position 30892: 0.05577957064932406
Position 3370: 0.050091690248737726
Position 32992: 0.04625650513476681
Position 30029: 0.04501186967946547
Position 38063: 0.04017547574312045
Position 14325: 0.03740565643634859
Position 30589: 0.035415951019840956
Position 1778: 0.032304241966533954
Position 3330: 0.031919784191876466
Position 548: 0.024743490046210934
Position 757: 0.023843178322381944
Position 39623: 0.021272916815322104
Position 36531: 0.02089796443093151
Position 34360: 0.02041360101061017
Position 15428: 0.019161286980721667
