Gene = NUDCD2
index = 970
Annotated 5SS: [ 279 2579 3212]
Annotated 3SS: [2529 3059 6089]
SMsplice 5SS: [ 279 2579 3212]
SMsplice 3SS: [2529 3059 6089]
top_k =  500
Partition function (log Z): -5.752448152463488

Sorted 5' Splice Sites (High to Low Probability):
Position 3212: 0.9819822339351446
Position 279: 0.8600381265247463
Position 2579: 0.7699377671045647
Position 2968: 0.5822070985618355
Position 2445: 0.0878894842324882
Position 2453: 0.0870701161774627
Position 3922: 0.0819239012325126
Position 2585: 0.08042662197251135
Position 1387: 0.06656398124708704
Position 10468: 0.058576989425770346
Position 2457: 0.04961998427212605
Position 411: 0.03831951389214822
Position 189: 0.02710984473640783
Position 255: 0.026437394813460198
Position 61: 0.022147820949748778
Position 3426: 0.019333459762773227
Position 449: 0.017975710328552164
Position 646: 0.01711337879150066
Position 6371: 0.016785211712656747
Position 2709: 0.012945457504646674
Position 814: 0.01129469368201434
Position 3234: 0.010742548552123376
Position 2746: 0.008996109237508357
Position 1146: 0.008045225882702893
Position 2933: 0.007164269463947913
Position 635: 0.0057363818608695705
Position 5234: 0.005570878652126469
Position 422: 0.004301311855668014
Position 1065: 0.003416667761534278
Position 123: 0.0032846251691684004
Position 2841: 0.0030221876762941205
Position 4139: 0.0028988927347193298
Position 1689: 0.0028142352624039727
Position 6801: 0.002644266022483093
Position 3704: 0.0021248285895642777
Position 6288: 0.0016806119112079568
Position 6142: 0.0016626123671878187
Position 5723: 0.0010928733489093373
Position 9230: 0.0009677397472248417
Position 742: 0.0009505941522904783
Position 940: 0.0008724972210596731
Position 2927: 0.0008199891633857408
Position 3228: 0.0007209273708319025
Position 1750: 0.0006333402252968659
Position 2855: 0.0006282449718277139
Position 2427: 0.0005534773452692517
Position 1927: 0.0005513835947821318
Position 171: 0.0003748440995838477
Position 2416: 0.00036094852748021753
Position 128: 0.0003335283206577756
Position 417: 0.0003251489956083651
Position 152: 0.0002331616852664097
Position 251: 0.00022469362859836603
Position 803: 0.00017730143590819936
Position 3029: 0.0001747663595344207
Position 1110: 0.00016834619324390787
Position 221: 0.00016162690144524722
Position 656: 0.00010513452111665453
Position 42: 4.228450201909497e-05
Position 3676: 1.3499188020818875e-05
Position 183: 8.674104922801232e-06
Position 301: 5.299994880847972e-06
Position 120: 5.010268794776838e-06
Position 4099: 3.5766138473423886e-06
Position 115: 3.2962166903001936e-06
Position 4060: 3.24185695909621e-06
Position 4130: 2.890703912309004e-06
Position 4036: 2.8173972178185264e-06
Position 306: 2.2312874733690314e-06
Position 92: 2.017698881155445e-06
Position 243: 1.8841556887546887e-06
Position 351: 1.4248131411372263e-06
Position 140: 1.367781369212845e-06
Position 1441: 1.0456461277253115e-06
Position 28: 7.675782958397871e-07
Position 3456: 6.127129041680298e-07
Position 3240: 5.76585440805317e-07
Position 101: 5.053050480540365e-07
Position 456: 4.389980675650916e-07
Position 3448: 4.3369896057152146e-07
Position 1331: 3.911654289606303e-07
Position 356: 3.0951755323744843e-07
Position 173: 2.0088988528621153e-07
Position 17: 9.334159345642952e-08
Position 149: 5.689992434251459e-08
Position 299: 5.287209918619338e-09
Position 335: 1.8487340715044265e-09
Position 3161: 1.3232913936397277e-09
Position 358: 1.1280970700737058e-09
Position 373: 5.522985342324887e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3059: 0.8812950988141928
Position 2529: 0.7749299957447572
Position 2649: 0.29687601506584355
Position 2668: 0.2870226013142514
Position 6089: 0.264770194684829
Position 11959: 0.11820900338617811
Position 3986: 0.10638326103638326
Position 2334: 0.10578200598093845
Position 3134: 0.06399446053269751
Position 10362: 0.06318317870347966
Position 2506: 0.05945914126589747
Position 2310: 0.05510199935016077
Position 3794: 0.05277921984962438
Position 11060: 0.052612091467529515
Position 11033: 0.051005659352563584
Position 2350: 0.04610016625578398
Position 9750: 0.04580727406628979
Position 1313: 0.04399506228776281
Position 12423: 0.03982075726998342
Position 3094: 0.03683820100045776
Position 13202: 0.03124867502283754
Position 3821: 0.029182514124150585
Position 11987: 0.027695431865058295
Position 3611: 0.021187366235786743
Position 7152: 0.020133188845743315
Position 9051: 0.018507503179465694
Position 2877: 0.01654215548522553
Position 1199: 0.016374731319226333
Position 5130: 0.01616093734067452
Position 2290: 0.01534604828123176
Position 12501: 0.015314591171916948
Position 10707: 0.014191856795685113
Position 3323: 0.01261786061110988
Position 9335: 0.01255300835817913
Position 8423: 0.012382160158050829
Position 383: 0.011860218772739722
Position 2554: 0.01042827087605391
Position 11788: 0.010060651951163735
Position 6109: 0.009968031944060023
Position 8684: 0.009694387410326017
Position 3061: 0.009367421891714592
Position 3734: 0.008575146864925012
Position 7033: 0.00785187377996632
Position 2780: 0.00781863376903511
Position 536: 0.00778782834656525
Position 3326: 0.007771092435448735
Position 9402: 0.007638862356909753
Position 491: 0.0071605269045220835
Position 10572: 0.006825241910654643
Position 4203: 0.006651076635460572
Position 2257: 0.006650926005503587
Position 7629: 0.006376227502992167
Position 2218: 0.006284385780872563
Position 11292: 0.006188278608428688
Position 4409: 0.0054379668121520295
Position 3948: 0.005357894992745489
Position 9430: 0.004170553343647638
Position 8537: 0.003644361760936139
Position 443: 0.0035857085025203955
Position 1560: 0.003552755528120949
Position 6692: 0.003366730173446408
Position 2881: 0.0032791881797217736
Position 1002: 0.0030926092784090476
Position 4781: 0.0030615796257400826
Position 4102: 0.0030573282730389133
Position 7444: 0.0030437559326323273
Position 3703: 0.00296606231673658
Position 6561: 0.0029370938233605677
Position 6054: 0.0028313859476228513
Position 320: 0.0026989978382042593
Position 4838: 0.002671319410241008
Position 10942: 0.002519924523965565
Position 3066: 0.002259732778997265
Position 593: 0.0022189699863337086
Position 1059: 0.0022097670747266126
Position 3306: 0.0020872481365045536
Position 5082: 0.002083973531331622
Position 4891: 0.002048754351098021
Position 5533: 0.0020432201615254494
Position 8384: 0.001885828408803515
Position 8089: 0.0017513048987806068
Position 4239: 0.0017091623617511134
Position 448: 0.0016950634201545153
Position 6987: 0.0016657068051784906
Position 896: 0.0016592189979418466
Position 915: 0.0015121192687570593
Position 3387: 0.0014535127845764616
Position 9405: 0.0014277690046694818
Position 1292: 0.0013028910026898566
Position 7626: 0.0012800631370441019
Position 9498: 0.0012711966265813068
Position 2391: 0.0012263027195002854
Position 149: 0.001152688929364564
Position 5333: 0.0011304715629439285
Position 1357: 0.0010693380926123882
Position 9433: 0.0010685728652988504
Position 7473: 0.0010472736432490084
Position 7401: 0.0010127477657652358
Position 5252: 0.0010013243942707268
Position 158: 0.000905513986827576
Position 8972: 0.0008909467003243181
Position 2234: 0.0006628440529058945
Position 188: 0.0006533435965712988
Position 4743: 0.0006463557348535514
Position 6208: 0.0006399323413803499
Position 183: 0.0006376028204520724
Position 8114: 0.0006288278470877156
Position 212: 0.0005989370324346328
Position 4358: 0.0005932128599595794
Position 7768: 0.0005682609591170608
Position 2360: 0.0005456205967655606
Position 3483: 0.0005363505488378138
Position 330: 0.0005184396429011737
Position 5336: 0.000498362328667939
Position 967: 0.0004857136639179661
Position 7828: 0.0004509062139549495
Position 6205: 0.000384228635564007
Position 939: 0.0003616513993153047
Position 6335: 0.0003441092032640897
Position 1227: 0.00026922472768258035
Position 6401: 0.0002479454882984714
Position 3149: 0.0002335668805655487
Position 198: 0.00022200978723637476
Position 306: 0.00021906921562350143
Position 1174: 0.00021373504458630798
Position 765: 0.00021224342135732973
Position 1838: 0.00018379377225943356
Position 3825: 0.0001731491321567673
Position 4622: 0.00016030885149556027
Position 4542: 0.00015881992120945107
Position 1588: 0.00015583424269225747
Position 2719: 0.00015450080107201736
Position 3348: 0.00015077788188127194
Position 233: 0.00014971444118662536
Position 504: 0.00013724850142168054
Position 5028: 0.00013547546547487446
Position 1264: 0.00013410351046470572
Position 565: 0.00013344929683209742
Position 1331: 0.00012973284361959725
Position 3962: 0.00012159856121728241
Position 4372: 0.00011158658980306648
Position 1360: 0.00010876663192167248
Position 3456: 0.000102243899119895
Position 1340: 8.51873126536599e-05
Position 3337: 8.226642928582354e-05
Position 1064: 7.421408177698447e-05
Position 597: 6.256999739894347e-05
Position 555: 5.710069637231102e-05
Position 1750: 5.673073474093139e-05
Position 1157: 5.528570165171771e-05
Position 1874: 4.984480466938832e-05
Position 1252: 4.9036504726522075e-05
Position 221: 4.723760591430357e-05
Position 3100: 4.608230637497012e-05
Position 3856: 4.474122682015315e-05
Position 546: 4.452630364581614e-05
Position 670: 3.588271654074765e-05
Position 3736: 1.6787151857110573e-05
Position 3876: 1.5641125777804592e-05
Position 982: 7.220724523025823e-06
Position 410: 6.193418427048611e-06
Position 3888: 5.447372225359561e-06
Position 926: 3.6770324830352144e-06
Position 627: 3.56057536568666e-06
Position 953: 1.2836371107539563e-06
Position 802: 1.0723893189740912e-06
Position 387: 1.0603317025545585e-06
Position 1100: 9.786484418197895e-07
Position 426: 8.581592808950601e-07
Position 799: 7.547322576160892e-07
Position 680: 4.581077497335648e-07
Position 749: 4.434404444830648e-07
Position 702: 4.2435135497474805e-07
Position 170: 3.8483728716094796e-07
Position 167: 2.8167372384968105e-07
Position 932: 1.866204367511185e-07
Position 654: 1.2632220695131236e-07
Position 1208: 7.921093103250401e-08
Position 1218: 7.131620389925524e-08
Position 1181: 6.773727983845458e-08
Position 269: 4.038102177134658e-08
Position 729: 3.961596780885256e-08
Position 278: 3.005687733205936e-08
Position 791: 1.4508574399016187e-08
Position 389: 1.2500345456984685e-08
Position 720: 9.7364326348488e-09
Position 474: 9.73271264660364e-09
Position 708: 9.676892559611821e-09
Position 741: 9.600210837218276e-09
Position 288: 6.768896276609126e-09
Position 471: 5.049637316161114e-09
Position 634: 4.4141077860750715e-09
Position 282: 3.965916373008328e-09
Position 235: 3.745234553759257e-09
Position 107: 3.3742918044281345e-09
Position 393: 2.1630282248542946e-09
Position 110: 1.7269308687744698e-09
Position 115: 3.563652372661825e-10
