Gene = MLANA
index = 849
Annotated 5SS: [  135  1750  6852 16197]
Annotated 3SS: [ 1647  6754 16082 17837]
SMsplice 5SS: [  135  1750 10574 15967 16197]
SMsplice 3SS: [ 1647 10419 15808 16082 17837]
top_k =  500
Partition function (log Z): -0.814008730741586

Sorted 5' Splice Sites (High to Low Probability):
Position 1750: 0.9932880517366612
Position 16197: 0.9833336058595791
Position 135: 0.9317315449186052
Position 8518: 0.44478265369823916
Position 10574: 0.43414583939424095
Position 18157: 0.3085845685194625
Position 4061: 0.2744578136333684
Position 501: 0.24077648656062564
Position 19417: 0.13694069497862157
Position 2166: 0.12405313014614865
Position 10521: 0.117595168195341
Position 4440: 0.10006998319243021
Position 1562: 0.09686650710792444
Position 6856: 0.08266413533691841
Position 4560: 0.06759710868464117
Position 6852: 0.06046369366738938
Position 599: 0.05139904686775909
Position 2713: 0.050911896620056865
Position 18772: 0.05090832530599785
Position 398: 0.05082811986941421
Position 2130: 0.04621226990484913
Position 16920: 0.042809412734208185
Position 19229: 0.03234929229435997
Position 16970: 0.02745399264687167
Position 8471: 0.02470751806601936
Position 8823: 0.021764264598107163
Position 11077: 0.017203452027300694
Position 3133: 0.0166957731650091
Position 18051: 0.012949959447332996
Position 18349: 0.011582934581015263
Position 3466: 0.010966063353910052
Position 12885: 0.009494010002776459
Position 16220: 0.009464713172811135
Position 1503: 0.008004289741256066
Position 18162: 0.007190241819548602
Position 18033: 0.00632612858030659
Position 18055: 0.005786822514814974
Position 1439: 0.005687909256872211
Position 1576: 0.00488252410610013
Position 16470: 0.004466207009692183
Position 17503: 0.0041013996836914346
Position 448: 0.0034188431378913485
Position 18077: 0.0031669403544076122
Position 3327: 0.003145942035096189
Position 2760: 0.0030986231199329668
Position 16710: 0.003007942428227519
Position 16201: 0.002925832963592115
Position 781: 0.002164879733282268
Position 17093: 0.0018628286841581867
Position 3958: 0.0011599170458320247
Position 1969: 0.0007522953738797528
Position 4199: 0.0007384795846773931
Position 2149: 0.0006995777006623681
Position 1962: 0.000678629008099816
Position 1535: 0.0006663453439558003
Position 1452: 0.0005568127363682992
Position 1279: 0.0004174448746669137
Position 1554: 0.000360592193818628
Position 1580: 0.00035406611267939554
Position 1392: 0.0002208282624788526
Position 1155: 0.00021466810729821943
Position 1005: 0.0001862812202077379
Position 1407: 0.0001830370910558963
Position 2481: 0.00017599262561566185
Position 1573: 0.00017436058299832654
Position 1443: 0.0001542738179735864
Position 896: 0.00014705036135316147
Position 2404: 0.00013524835843895422
Position 2108: 0.0001212678089578666
Position 439: 0.00011313849850722191
Position 18205: 0.00011110285260565597
Position 1328: 7.980925647090743e-05
Position 510: 7.619799423641556e-05
Position 2211: 7.501575465620181e-05
Position 2840: 7.445585988262019e-05
Position 1411: 6.95468985338434e-05
Position 271: 6.954315529954256e-05
Position 2018: 6.855936071601342e-05
Position 4392: 6.09206367433756e-05
Position 445: 5.5464642570237046e-05
Position 1178: 4.143180768548041e-05
Position 1821: 3.900558609231671e-05
Position 267: 7.041699576174001e-06
Position 8451: 1.1868950652728331e-06
Position 275: 7.438729159379292e-07
Position 166: 7.432833612771251e-07
Position 207: 6.261404007417124e-07
Position 1000: 5.893878083384454e-07
Position 1200: 4.944669389415562e-07
Position 238: 4.928756978363405e-07
Position 677: 4.5387924939054965e-07
Position 566: 4.1433233960444313e-07
Position 971: 3.860901866308613e-07
Position 672: 3.8380036154045426e-07
Position 494: 3.2194094384930095e-07
Position 404: 3.056435068266918e-07
Position 57: 1.209169087977963e-07
Position 19: 1.067417884519467e-07
Position 1192: 7.918335507691318e-08
Position 324: 4.7781895799147396e-08
Position 1196: 3.105547371755414e-08
Position 466: 1.401801952338261e-08
Position 240: 9.455996842900977e-09
Position 406: 5.906883753136994e-09
Position 85: 1.2757546661516443e-09
Position 679: 1.2736388951979237e-09
Position 414: 5.66204622775079e-10
Position 143: 1.0634696618350588e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16082: 0.9960029710090074
Position 17837: 0.9347266862868716
Position 1647: 0.8585303151736737
Position 10419: 0.5517410075895819
Position 8344: 0.4694932884844211
Position 3957: 0.24967688834877913
Position 19305: 0.23824239813862688
Position 2021: 0.15000639139643224
Position 6754: 0.13999457021484502
Position 19120: 0.13513863298833412
Position 1672: 0.12185554615559038
Position 252: 0.10765649716173177
Position 4339: 0.09570420159985257
Position 19497: 0.08892674045385712
Position 16842: 0.08090912786383936
Position 324: 0.07354625128110913
Position 1318: 0.05690904903978349
Position 1439: 0.05633802148696633
Position 4439: 0.05412648401167893
Position 18501: 0.04724463198026916
Position 2567: 0.030871864149587713
Position 275: 0.026947026705746495
Position 3878: 0.02667932191509856
Position 564: 0.02625943651945063
Position 424: 0.025380070520601792
Position 19727: 0.02502258443125143
Position 8609: 0.02176426459810717
Position 10737: 0.017203452027300687
Position 18264: 0.015810794126147738
Position 19617: 0.013041970183654102
Position 3028: 0.012975565170958497
Position 19457: 0.011211366506773273
Position 1863: 0.010741786916847105
Position 18691: 0.010299945231815733
Position 288: 0.010234136907411017
Position 2626: 0.009593364732591073
Position 12775: 0.009494010002776459
Position 4401: 0.008790260012327467
Position 1414: 0.008534961936107834
Position 2600: 0.008113374461654974
Position 4548: 0.006846075565685659
Position 19791: 0.006294059872301641
Position 18476: 0.005732418595719497
Position 3408: 0.0053716119268930745
Position 2538: 0.005254838461331741
Position 2994: 0.0046043131155609
Position 2049: 0.004596448591329998
Position 18952: 0.004505602935753533
Position 16597: 0.003980112898955631
Position 2107: 0.0035114548333730652
Position 448: 0.0034844508495755796
Position 17346: 0.0033707041012536313
Position 19636: 0.0033461132401901177
Position 19195: 0.0033416250822398815
Position 19514: 0.003187513247798587
Position 3227: 0.0031486818025115728
Position 6708: 0.0031332587894627893
Position 16437: 0.0030370470752370785
Position 18666: 0.002985787784228113
Position 3243: 0.0028936851224201634
Position 1321: 0.0028426504199368856
Position 17786: 0.0027460528136192723
Position 384: 0.0026112342097648765
Position 1848: 0.0025494057203677063
Position 19198: 0.002497411964283442
Position 16278: 0.0024544064641084705
Position 4342: 0.00224728773337813
Position 17287: 0.0019971927056847984
Position 1499: 0.0019052182489377122
Position 18004: 0.0018009864881203372
Position 19684: 0.001787972214017553
Position 3272: 0.0017071596948993524
Position 1714: 0.0012212329921519193
Position 401: 0.00120855462136897
Position 1520: 0.000999205526987621
Position 18054: 0.0008447145444906238
Position 17462: 0.0008127052361878758
Position 486: 0.000798696575179695
Position 18551: 0.0007600543963124157
Position 1477: 0.000757835514182338
Position 387: 0.0007301162982818197
Position 2118: 0.0006672542923489518
Position 18348: 0.0006333737640910937
Position 16902: 0.0005842998486883011
Position 19124: 0.0005805531086019084
Position 345: 0.0005781928027355192
Position 1912: 0.0005021475401415914
Position 1496: 0.00046926800960925063
Position 1090: 0.0004389148119714623
Position 342: 0.0003706228421903623
Position 19696: 0.0003622842591737671
Position 207: 0.0003496759513105687
Position 19266: 0.0003425444651005958
Position 19247: 0.00028583833217157677
Position 2636: 0.00025265102325344773
Position 908: 0.0002378337463093941
Position 1601: 0.0002371477454298611
Position 16524: 0.00023382779273546382
Position 1502: 0.0002309232617811625
Position 1256: 0.00021358756519380582
Position 1590: 0.00019310044110780683
Position 16446: 0.00018686704682500265
Position 1262: 0.00015554053395605826
Position 361: 0.00015081391337003493
Position 301: 0.00012420567039779704
Position 2122: 0.00012040299791051142
Position 531: 0.00011914465081711894
Position 290: 0.00010934437835309429
Position 3165: 0.0001069164520817097
Position 1186: 7.728161714065014e-05
Position 2368: 7.501753051732385e-05
Position 2398: 6.84191579278894e-05
Position 662: 6.652314297119565e-05
Position 591: 6.032566185188548e-05
Position 1717: 5.6190546930517256e-05
Position 1443: 5.308985531884682e-05
Position 16551: 4.566400858521149e-05
Position 1147: 3.2601351893600225e-05
Position 538: 2.675573139085127e-05
Position 445: 2.5815033033497097e-05
Position 452: 2.5165399716592572e-05
Position 1562: 2.2334546605970305e-05
Position 1886: 2.073330678431848e-05
Position 776: 2.0478271299760245e-05
Position 1821: 1.8248165953517013e-05
Position 2296: 1.8006966073193573e-05
Position 636: 1.7617308622793043e-05
Position 1867: 1.6223092217820545e-05
Position 4388: 1.5340274782041575e-05
Position 781: 1.3623343142960408e-05
Position 1944: 1.257352304352018e-05
Position 1115: 1.1489523236113631e-05
Position 593: 1.0749736326183135e-05
Position 2187: 1.074614742612974e-05
Position 571: 8.694072185905794e-06
Position 2313: 6.26929617601073e-06
Position 1748: 6.1254758076512845e-06
Position 2243: 3.0187801996563536e-06
Position 2180: 2.7655409173155267e-06
Position 7278: 1.2627966711862264e-06
Position 1803: 1.1253202416004963e-06
Position 1050: 7.200548216815526e-07
Position 381: 4.2700512731780217e-07
Position 1037: 3.7789206324132527e-07
Position 350: 3.5370559805937545e-07
Position 4942: 3.373621828052884e-07
Position 868: 2.387415440003091e-07
Position 1446: 6.627259807708383e-08
Position 669: 5.8470318486119966e-08
Position 500: 4.8463152963211587e-08
Position 397: 1.0098097416416015e-08
Position 494: 1.0794536235156084e-09
Position 185: 5.003548399191076e-10
Position 912: 4.158281984272187e-10
Position 454: 2.40186567653344e-10
Position 811: 2.3189705634262772e-10
Position 792: 1.5159483138003887e-10
Position 180: 1.0005971269065802e-10
Position 166: 8.397830754512063e-12
Position 130: 1.0165408190044268e-12
Position 104: 1.0981644587162718e-14
Position 134: 3.675413592789365e-15
Position 111: 2.3919079441278076e-15
Position 108: 6.762750059286999e-16
