Gene = TAF13
index = 1373
Annotated 5SS: [  82 1016 9868]
Annotated 3SS: [  936  9769 11308]
SMsplice 5SS: [  82 1016 9868]
SMsplice 3SS: [  936  9769 11308]
top_k =  500
Partition function (log Z): -2.9305786833966607

Sorted 5' Splice Sites (High to Low Probability):
Position 82: 0.9531909787377988
Position 1016: 0.9464662276458543
Position 9868: 0.9046807920404052
Position 2912: 0.4735436050329838
Position 7126: 0.15946718794526635
Position 2953: 0.07705917511407605
Position 11547: 0.06248732585669687
Position 257: 0.049550907902909364
Position 11402: 0.044452879664040476
Position 1923: 0.03501601521275671
Position 1727: 0.034580601754319824
Position 2870: 0.0332389085391989
Position 606: 0.02593356090351975
Position 9931: 0.01916313563219469
Position 34: 0.018793689347886725
Position 10875: 0.014513474428632621
Position 10707: 0.010591716745346766
Position 5315: 0.010326176334105404
Position 2153: 0.010090741908082644
Position 2725: 0.009109890926471893
Position 986: 0.007611203373492969
Position 10342: 0.006816717687568353
Position 11392: 0.005516809079627645
Position 2762: 0.005474942764507346
Position 1498: 0.0035509156928641246
Position 408: 0.0020247486997957663
Position 10982: 0.001582806035406642
Position 1583: 0.0015676624038755424
Position 4335: 0.0012569703856413078
Position 261: 0.0012218170420264323
Position 4341: 0.0009343615728410827
Position 977: 0.0009206567419525538
Position 234: 0.00082802228799839
Position 801: 0.0007352392593895855
Position 3851: 0.0005854013226487498
Position 1918: 0.0005118519658195567
Position 2405: 0.0004814180729583905
Position 161: 0.0004581978322587284
Position 4210: 0.00042542397528397307
Position 2961: 0.0004103788964375923
Position 11570: 0.0003508244067155133
Position 10028: 0.0003185568448973154
Position 6776: 0.00031661464731271016
Position 2772: 0.0003046292143496226
Position 1020: 0.0003010351910462238
Position 1380: 0.0002939180756454886
Position 1732: 0.0002696453537960111
Position 968: 0.0002668845170545971
Position 433: 0.0002640269283610216
Position 1941: 0.000257751465600159
Position 11340: 0.00024871091746385795
Position 476: 0.00023010024487208776
Position 290: 0.00021276826807004078
Position 394: 0.0001986890028236348
Position 1108: 0.00015639188964439353
Position 2342: 0.00014194953360611675
