Gene = HILPDA
index = 652
Annotated 5SS: [61]
Annotated 3SS: [1351]
SMsplice 5SS: [61]
SMsplice 3SS: [1351]
top_k =  500
Partition function (log Z): -7.324768109915795

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.6548474575767577
Position 175: 0.352132234205547
Position 490: 0.20228698554490535
Position 547: 0.19930231518832947
Position 1091: 0.10547517922170718
Position 740: 0.037641724544625804
Position 262: 0.015100297369380877
Position 520: 0.011401270027453857
Position 385: 0.0040886820956315675
Position 342: 0.002334239204235002
Position 1451: 0.0010594760065165065
Position 508: 0.0009829425370360976
Position 1271: 0.0008452942783104829
Position 1120: 0.0007412219249804945
Position 1049: 0.0007170886677482352
Position 809: 0.0006893598663809611
Position 911: 0.00039313681632433434
Position 1193: 0.00029005509549671286
Position 660: 0.00025434139167364956
Position 92: 8.879407429579774e-05
Position 99: 8.032810076796951e-05
Position 187: 6.006202965122034e-05
Position 613: 1.4953033711574931e-05
Position 499: 1.2094822626869182e-05
Position 320: 1.0534095787167502e-05
Position 306: 1.0114257959304149e-05
Position 54: 6.669517355107062e-06
Position 222: 5.8764599312049955e-06
Position 392: 2.0278930248830736e-06
Position 65: 1.0820933836140978e-06
Position 163: 8.754274062232108e-07
Position 551: 6.434151647367636e-07
Position 345: 4.783044483112993e-07
Position 460: 2.8660626881268412e-08
Position 70: 1.2445692595756357e-08
Position 334: 1.1527242515160585e-08
Position 467: 9.451277117049558e-09
Position 329: 2.6172815600712606e-09
Position 247: 2.376979521767543e-12
Position 21: 1.2419924004152045e-12
Position 363: 5.079638793429639e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1351: 0.6038765684094489
Position 384: 0.3462561204745989
Position 835: 0.21484581257989316
Position 341: 0.07347898731933114
Position 789: 0.059300567705339584
Position 142: 0.05543285274087348
Position 1484: 0.04066901797326867
Position 1398: 0.03904077049011855
Position 673: 0.03369151013786142
Position 419: 0.025810631255774392
Position 1048: 0.012203532997975969
Position 576: 0.009046306798765105
Position 220: 0.0073765383187763146
Position 456: 0.005656953159587195
Position 1450: 0.005585454416944592
Position 1814: 0.005470496623726164
Position 994: 0.005345547290223405
Position 591: 0.005039785654874739
Position 489: 0.004786352348145694
Position 1547: 0.0035305632529259046
Position 317: 0.0033257238920733484
Position 1176: 0.0026346867881308494
Position 1074: 0.002575831360381182
Position 1688: 0.002000333024325132
Position 718: 0.001931017052233821
Position 355: 0.0019110390820505391
Position 537: 0.0017593380435610506
Position 735: 0.001751849800256551
Position 1318: 0.0017279809237353337
Position 997: 0.0016192004793947816
Position 253: 0.0015674086708370694
Position 1713: 0.0013947730862320458
Position 174: 0.0013362437710876152
Position 860: 0.001050575285660637
Position 1588: 0.0008732872726767177
Position 508: 0.0007630958073529495
Position 1150: 0.0007506756453303194
Position 841: 0.0007468049909146745
Position 1685: 0.0005969396056699732
Position 1023: 0.0005924739715816686
Position 1550: 0.0005727253908023407
Position 518: 0.00039915236815994524
Position 1090: 0.0003961239575825784
Position 917: 0.00036893432938038816
Position 240: 0.00036677541376138796
Position 613: 0.0002750419667912858
Position 761: 0.00023379811657116444
Position 620: 0.00020200230502731372
Position 1656: 0.00012375006777581022
Position 1400: 0.00012016748021605994
Position 655: 8.629621931535207e-05
Position 1358: 8.615583297680844e-05
Position 1254: 7.924406036158756e-05
Position 421: 5.837084398478268e-05
Position 396: 5.826596526483524e-05
Position 1997: 5.072438923910379e-05
Position 659: 1.7788327508588554e-05
Position 647: 8.804591513909786e-06
Position 324: 7.263132250845631e-06
Position 237: 6.651366216065812e-06
Position 179: 5.102560112500549e-06
Position 222: 1.0550662854813335e-06
Position 392: 5.7540689067601345e-08
Position 99: 5.669794455759663e-13
