Gene = SELENBP1
index = 1242
Annotated 5SS: [  96 3021 3292 3730 4535 6012 6459 6966 7171 7545 7808]
Annotated 3SS: [2963 3178 3543 4413 5828 6279 6886 7048 7451 7688 8027]
SMsplice 5SS: [  96 3021 3292 4535 6012 6459 6966 7171 7545 7808]
SMsplice 3SS: [2897 3178 4413 5828 6279 6886 7048 7451 7688 8027]
top_k =  500
Partition function (log Z): 8.838967381457389

Sorted 5' Splice Sites (High to Low Probability):
Position 96: 0.9980944860881575
Position 4535: 0.9758082004836955
Position 7808: 0.9591317658985267
Position 6966: 0.958791100012609
Position 7545: 0.9017772051919623
Position 3021: 0.8358170745419056
Position 7171: 0.6274894287299978
Position 6459: 0.6250745464685039
Position 3292: 0.6178163507479688
Position 6012: 0.5585117803739283
Position 3652: 0.20116517798429825
Position 3623: 0.20029803340119004
Position 7128: 0.18112563517494532
Position 7271: 0.11903682901813889
Position 6797: 0.09170480329761015
Position 3865: 0.07009743108983442
Position 3784: 0.0601305672947238
Position 4186: 0.04649539592312537
Position 3921: 0.041356865639664175
Position 5718: 0.035582007861959065
Position 3636: 0.03528187700369805
Position 494: 0.03214785784191017
Position 4996: 0.028665289237086736
Position 4338: 0.024220542440833145
Position 4868: 0.022982299237318253
Position 6284: 0.021426224533211392
Position 5920: 0.020926144831789287
Position 3694: 0.013816370181285897
Position 4347: 0.012606120410525851
Position 2901: 0.00895079149422129
Position 3273: 0.007478546472483004
Position 2632: 0.006546394145557852
Position 370: 0.005090763787386045
Position 7290: 0.004003366395238139
Position 5535: 0.0038350062194964225
Position 2184: 0.0036760347965972733
Position 1699: 0.00366467551581487
Position 4654: 0.0035991215749904687
Position 2592: 0.0032560604400394167
Position 450: 0.003189632466808444
Position 5864: 0.0027880562796944192
Position 524: 0.0025508321827153336
Position 7261: 0.0018566320989887059
Position 2639: 0.0018014377774912829
Position 2755: 0.0016373740673474996
Position 6920: 0.0015964009760208455
Position 5078: 0.0014972385085637058
Position 1787: 0.0013730698376094846
Position 1451: 0.0011683317209570426
Position 7932: 0.0011091371120205437
Position 2661: 0.000676294432322508
Position 866: 0.0006414744724637546
Position 7234: 0.0006254158212345244
Position 3282: 0.0005864461093476797
Position 3688: 0.0005593287084788863
Position 2973: 0.0004952680283319496
Position 424: 0.00046834279981746157
Position 3034: 0.0003968095606609417
