Gene = TSPAN12
index = 1499
Annotated 5SS: [  538  1660 18331 19581 42629 47895 51809]
Annotated 3SS: [ 1523 18247 19444 42553 47786 51664 69459]
SMsplice 5SS: [  154   538  1660 14810 18331 18820 19581 19757 24016 35597 42629 45386
 47470 47895 51809]
SMsplice 3SS: [  368  1523 14604 18247 18731 19444 19649 23873 35504 42553 45228 47365
 47786 51664 69459]
top_k =  500
Partition function (log Z): -23.088387166891817

Sorted 5' Splice Sites (High to Low Probability):
Position 538: 0.9325401037945592
Position 1660: 0.8766960392147316
Position 19581: 0.750152955430945
Position 14810: 0.7215969937698393
Position 24016: 0.6916205920900713
Position 19757: 0.64257433046276
Position 18331: 0.5163809590443289
Position 154: 0.49185861820663823
Position 124: 0.4347679279051636
Position 13243: 0.243898112914911
Position 13987: 0.20411233023429867
Position 18494: 0.153598761066538
Position 14207: 0.12593061635632866
Position 1664: 0.11811243917774647
Position 19551: 0.11436319342926787
Position 18820: 0.10363263505461755
Position 10141: 0.09474539239675028
Position 25919: 0.08697959572536404
Position 18606: 0.08087559353151515
Position 484: 0.06597248499795216
Position 10103: 0.05828443452075995
Position 302: 0.05238883866587959
Position 12405: 0.03169284510576765
Position 14795: 0.031504920529442954
Position 15862: 0.030621958172297493
Position 14726: 0.030485708768208605
Position 1319: 0.019777754993149776
Position 14801: 0.013626396405519816
Position 1335: 0.010663816110094487
Position 15720: 0.010449399024687467
Position 15024: 0.005720830462219501
Position 8791: 0.005423593920829474
Position 8942: 0.004842229143712227
Position 1686: 0.0048009519125175384
Position 5549: 0.004598916217409008
Position 1037: 0.0041063844027701074
Position 2682: 0.003744992627853575
Position 1272: 0.0035192786560152038
Position 3038: 0.0030575712713770574
Position 1125: 0.0022962274035872427
Position 222: 0.002193460503519479
Position 14203: 0.0020999182832809765
Position 258: 0.002033339861826484
Position 1029: 0.0019163667488042678
Position 19983: 0.001365695765719602
Position 1485: 0.001275658660060256
Position 12871: 0.0011705794143906819
Position 10867: 0.0010803490952700045
Position 4025: 0.0009160537192923534
Position 3542: 0.0007649781284774514
Position 1204: 0.0005968735099551256
Position 703: 0.00047104606032429523
Position 1195: 0.0004346596445963249
Position 5657: 0.0004301596057510679
Position 8771: 0.0003896392556339358
Position 6511: 0.00036453330991268737
Position 1448: 0.0003431151024579362
Position 6568: 0.0003301814673117876
Position 1352: 0.00030866406625268124
Position 4278: 0.0002384826405516168
Position 3635: 0.0001781816523966349
Position 552: 0.00014021257163810484
Position 1116: 6.613694527523835e-05
Position 926: 6.039122486162541e-05
Position 226: 4.6288711409332696e-05
Position 1246: 3.931106371075094e-05
Position 1399: 3.057897993328076e-05
Position 1295: 2.5892833348037077e-05
Position 7263: 2.5168464887831763e-05
Position 8138: 2.4888176133557842e-05
Position 1118: 2.4213199473521366e-05
Position 86: 2.329194598703856e-05
Position 458: 9.250842432185313e-06
Position 1102: 7.5098683992154565e-06
Position 784: 7.074303458343123e-06
