Gene = EIF2A
index = 489
Annotated 5SS: [  137  5732 11769 15967 16921 17688 21073 21353 21599 25836 29069 35053
 36572]
Annotated 3SS: [ 5661 11693 15847 16820 17604 20998 21207 21481 25263 28954 34923 36505
 37151]
SMsplice 5SS: [  137  5732 15967 16921 17688 21353 21599 29069 35053 36572]
SMsplice 3SS: [ 5661 15847 16820 17604 21207 21502 28905 34923 36505 37151]
top_k =  500
Partition function (log Z): 1.0643131267398034

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.9976408032085492
Position 21353: 0.9942825901220727
Position 21599: 0.9573062113462855
Position 5732: 0.94230870418113
Position 29069: 0.8512656606821979
Position 35053: 0.7848215744857139
Position 16921: 0.7660497447169009
Position 36572: 0.7032074670474865
Position 17688: 0.6361653975587572
Position 20889: 0.5454126909569419
Position 5499: 0.48072013127931784
Position 21842: 0.43746986243086816
Position 11769: 0.3655551214576321
Position 21073: 0.3605387324895385
Position 14075: 0.30817895128735334
Position 28207: 0.27102222226476425
Position 25836: 0.27052785659262013
Position 5942: 0.2629984937709695
Position 28153: 0.1814049496015906
Position 9578: 0.1573085804374424
Position 25558: 0.15702287667782985
Position 36650: 0.14654814641854644
Position 35088: 0.14450734889396186
Position 4649: 0.12159691688605562
Position 4586: 0.09692919185197862
Position 17899: 0.08594889933835467
Position 24898: 0.08215103752421553
Position 4528: 0.05772404633295717
Position 36213: 0.05587057037319337
Position 7879: 0.03723272443179176
Position 9296: 0.0320762919490125
Position 28129: 0.029957254074341185
Position 7359: 0.023355488195271144
Position 33478: 0.02110432707046612
Position 35109: 0.018579157984328753
Position 17403: 0.01580000061152784
Position 1215: 0.015130534715853614
Position 5458: 0.014420785915199925
Position 25402: 0.012796879599367409
Position 35139: 0.012264480668474725
Position 5339: 0.01187795203123639
Position 33457: 0.011846219051511578
Position 26494: 0.011642823567381246
Position 1225: 0.011373204291517723
Position 31937: 0.011109802588300485
Position 36957: 0.010824433576316307
Position 10343: 0.010713071671684171
Position 5437: 0.007908893493754
Position 593: 0.0060762748959676234
Position 35543: 0.005076538357251764
Position 5429: 0.004465020459677605
Position 5334: 0.004074768152796103
Position 35898: 0.0037446917167948688
Position 9493: 0.0036533461763553344
Position 1734: 0.0033074023117882836
Position 5373: 0.003278815377657047
Position 37283: 0.003101629462321547
Position 33526: 0.002965839227390498
Position 26550: 0.0029246782269766666
Position 28254: 0.0029119811058025886
Position 2802: 0.002775986164400713
Position 2760: 0.0024390723456898674
Position 2418: 0.0021948244588220903
Position 1854: 0.002157552904912451
Position 3368: 0.001985129272579732
Position 7353: 0.0016791984358079104
Position 21837: 0.0016360075591687275
Position 5463: 0.0016124226904636644
Position 7331: 0.0015490250581071546
Position 26480: 0.0012442847565432835
Position 8964: 0.0012368944490820156
Position 1331: 0.0011994196113997782
Position 23105: 0.001135641069216608
Position 2735: 0.001075558115240956
Position 3229: 0.0009851264387785107
Position 649: 0.0008944282692497863
Position 1802: 0.0008788328968744315
Position 11123: 0.0008701305534472509
Position 5348: 0.0008661704628857758
Position 4656: 0.0007685094263490542
Position 4025: 0.0006306533786775151
Position 4763: 0.0005665577521705738
Position 511: 0.0004439004298471876
Position 438: 0.0004423623656918218
Position 11729: 0.00035805535557511625
Position 5491: 0.0003576836182441747
Position 24855: 0.00028773070785269734
Position 23133: 0.00028526006222709833
Position 6286: 0.00027616185495615007
Position 9449: 0.0002463194159756816
Position 2846: 0.0002118697688517147
Position 4242: 0.00021011646937199704
Position 1626: 0.00017951749810621456
Position 412: 0.0001641760971651265
Position 4540: 0.00015690994720268851
Position 59: 0.00010352422311757171
Position 869: 8.485840491083229e-05
Position 6997: 6.013662539648304e-05
Position 6842: 3.9105613547711415e-05
Position 7551: 3.7859174755639373e-05
Position 48: 6.3994738229728135e-06
Position 141: 3.3951022614718075e-06
Position 954: 2.9144557038923722e-06
Position 901: 2.831159441107038e-06
Position 70: 1.975438395076012e-06
Position 673: 1.4849659448876862e-06
Position 633: 1.3253849386153079e-06
Position 558: 9.666463245743179e-07
Position 838: 1.9503130801802163e-07
Position 89: 8.719792320761322e-08
Position 307: 6.752785998598639e-08
Position 302: 2.3516264802701772e-08
Position 178: 1.6182061340154355e-08
Position 327: 6.940522962830892e-09
Position 269: 2.838049336011676e-09
Position 26: 1.7887784986385488e-09
Position 482: 9.41864690759647e-10
Position 418: 3.6860063042817057e-10
Position 227: 8.17201767439833e-11
Position 246: 5.382528589563719e-11
Position 191: 3.0704999766105595e-11
Position 46: 2.4885642610414145e-12
Position 117: 1.6173179136523676e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5661: 0.9749658568927445
Position 36505: 0.8923444794781699
Position 34923: 0.8733254826179757
Position 21207: 0.8058838456601748
Position 37151: 0.7881295343558722
Position 16820: 0.7660497447169011
Position 17604: 0.7221146107274332
Position 28905: 0.6407529725705866
Position 20645: 0.5454126909569418
Position 21502: 0.49935886180032235
Position 28069: 0.48534430110963594
Position 5310: 0.480198332206747
Position 21481: 0.37050002087787226
Position 11693: 0.3659131768132075
Position 20998: 0.36053873248953844
Position 13934: 0.3081789512873533
Position 21784: 0.272498313228595
Position 28954: 0.2107872927457944
Position 4463: 0.20450520360230626
Position 21226: 0.18933362543685606
Position 21744: 0.12616701653975518
Position 25263: 0.12542763557159803
Position 5815: 0.0976702735408647
Position 25671: 0.09614003775394774
Position 34974: 0.09108924809932831
Position 25719: 0.08823108997062107
Position 36729: 0.0857042450322554
Position 9371: 0.08429189435032057
Position 21466: 0.07719788048749833
Position 24770: 0.0661917645700348
Position 9415: 0.0625876275843939
Position 25694: 0.060961264468728724
Position 5819: 0.053085542625524236
Position 36143: 0.052141064928650005
Position 4515: 0.04517246872283212
Position 5865: 0.03960902681788223
Position 25290: 0.03743736931132005
Position 33347: 0.035916385349368196
Position 7658: 0.03431896227754418
Position 21723: 0.030205003323642135
Position 5426: 0.029084162860322383
Position 25591: 0.025195464399322617
Position 4489: 0.025171980723233102
Position 9242: 0.02479988934148623
Position 7263: 0.023676094544354227
Position 36745: 0.019290553343536052
Position 17218: 0.01580000061152784
Position 5825: 0.013412554161026873
Position 37187: 0.013316721288124275
Position 21427: 0.01302406475663083
Position 26400: 0.01258052179019054
Position 36445: 0.012524354817399004
Position 1115: 0.011907317581243432
Position 9294: 0.011658441600468979
Position 31790: 0.01118997500011977
Position 10215: 0.010713071671684173
Position 24681: 0.009430511729775388
Position 35327: 0.009292103622131922
Position 36167: 0.00922262872455944
Position 37502: 0.009113783344221279
Position 9246: 0.008600854651873555
Position 37110: 0.008407069039585149
Position 35645: 0.00829431078424748
Position 1079: 0.007716156463948542
Position 5315: 0.007709133492864723
Position 5407: 0.0070392643063228125
Position 25303: 0.006970917445839586
Position 5893: 0.006944606000113922
Position 24799: 0.006606100147947491
Position 5271: 0.005821836259684398
Position 2569: 0.005015836026553076
Position 21692: 0.00468299751710845
Position 287: 0.004300552271511111
Position 1101: 0.00411281934352211
Position 5614: 0.004055576836873505
Position 36843: 0.0036608129401388247
Position 1730: 0.003255822377098276
Position 26330: 0.003231264760710658
Position 5128: 0.0031062565468187105
Position 7197: 0.0029203801183875916
Position 5830: 0.0028580111710177648
Position 1120: 0.0022788839770453654
Position 36913: 0.002055737813497437
Position 5188: 0.002033745983394686
Position 37219: 0.002004202339851798
Position 5629: 0.001992128914465102
Position 21821: 0.0018469354695394259
Position 7762: 0.0018341285981250256
Position 1581: 0.0018304002593785757
Position 5579: 0.0017962835241752944
Position 3260: 0.0016510012550819712
Position 36748: 0.0015563948256628252
Position 36595: 0.0015141461232327307
Position 9089: 0.0013458304502426798
Position 4285: 0.001345668602296222
Position 5356: 0.0012155901741905412
Position 36997: 0.0011792895911614386
Position 384: 0.0011301237209575194
Position 36045: 0.0011059474079073905
Position 2324: 0.0010912294169268047
Position 8799: 0.0010632254447729044
Position 7695: 0.0010449497464616834
Position 37050: 0.001023521565135993
Position 4418: 0.0009176799158662865
Position 23007: 0.0008954508559112603
Position 11072: 0.0008701305534472508
Position 5536: 0.0008457133637983128
Position 5372: 0.0007974898406697007
Position 1620: 0.0007072062613185817
Position 2546: 0.0006725335901649226
Position 35542: 0.0005472181440130272
Position 2550: 0.0005345764981357907
Position 35351: 0.0005270918726431811
Position 37458: 0.0005228984866717801
Position 5497: 0.0005175930759301812
Position 3823: 0.00047808874506730434
Position 1005: 0.00046359333720638813
Position 1214: 0.00042925422022838285
Position 969: 0.00037937681645265744
Position 1037: 0.00036844787842308014
Position 2233: 0.0003411618616149988
Position 4527: 0.00033948760082028184
Position 3062: 0.00030097092040125284
Position 3019: 0.00029155550077944383
Position 4576: 0.0002896430293593369
Position 3326: 0.0002825981065855246
Position 2289: 0.000275049133712483
Position 6166: 0.00027043758343425506
Position 1784: 0.0002665472652713276
Position 2849: 0.00026303087946455655
Position 23047: 0.0002477748308120456
Position 24466: 0.0002103917843105352
Position 481: 0.00020960371319757968
Position 2265: 0.00017502173083451685
Position 8827: 0.00017366900430911087
Position 473: 0.00017245838034875228
Position 2708: 0.00016367935872870024
Position 1355: 0.00015970977377927341
Position 33978: 0.00015506797003951562
Position 3881: 0.00015256463361020995
Position 2359: 0.00015119181367187294
Position 22856: 0.00014174257812697241
Position 22874: 0.00013593286659342756
Position 1508: 0.00013129076592384084
Position 2867: 0.00012956913813325755
Position 2340: 0.00012620842207355327
Position 4174: 0.00011728545237060589
Position 5712: 0.00010252968543020366
Position 1624: 9.236721611651245e-05
Position 1600: 7.996169279500103e-05
Position 2787: 7.959627257397298e-05
Position 4073: 7.850250405370046e-05
Position 30695: 6.59913460494187e-05
Position 6759: 6.438900954674969e-05
Position 3218: 5.152991091223614e-05
Position 260: 4.549706984009111e-05
Position 1155: 4.3328135591184306e-05
Position 2705: 3.626464802679323e-05
Position 2129: 3.4962079987860894e-05
Position 7800: 3.468380966086243e-05
Position 6809: 2.4532980096515846e-05
Position 7102: 2.2400222425132206e-05
Position 5762: 1.68242611738907e-05
Position 600: 1.570253193680677e-05
Position 4068: 1.4328512947690703e-05
Position 5908: 1.1508891295343417e-05
Position 6898: 9.17393757239457e-06
Position 30358: 9.088814770476258e-06
Position 6215: 5.724271521895069e-06
Position 7297: 2.6959787749027584e-06
Position 567: 2.066202238443711e-06
Position 6734: 1.1463117285344697e-06
Position 21824: 5.6369370349838695e-09
