Gene = URGCP-MRPS24
index = 1536
Annotated 5SS: [   28 19175 24683 24931 37282 37627]
Annotated 3SS: [19103 24631 24891 37212 37514 39606]
SMsplice 5SS: [   28  5729 19175 24734 37133 37282 37627]
SMsplice 3SS: [ 5662 19103 24631 36978 37212 37514 39606]
top_k =  500
Partition function (log Z): -20.833622563393146

Sorted 5' Splice Sites (High to Low Probability):
Position 5729: 0.7000263298696723
Position 28: 0.6418082326903496
Position 11040: 0.3208950071047299
Position 279: 0.24475012461777063
Position 1218: 0.19934461947583845
Position 24734: 0.14131981598420157
Position 4041: 0.09272714048105515
Position 4045: 0.05808675496511218
Position 969: 0.05679409255548717
Position 5927: 0.0528642142794728
Position 440: 0.04698475448095226
Position 6528: 0.04426650772555955
Position 2463: 0.036220327594815735
Position 8425: 0.027315190808347777
Position 5733: 0.021829915365240427
Position 8575: 0.02061589832625003
Position 322: 0.01754750231317133
Position 8446: 0.015575611060192358
Position 9142: 0.013658704580715893
Position 4226: 0.010346198710198144
Position 5154: 0.010216660775269113
Position 1308: 0.006032281661797763
Position 1272: 0.005180030560039547
Position 8801: 0.004421095812058044
Position 4250: 0.003425946917589929
Position 11174: 0.002999452921025838
Position 116: 0.0022065396272973967
Position 5704: 0.0011247427942777974
Position 374: 0.0010991477126154716
Position 11176: 0.0009494764242931905
Position 983: 0.0005103696789193433
Position 273: 0.0004593948557348743
Position 585: 0.0003859238599089669
Position 858: 0.00022106514732648692
Position 617: 0.0002023148997474785
Position 1748: 0.0001082236352211153
Position 510: 8.418954480661065e-05
Position 1472: 8.307585679611875e-05
Position 1068: 8.026483791419022e-05
Position 2899: 7.470875138565342e-05
Position 751: 7.348648822509195e-05
Position 6043: 6.72422782680886e-05
Position 1820: 6.578001271819249e-05
Position 1934: 5.5021103698336865e-05
Position 380: 4.0773950037186924e-05
Position 989: 3.874666959462719e-05
Position 521: 3.837551104364856e-05
Position 971: 3.505452033293864e-05
Position 703: 2.9625626742798202e-05
Position 1003: 2.5205565724451487e-05
Position 219: 2.2311173101856552e-05
Position 707: 2.225842210507811e-05
Position 255: 1.0529323326668712e-05
Position 456: 8.045205634853058e-06
Position 975: 5.24243397919051e-06
Position 668: 4.7317380615497335e-06
Position 1081: 2.912506060519427e-07
Position 794: 1.2156580137418984e-07
Position 32: 2.8450691557671648e-08
Position 473: 2.6878969822198794e-08
Position 490: 1.7877094978004952e-08
Position 448: 1.5570635348340288e-08
Position 19: 3.8005991366651114e-10
Position 480: 2.167624852679872e-11
Position 502: 6.166076401161322e-15
Position 499: 5.210703413068804e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 24631: 0.8363950739282361
Position 5662: 0.724232685544962
Position 10921: 0.3585497502901438
Position 1137: 0.1911831985651206
Position 25313: 0.14131981598420157
Position 3835: 0.11879244496737763
Position 8362: 0.07857566450841025
Position 6451: 0.04647525358208647
Position 11465: 0.03979026907196939
Position 5831: 0.03285275833062346
Position 9393: 0.019346323158859098
Position 6858: 0.015849867758869998
Position 2361: 0.014973640856945369
Position 3963: 0.014318300628176349
Position 9026: 0.01420795388162475
Position 3999: 0.013808304737540491
Position 1043: 0.013244420328204668
Position 2274: 0.00973555856966134
Position 7851: 0.00905431056281489
Position 681: 0.00794927582332862
Position 4093: 0.007861089856823027
Position 5683: 0.007128084591710061
Position 5644: 0.006957366081759631
Position 5043: 0.006931211226356541
Position 8644: 0.006526292961420657
Position 10141: 0.005925144596017396
